"clbid","credits","crsid","department","description","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","status","term","title","type","year"
"0000053394","1.0","0000017596","ART","This course explores what it means to be visually literate. Students work at what Edward Tufte describes as the ""intersection of image, word, number, art."" Assignments include observational drawing and the study of principles and strategies of design that are applicable to any field of interest. The course covers both theoretical and practical aspects of visual thinking.","0","0","0","0","0","ALS-A","Griep, Mary","{'fsnum': '2757', 'name': 'Griep, Mary'}","100","","How to See:Think Visually","","126","{'day': 'Mo', 'end': '09:30', 'location': 'CAD 216', 'start': '08:00'};{'day': 'Tu', 'end': '09:30', 'location': 'CAD 216', 'start': '08:00'};{'day': 'We', 'end': '09:30', 'location': 'CAD 216', 'start': '08:00'};{'day': 'Th', 'end': '09:30', 'location': 'CAD 216', 'start': '08:00'};{'day': 'Fr', 'end': '09:30', 'location': 'CAD 216', 'start': '08:00'}","False","False","","4","X","20054","Thinking Visually","Research","2005"
"0000052960","1.0","0000000032","ART","This introduction to art history surveys a European and American artistic tradition from the Renaissance to today. A chronological study of painting, sculpture, architecture, photography and other media teaches students about visual analysis, artistic excellence and the cultural and artistic heritages that have produced some of the finer art created from the Renaissance to the present.","8","1","2","3","2","ALS-A;HWC;ORC","Brooks-Shirey, Heather M.","{'fsnum': '14840', 'name': 'Brooks-Shirey, Heather M.'}","100","","Intro/Art History II","","151","{'day': 'Mo', 'end': '09:30', 'location': 'CAD 204', 'start': '08:00'};{'day': 'Tu', 'end': '09:30', 'location': 'CAD 204', 'start': '08:00'};{'day': 'We', 'end': '09:30', 'location': 'CAD 204', 'start': '08:00'};{'day': 'Th', 'end': '09:30', 'location': 'CAD 204', 'start': '08:00'};{'day': 'Fr', 'end': '09:30', 'location': 'CAD 204', 'start': '08:00'}","False","False","","4","O","20054","Renaissance to the Present","Research","2005"
"0000052961","1.0","0000000126","BIO","Students journey toward greater understanding of one of the most wondrous objects in existence - the human body - through an integrated study of the structure of the body (anatomy) and how organs such as the brain, heart and kidney perform their remarkable functions (physiology). The course is designed primarily for students intending careers in the health sciences. Students attend lectures plus one 3-hour laboratory per week. Taught twice a year. Prerequisite: Biology 125.","27","3","4","11","9","","Kermott, Louis Henry","{'fsnum': '4284', 'name': 'Kermott, Louis Henry'}","200","","Human Anatomy & Physiol","","243","{'day': 'Mo', 'end': '11:30', 'location': 'SC 278', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'SC 278', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'SC 278', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'SC 278', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'SC 278', 'start': '10:00'}","False","Biology 125.","","4","C","20054","Human Anatomy and Physiology","Research","2005"
"0000052962","","0000000127","BIO","","27","3","4","11","9","","Kermott, Louis Henry","{'fsnum': '4284', 'name': 'Kermott, Louis Henry'}","200","","Human Anatomy & Physiol L","","243","{'day': 'Tu', 'end': '16:00', 'location': 'SC 253', 'start': '13:00'};{'day': 'Th', 'end': '16:00', 'location': 'SC 253', 'start': '13:00'}","False","","","4","C","20054","","Lab","2005"
"0000053927","1.0","0000000154","BIO","Independent Study allows students to study in an area not covered in the regular biology course offerings. The student undertakes substantial independent study in a defined biological field, meets regularly with faculty supervisor and prepares some form of presentation of the material learned. The student must obtain permission of supervisor and complete an independent study form available from the Registrar's Office or its website.","1","0","0","0","1","","Kermott, Louis Henry","{'fsnum': '4284', 'name': 'Kermott, Louis Henry'}","200","","IS/Human Physiology","","298","","False","False","","4","O","20054","Independent Study","Research","2005"
"0000052963","1.0","0000000192","CHEM","This study of chemical stoichiometry, equilibrium, coordination chemistry and atomic and molecular structure supplies the fundamental background on which all later chemistry courses depend. It includes applications of equilibrium principles to acid-base chemistry. Students attend three classes and one 3-hour laboratory each week. Prerequisites: high school chemistry and physics and concurrent registration in calculus (Mathematics 120 or 122). The course cannot be taken in conjunction with or after credit in Chemistry 121.","12","3","0","6","3","NSC;NSL","Riley, Patrick N.","{'fsnum': '14194', 'name': 'Riley, Patrick N.'}","100","","Struct Chem & Equilib","","125","{'day': 'Mo', 'end': '11:30', 'location': 'SC 374', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'SC 374', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'SC 374', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'SC 374', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'SC 374', 'start': '10:00'}","False","Prerequisites: high school chemistry and physics and concurrent registration in calculus (Mathematics 120 or 122). The course cannot be taken in conjunction with or after credit in Chemistry 121.","","4","O","20054","Structural Chemistry and Equilibrium","Research","2005"
"0000052964","","0000000193","CHEM","","12","3","0","6","3","","Riley, Patrick N.","{'fsnum': '14194', 'name': 'Riley, Patrick N.'}","100","","Struct Chem & Equilib Lab","","125","{'day': 'Mo', 'end': '16:00', 'location': 'SC 363', 'start': '13:00'};{'day': 'We', 'end': '16:00', 'location': 'SC 363', 'start': '13:00'}","False","","","4","O","20054","","Lab","2005"
"0000052965","1.0","0000000196","CHEM","Organic chemistry is the study of compounds containing carbon, emphasizing the structures and mechanisms of reaction of these molecules. The first semester focuses on structure, nomenclature and reactions of aliphatic hydrocarbons, including aspects of stereochemistry and spectroscopic identification of these compounds. The second semester delves into the chemistry of functional groups, especially those that play a role in the reactivity biomolecules such as carbohydrates, lipids, proteins and nucleic acids. Prerequisite: Chemistry 126. Offered Fall Semester.","44","9","0","25","10","","Pearson, Wesley","{'fsnum': '6161', 'name': 'Pearson, Wesley'}","200","","Organic Chemistry","","247","{'day': 'Mo', 'end': '11:30', 'location': 'SC 378', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'SC 378', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'SC 378', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'SC 378', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'SC 378', 'start': '10:00'}","False","Chemistry 126. Offered Fall Semester.","","4","O","20054","","Research","2005"
"0000052966","0.25","0000000199","CHEM","These courses introduce students to the synthesis and characterization of organic, organometallic and inorganic compounds. Students purify the materials they produce by techniques such as chromatography and characterize them using infrared, nuclear magnetic resonance and mass spectroscopic methods. Students attend one 3-hour laboratory each week. Prerequisites: previous or concurrent registration in Chemistry 247 for 253, and 248 for 254. P/N only. Offered Fall Semester.","23","7","0","15","1","","Watson, Anthony T.","{'fsnum': '16643', 'name': 'Watson, Anthony T.'}","200","","Synthesis Lab","","253","{'day': 'Mo', 'end': '16:00', 'location': 'SC 311', 'start': '13:00'};{'day': 'We', 'end': '16:00', 'location': 'SC 311', 'start': '13:00'}","True","Prerequisites: previous or concurrent registration in Chemistry 247 for 253, and 248 for 254. P/N only. Offered Fall Semester.","A","4","C","20054","Synthesis Laboratory","Lab","2005"
"0000052967","0.25","0000000199","CHEM","These courses introduce students to the synthesis and characterization of organic, organometallic and inorganic compounds. Students purify the materials they produce by techniques such as chromatography and characterize them using infrared, nuclear magnetic resonance and mass spectroscopic methods. Students attend one 3-hour laboratory each week. Prerequisites: previous or concurrent registration in Chemistry 247 for 253, and 248 for 254. P/N only. Offered Fall Semester.","21","2","0","10","9","","Watson, Anthony T.","{'fsnum': '16643', 'name': 'Watson, Anthony T.'}","200","24","Synthesis Lab","","253","{'day': 'Tu', 'end': '16:00', 'location': 'SC 311', 'start': '13:00'};{'day': 'Th', 'end': '16:00', 'location': 'SC 311', 'start': '13:00'}","True","Prerequisites: previous or concurrent registration in Chemistry 247 for 253, and 248 for 254. P/N only. Offered Fall Semester.","B","4","O","20054","Synthesis Laboratory","Lab","2005"
