"clbid","credits","crsid","department","description","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","status","term","title","type","year"
"0000086507","1.0","0000000029","ART","This course introduces students to analog and digital photographic processes as means for creating works of art. Students learn terminology and critical approaches to photography. The course includes presentations on concepts and photographers' works, discussions of articles, and regular critiques. Students are introduced to the history of the medium through presentations, readings, and hands-on work such as constructing a camera obscura. Students develop critical skills and the ability to analyze and interpret photographic work. Materials fee. Offered each semester.","7","0","3","3","1","ALS-A","Nelson, Peter B.","{'fsnum': '13653', 'name': 'Nelson, Peter B.'}","200","","Photography","","205","{'day': 'Mo', 'end': '11:30', 'location': 'CAD 102', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'CAD 102', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'CAD 102', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'CAD 102', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'CAD 102', 'start': '10:00'}","False","False","","4","O","20114","","Research","2011"
"0000086508","1.0","0000020057","ART","This course focuses on the development of pieces of video art. Students study the rudiments of visual storytelling by developing their own short projects. Students study all aspects of production from concept to screening, including idea generation, pre-production planning, lighting, shooting, editing, and sound mixing, with special emphasis on innovative approaches to narrative form. Prerequisites: Art 104, Art 228, and basic Photoshop skills; or permission of instructor Materials fee. Offered alternate years. Counts toward film studies concentration.","0","0","0","0","0","ALS-A","Alvarez, Guido","{'fsnum': '21134', 'name': 'Alvarez, Guido'}","200","","Video Art","","229","{'day': 'Mo', 'end': '14:00', 'location': 'CAD 100', 'start': '12:30'};{'day': 'Tu', 'end': '14:00', 'location': 'CAD 100', 'start': '12:30'};{'day': 'We', 'end': '14:00', 'location': 'CAD 100', 'start': '12:30'};{'day': 'Th', 'end': '14:00', 'location': 'CAD 100', 'start': '12:30'};{'day': 'Fr', 'end': '14:00', 'location': 'CAD 100', 'start': '12:30'}","False","Prerequisites: Art 104, Art 228, and basic Photoshop skills; or permission of instructor Materials fee. Offered alternate years. Counts toward film studies concentration.","","4","X","20114","","Research","2011"
"0000085779","1.0","0000000106","BIO","This core course explores major principles of cellular and molecular biology and it or the Chemistry/Biology 125-127 series is a prerequisite for all level II biology courses. Emphases include the structural and chemical composition of cells, crucial metabolic pathways, fundamentals of cell division, basic genetics, and the scientific method. Materials integrate concepts with problem-solving. Students are introduced to state-of-the-art library search technologies and scientific writing. Students attend lectures plus one 2.5-hour laboratory per week. Offered annually in the fall semester and during Interim. Counts towards exercise science major.","17","5","4","5","3","IST;NSC;NSL;SED","Giannini, John","{'fsnum': '2593', 'name': 'Giannini, John'}","100","18","Cell Bio & Genetics","","125","{'day': 'Mo', 'end': '11:30', 'location': 'RNS 390', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'RNS 390', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'RNS 390', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'RNS 390', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'RNS 390', 'start': '10:00'}","False","False","","4","O","20114","Cellular Biology and Genetics","Research","2011"
"0000085780","","0000000107","BIO","","17","5","4","5","3","","Giannini, John","{'fsnum': '2593', 'name': 'Giannini, John'}","100","18","Cell Bio & Genetics Lab","","125","{'day': 'We', 'end': '17:00', 'location': 'RNS 255', 'start': '13:00'}","False","","","4","O","20114","","Lab","2011"
"0000086206","1.0","0000000126","BIO","Students journey toward greater understanding of the human body through an integrated study of the structure of the body (anatomy) and how organs such as the brain, heart, and kidney perform their remarkable functions (physiology). The course is designed primarily for students intending careers in the health sciences. Students attend lectures plus one three-hour laboratory per week. Prerequisite: Biology 125, or Chemistry/Biology 125-127. Offered annually. Counts towards exercise science major and neuroscience concentration.","15","1","3","6","5","","Kermott, Louis Henry","{'fsnum': '4284', 'name': 'Kermott, Louis Henry'}","200","","Human Anatomy & Physiol","","243","{'day': 'Mo', 'end': '11:30', 'location': 'RNS 410', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'RNS 410', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'RNS 410', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'RNS 410', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'RNS 410', 'start': '10:00'}","False","Biology 125, or Chemistry/Biology 125-127. Offered annually. Counts towards exercise science major and neuroscience concentration.","","4","O","20114","Human Anatomy and Physiology","Research","2011"
"0000086207","","0000000127","BIO","","15","1","3","6","5","","Kermott, Louis Henry","{'fsnum': '4284', 'name': 'Kermott, Louis Henry'}","200","","Human Anatomy & Physiol L","","243","{'day': 'Tu', 'end': '16:00', 'location': 'RNS 254', 'start': '13:00'};{'day': 'Th', 'end': '16:00', 'location': 'RNS 254', 'start': '13:00'}","False","","","4","O","20114","","Lab","2011"
"0000086196","1.0","0000000192","CHEM","This study of chemical stoichiometry, equilibrium, acid-base chemistry, coordination chemistry, and atomic and molecular structure supplies the fundamental background on which all later chemistry courses depend. It includes applications of equilibrium principles to acid-base chemistry. Students attend three classes and one three-hour laboratory each week. Prerequisites: high school chemistry and physics. Students planning to continue in chemistry should consider concurrent registration in Mathematics 120 or 121. Placement via online placement exam is required. The course cannot be taken in conjunction with or after credit in Chemistry 121. Offered annually in the fall semester.","13","5","0","5","3","NSC;NSL;SED","Riley, Patrick N.","{'fsnum': '14194', 'name': 'Riley, Patrick N.'}","100","","Struct Chem & Equilib","","125","{'day': 'Mo', 'end': '11:30', 'location': 'RNS 310', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'RNS 310', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'RNS 310', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'RNS 310', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'RNS 310', 'start': '10:00'}","False","Prerequisites: high school chemistry and physics. Students planning to continue in chemistry should consider concurrent registration in Mathematics 120 or 121. Placement via online placement exam is required. The course cannot be taken in conjunction with or after credit in Chemistry 121. Offered annually in the fall semester.","","4","O","20114","Structural Chemistry and Equilibrium","Research","2011"
"0000086197","","0000000193","CHEM","","13","5","0","5","3","","Riley, Patrick N.","{'fsnum': '14194', 'name': 'Riley, Patrick N.'}","100","","Struct Chem & Equilib Lab","","125","{'day': 'Mo', 'end': '16:00', 'location': 'RNS 355', 'start': '13:00'};{'day': 'We', 'end': '16:00', 'location': 'RNS 355', 'start': '13:00'}","False","","","4","O","20114","","Lab","2011"
"0000086198","1.0","0000000196","CHEM","Organic chemistry is the study of compounds containing carbon, emphasizing the structures and mechanisms of reaction of these molecules. This course focuses on structure, nomenclature, and reactions of aliphatic and alicyclic compounds, including aspects of stereochemistry and spectroscopic identification of these compounds. A full treatment of introductory organic chemistry requires subsequent enrollment in Chemistry 248. Prerequisite: Chemistry 126, or Chemistry/Biology 127, or permission of instructor. Offered annually in the fall semester.","42","7","1","26","8","NSC","Pearson, Wesley","{'fsnum': '6161', 'name': 'Pearson, Wesley'}","200","","Organic Chemistry I","","247","{'day': 'Mo', 'end': '09:30', 'location': 'RNS 310', 'start': '08:00'};{'day': 'Tu', 'end': '09:30', 'location': 'RNS 310', 'start': '08:00'};{'day': 'We', 'end': '09:30', 'location': 'RNS 310', 'start': '08:00'};{'day': 'Th', 'end': '09:30', 'location': 'RNS 310', 'start': '08:00'};{'day': 'Fr', 'end': '09:30', 'location': 'RNS 310', 'start': '08:00'}","False","Chemistry 126, or Chemistry/Biology 127, or permission of instructor. Offered annually in the fall semester.","","4","O","20114","","Research","2011"
"0000086199","0.25","0000000199","CHEM","This laboratory course introduces students to the synthesis and characterization of organic, organometallic and inorganic compounds and serves as a general introduction to green chemistry. Students purify the materials they produce by techniques such as chromatography and characterize them using optical rotation measurements, infrared spectroscopy, and nuclear magnetic resonance spectroscopy. Students attend one three-hour laboratory each week. P/N only. Prerequisites: previous or concurrent registration in Chemistry 247. Offered annually in the fall semester.","20","4","1","12","3","","Gittins, Peter J.","{'fsnum': '21144', 'name': 'Gittins, Peter J.'}","200","","Synthesis Lab I","","253","{'day': 'Tu', 'end': '16:00', 'location': 'RNS 340', 'start': '13:00'};{'day': 'Th', 'end': '16:00', 'location': 'RNS 340', 'start': '13:00'}","True","Prerequisites: previous or concurrent registration in Chemistry 247. Offered annually in the fall semester.","A","4","C","20114","Synthesis Laboratory I","Lab","2011"
"0000086536","0.25","0000000199","CHEM","This laboratory course introduces students to the synthesis and characterization of organic, organometallic and inorganic compounds and serves as a general introduction to green chemistry. Students purify the materials they produce by techniques such as chromatography and characterize them using optical rotation measurements, infrared spectroscopy, and nuclear magnetic resonance spectroscopy. Students attend one three-hour laboratory each week. P/N only. Prerequisites: previous or concurrent registration in Chemistry 247. Offered annually in the fall semester.","13","3","1","5","4","","Gittins, Peter J.","{'fsnum': '21144', 'name': 'Gittins, Peter J.'}","200","","Synthesis Lab I","","253","{'day': 'Mo', 'end': '16:00', 'location': 'RNS 340', 'start': '13:00'};{'day': 'We', 'end': '16:00', 'location': 'RNS 340', 'start': '13:00'}","True","Prerequisites: previous or concurrent registration in Chemistry 247. Offered annually in the fall semester.","B","4","O","20114","Synthesis Laboratory I","Lab","2011"
"0000086200","1.0","0000000201","CHEM","Students not only investigate the theory of modern analytical chemistry, but also examine the statistical treatment of errors, equilibrium, activities, acid/base chemistry, spectroscopy, electrochemistry, and separations. The accompanying lab course, Chemistry 256, illustrates the topics discussed in Chemistry 255. Students taking this course use computers for solving problems. Prerequisite: Chemistry 126 or Chemistry/Biology 127 or permission of the instructor. Concurrent registration in Chemistry 256 is required. Offered each semester. Counts toward environmental studies major (all tracks) and concentration.","6","0","1","3","2","","Walczak, Mary","{'fsnum': '8868', 'name': 'Walczak, Mary'}","200","","Analytical Chem","","255","{'day': 'Mo', 'end': '11:30', 'location': 'RNS 435', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'RNS 435', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'RNS 435', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'RNS 435', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'RNS 435', 'start': '10:00'}","False","Chemistry 126 or Chemistry/Biology 127 or permission of the instructor. Concurrent registration in Chemistry 256 is required. Offered each semester. Counts toward environmental studies major (all tracks) and concentration.","","4","O","20114","Analytical Chemistry","Research","2011"
"0000086201","0.25","0000000202","CHEM","Students enrolled in this lab course practice techniques of modern analytical chemistry using state-of-the-art instrumentation, including pH meters, liquid chromatographs, and a variety of spectrophotometers. Data acquisition via computer-interfaced instrumentation and electronic record-keeping is emphasized. Students practice and develop group skills by working in ""companies"" throughout the semester. P/N only. Prerequisite: concurrent registration in Chemistry 255. Offered each semester. Counts toward environmental studies major (all tracks) and concentration.","5","0","1","3","1","","Walczak, Mary","{'fsnum': '8868', 'name': 'Walczak, Mary'}","200","","Analytical Lab","","256","{'day': 'Mo', 'end': '16:30', 'location': 'RNS 446', 'start': '12:30'};{'day': 'We', 'end': '16:30', 'location': 'RNS 446', 'start': '12:30'}","True","concurrent registration in Chemistry 255. Offered each semester. Counts toward environmental studies major (all tracks) and concentration.","","4","O","20114","Analytical Laboratory","Lab","2011"
"0000086178","0.5","0000001012","ESAC","Students personally apply the basic principles of exercise through conditioning, strength development, endurance training, and aerobic activities. Students participate in a wide range of assessments designed to enhance physical fitness.","10","2","5","1","2","PHA;SPM","Tegtmeyer, Judy","{'fsnum': '8272', 'name': 'Tegtmeyer, Judy'}","100","","Individual Fitness.50","","133","{'day': 'Mo', 'end': '16:00', 'location': 'SAC 112', 'start': '14:30'};{'day': 'Tu', 'end': '16:00', 'location': 'SAC 112', 'start': '14:30'};{'day': 'We', 'end': '16:00', 'location': 'SAC 112', 'start': '14:30'};{'day': 'Th', 'end': '16:00', 'location': 'SAC 112', 'start': '14:30'};{'day': 'Fr', 'end': '16:00', 'location': 'SAC 112', 'start': '14:30'}","False","False","","4","O","20114","Individual Fitness","Research","2011"
"0000086179","0.5","0000001016","ESAC","Students learn the principles, techniques and safety aspects of weight-training and implement a personal training plan. Students participate in a wide range of assessments (strength, power, endurance, nutrition, flexibility, body composition, stress).","7","0","1","4","2","PHA;SPM","McCarthy, Robert K.","{'fsnum': '14953', 'name': 'McCarthy, Robert K.'}","100","","Wt Training Co-Ed .50","","140","{'day': 'Mo', 'end': '09:30', 'location': 'SAC 112', 'start': '08:00'};{'day': 'Tu', 'end': '09:30', 'location': 'SAC 112', 'start': '08:00'};{'day': 'We', 'end': '09:30', 'location': 'SAC 112', 'start': '08:00'};{'day': 'Th', 'end': '09:30', 'location': 'SAC 112', 'start': '08:00'};{'day': 'Fr', 'end': '09:30', 'location': 'SAC 112', 'start': '08:00'}","False","False","","4","O","20114","Weight Training","Research","2011"
"0000086506","1.0","0000000642","HIST","","0","0","0","0","0","","Howe, Tim R.","{'fsnum': '15815', 'name': 'Howe, Tim R.'}","300","","IR/Impact Ancient Slavery","","398","","False","","","4","X","20114","Independent Research","Research","2011"
"0000086193","1.0","0000000733","MATH","This course covers methods and applications of integration, geometric and Taylor series, and introduces partial derivatives and double integrals. Prerequisite: Mathematics 120 or equivalent, or mathematics placement recommendation. Credit may be earned for either Mathematics 126 or 128, but not both. Offered each semester.","3","1","1","0","1","AQR;MAR","McDougall, Adam C.","{'fsnum': '14932', 'name': 'McDougall, Adam C.'}","100","","Calculus II","","126","{'day': 'Mo', 'end': '14:00', 'location': 'RNS 204', 'start': '12:30'};{'day': 'Tu', 'end': '14:00', 'location': 'RNS 204', 'start': '12:30'};{'day': 'We', 'end': '14:00', 'location': 'RNS 204', 'start': '12:30'};{'day': 'Th', 'end': '14:00', 'location': 'RNS 204', 'start': '12:30'};{'day': 'Fr', 'end': '14:00', 'location': 'RNS 204', 'start': '12:30'}","False","Mathematics 120 or equivalent, or mathematics placement recommendation. Credit may be earned for either Mathematics 126 or 128, but not both. Offered each semester.","","4","O","20114","","Research","2011"
"0000085781","1.0","0000000792","MEDIA","This introductory-level course is part of a two-course sequence that encourages students to assess and shape their personal relationship to mass media. Its premise is that we are all, to some extent, uninformed and uncritical consumers of media projects and services rather than conscientious and socially-minded users of them. In this spirit, the course provides a comprehensive historical overview of the various print and electronic media that have shaped, and continue to shape, our lives. By examining the issues that have influenced the development of the mass media, the course considers ideological, cultural, aesthetic and ethical perspectives. Counts towards American studies major and film studies concentration.","9","0","3","5","1","MCD;MCS-D;ORC","Sonnega, Bill","{'fsnum': '7676', 'name': 'Sonnega, Bill'}","100","","Mass Media","","160","{'day': 'Mo', 'end': '09:30', 'location': 'TB 216', 'start': '08:00'};{'day': 'Tu', 'end': '09:30', 'location': 'TB 216', 'start': '08:00'};{'day': 'We', 'end': '09:30', 'location': 'TB 216', 'start': '08:00'};{'day': 'Th', 'end': '09:30', 'location': 'TB 216', 'start': '08:00'};{'day': 'Fr', 'end': '09:30', 'location': 'TB 216', 'start': '08:00'}","False","False","","4","O","20114","","Research","2011"
