"clbid","credits","crsid","department","description","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","max_fy","max_jr","max_so","max_sr","name","notes","number","offerings","pn","prerequisites","section","semester","status","term","title","type","year"
"0000113688","1.0","0000018612","AFAD","","1","0","0","0","1","","Iddrisu, Abdulai","{'fsnum': '21082', 'name': 'Iddrisu, Abdulai'}","200","","","","","","Academic Internship","","294","","True","","","3","C","20173","","Research","2017"
"0000113689","0.5","0000018614","AFAD","","1","0","1","0","0","","Iddrisu, Abdulai","{'fsnum': '21082', 'name': 'Iddrisu, Abdulai'}","300","","","","","","Academic Internship","","394","","True","","","3","C","20173","","Research","2017"
"0000114544","1.0","0000000016","AFAM","This interdisciplinary course examines the ties that bind Africans and African Americans. Africans on the African continent and in the diaspora share historical, cultural, and religious lives that prove richly diverse. Students explore ways that peoples of African descent interact. From colonial times to the present day whether in the New World, or in Africa their lives intersect to create institutions and powerful influences in the world. Counts toward American studies major and race and ethnic studies major and concentration.","28","3","9","13","3","ALS-L;MCG;MCS-G","Iddrisu, Abdulai","{'fsnum': '21082', 'name': 'Iddrisu, Abdulai'}","200","25","","","","","Sem: Africa/Americas","","231","{'day': 'Mo', 'end': '10:00', 'location': 'HH 434', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'HH 434', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'HH 434', 'start': '09:05'}","False","False","","3","C","20173","Africa and the Americas: The Diaspora Experience","Seminar","2017"
"0000114267","1.0","0000018613","AFAM","","1","0","1","0","0","","Iddrisu, Abdulai","{'fsnum': '21082', 'name': 'Iddrisu, Abdulai'}","200","","","","","","IS/Educ. Policy & Reform: Jamaica","","298","","False","","","3","O","20173","Independent Study","Research","2017"
"0000114206","1.0","0000018615","AFAM","","1","0","0","1","0","WRI","Iddrisu, Abdulai","{'fsnum': '21082', 'name': 'Iddrisu, Abdulai'}","300","","","","","","IR/African Political Thought","","398","","False","","","3","O","20173","Independent Research","Research","2017"
"0000113937","1.0","0000000177","AMCON","In this century of institutional development, national expansion, and sectional conflict, Americans continued to define a national identity. Students probe the ways in which region, religion, race, ethnicity, and gender inform individual and group contributions to the conversation. They also analyze how geographical expansion and ideas of progress influenced different visions and versions of America. Topics and texts range from Transcendentalist writers, the Second Great Awakening, and Black Elk Speaks to landscape painting and Western photography. Offered annually in the spring semester. Counts toward American studies major. Prerequisite: AMCON 101.","17","17","0","0","0","FYW;HWC","Tradowsky, Christopher;Lagerquist, L. DeAne","{'fsnum': '21187', 'name': 'Tradowsky, Christopher'};{'fsnum': '4592', 'name': 'Lagerquist, L. DeAne'}","100","19","","0","0","0","Democratic Vistas, 1800-1900","Open to American Conversations students only.","102","{'day': 'Mo', 'end': '13:50', 'location': 'TOH 214', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'TOH 214', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'TOH 214', 'start': '12:55'}","False","AMCON 101.","A","3","C","20173","","Research","2017"
"0000113938","1.0","0000000177","AMCON","In this century of institutional development, national expansion, and sectional conflict, Americans continued to define a national identity. Students probe the ways in which region, religion, race, ethnicity, and gender inform individual and group contributions to the conversation. They also analyze how geographical expansion and ideas of progress influenced different visions and versions of America. Topics and texts range from Transcendentalist writers, the Second Great Awakening, and Black Elk Speaks to landscape painting and Western photography. Offered annually in the spring semester. Counts toward American studies major. Prerequisite: AMCON 101.","22","22","0","0","0","FYW;HWC","Tradowsky, Christopher;Lagerquist, L. DeAne","{'fsnum': '21187', 'name': 'Tradowsky, Christopher'};{'fsnum': '4592', 'name': 'Lagerquist, L. DeAne'}","100","19","","0","0","0","Democratic Vistas, 1800-1900","Open to American Conversations students only.","102","{'day': 'Mo', 'end': '13:50', 'location': 'TOH 210', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'TOH 210', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'TOH 210', 'start': '12:55'}","False","AMCON 101.","B","3","C","20173","","Research","2017"
"0000114502","1.0","0000000179","AMCON","Students in this course examine technology, the mass market and consumerism, and the increasingly complex relations between identity and material goods. They also explore the images, institutions, and stories of environmental, feminist, and Civil Rights activists in the context of Cold War America. Topics and texts range from Yosemite National Park and Japanese internment camps to Adrienne Rich's poetry and prose, Freedom Summer, Las Vegas, and the Mall of America. Offered annually in the spring semester. Counts toward American studies, race and ethnic studies, and women's and gender studies majors and management studies, race and ethnic studies, and women's and gender studies concentrations. Prerequisite: AMCON 101, AMCON 102, and AMCON 201.","17","0","0","17","0","ALS-A;HBS;ORC;WRI","Castro, David R.;Fure-Slocum, Eric J.","{'fsnum': '20190', 'name': 'Castro, David R.'};{'fsnum': '10197', 'name': 'Fure-Slocum, Eric J.'}","200","19","0","0","","0","Pursuits of Happiness, 1920-Present","Open to American Conversations students only.","202","{'day': 'Mo', 'end': '12:45', 'location': 'CHM 232', 'start': '23:50'};{'day': 'We', 'end': '12:45', 'location': 'CHM 232', 'start': '23:50'};{'day': 'Fr', 'end': '12:45', 'location': 'CHM 232', 'start': '23:50'}","False","AMCON 101, AMCON 102, and AMCON 201.","A","3","C","20173","","Research","2017"
"0000114503","1.0","0000000179","AMCON","Students in this course examine technology, the mass market and consumerism, and the increasingly complex relations between identity and material goods. They also explore the images, institutions, and stories of environmental, feminist, and Civil Rights activists in the context of Cold War America. Topics and texts range from Yosemite National Park and Japanese internment camps to Adrienne Rich's poetry and prose, Freedom Summer, Las Vegas, and the Mall of America. Offered annually in the spring semester. Counts toward American studies, race and ethnic studies, and women's and gender studies majors and management studies, race and ethnic studies, and women's and gender studies concentrations. Prerequisite: AMCON 101, AMCON 102, and AMCON 201.","14","0","0","14","0","ALS-A;HBS;ORC;WRI","Castro, David R.;Fure-Slocum, Eric J.","{'fsnum': '20190', 'name': 'Castro, David R.'};{'fsnum': '10197', 'name': 'Fure-Slocum, Eric J.'}","200","19","0","0","","0","Pursuits of Happiness, 1920-Present","Open to American Conversations students only.","202","{'day': 'Mo', 'end': '12:45', 'location': 'CHM 239', 'start': '23:50'};{'day': 'We', 'end': '12:45', 'location': 'CHM 239', 'start': '23:50'};{'day': 'Fr', 'end': '12:45', 'location': 'CHM 239', 'start': '23:50'}","False","AMCON 101, AMCON 102, and AMCON 201.","B","3","C","20173","","Research","2017"
"0000115135","1.0","0000000004","AMST","This analysis of modern American society introduces theories and methods of culture studies, beginning with anthropological definitions of culture and including perspectives of sociology, political science, history, art history, and English. Students examine the moral ecology of everyday life in America, looking at the cultural meanings of work, clothes, food, family, gender, buildings, bodies, television, advertising, and education. Offered annually in the fall semester. Counts toward women's and gender studies major and concentration and media studies concentration.","21","4","6","5","6","HBS;MCD;MCS-D","Titus, Mary","{'fsnum': '8415', 'name': 'Titus, Mary'}","100","24","","9","","9","Perspect Am Culture","This course has class-year limits.","100","{'day': 'Mo', 'end': '11:40', 'location': 'RML 525', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'RML 525', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'RML 525', 'start': '10:45'}","False","False","","3","C","20173","American Culture: Interdisciplinary Perspectives","Research","2017"
"0000113606","1.0","0000000011","AMST","","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","","","","","Academic Internship","","294","","True","","","3","C","20173","","Research","2017"
"0000114240","1.0","0000000012","AMST","","1","0","0","0","1","","Fure-Slocum, Eric J.","{'fsnum': '10197', 'name': 'Fure-Slocum, Eric J.'}","200","","","","","","IS/Chicanx Identity & Activism","","298","","False","","","3","O","20173","Independent Study","Research","2017"
"0000115136","1.0","0000000013","AMST","This course undertakes an intensive study of a particular period or topic through the interdisciplinary perspective of American studies. This course employs a seminar format, with concentration on student research. Recent topics include: ""Disney's America,"" ""American Women of Color,"" ""Man and Nature,"" and ""California Dreams."" Offered annually in the spring semester. May be repeated if topic is different.","11","0","7","0","4","","Epstein, Louis K.","{'fsnum': '26252', 'name': 'Epstein, Louis K.'}","300","15","0","","","","Sem: American Music and Race","Not open to first-year students.","301","{'day': 'Tu', 'end': '14:45', 'location': 'CAD 202', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'CAD 202', 'start': '14:15'}","False","False","","3","O","20173","Seminar in American Studies","Seminar","2017"
"0000113673","1.0","0000000014","AMST","","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","300","","","","","","Academic Internship","","394","","True","","","3","C","20173","","Research","2017"
"0000114201","1.0","0000000015","AMST","","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","300","0","","","","","IR/","","398","","False","","","3","O","20173","Independent Research","Research","2017"
"0000115433","1.0","0000020054","ART","This foundation-level studio course introduces the aesthetic, conceptual, and technical foundations of two-dimensional art-making and the ways drawing informs the creation and understanding of art in cultural contexts. Students explore color, value, form, and space through a wide variety of materials. The course emphasizes strategies for idea generation and visual problem solving. Students engage in spirited investigation, critiques, and thoughtful creative expression. Materials fee. Offered each semester.","19","4","1","8","6","ALS-A","Weeks, Michon","{'fsnum': '23761', 'name': 'Weeks, Michon'}","100","20","","","","","Foundation 2-D Media","Course fee: $100","102","{'day': 'Mo', 'end': '10:00', 'location': 'CAD 216', 'start': '08:00'};{'day': 'We', 'end': '10:00', 'location': 'CAD 216', 'start': '08:00'};{'day': 'Fr', 'end': '10:00', 'location': 'CAD 216', 'start': '08:00'}","False","False","A","3","C","20173","Foundation Two-Dimensional Media","Research","2017"
"0000115434","1.0","0000020054","ART","This foundation-level studio course introduces the aesthetic, conceptual, and technical foundations of two-dimensional art-making and the ways drawing informs the creation and understanding of art in cultural contexts. Students explore color, value, form, and space through a wide variety of materials. The course emphasizes strategies for idea generation and visual problem solving. Students engage in spirited investigation, critiques, and thoughtful creative expression. Materials fee. Offered each semester.","17","5","2","4","6","ALS-A","Weeks, Michon","{'fsnum': '23761', 'name': 'Weeks, Michon'}","100","20","","","","","Foundation 2-D Media","Course fee: $100","102","{'day': 'Mo', 'end': '12:45', 'location': 'CAD 216', 'start': '22:45'};{'day': 'We', 'end': '12:45', 'location': 'CAD 216', 'start': '22:45'};{'day': 'Fr', 'end': '12:45', 'location': 'CAD 216', 'start': '22:45'}","False","False","B","3","C","20173","Foundation Two-Dimensional Media","Research","2017"
"0000114025","1.0","0000020054","ART","This foundation-level studio course introduces the aesthetic, conceptual, and technical foundations of two-dimensional art-making and the ways drawing informs the creation and understanding of art in cultural contexts. Students explore color, value, form, and space through a wide variety of materials. The course emphasizes strategies for idea generation and visual problem solving. Students engage in spirited investigation, critiques, and thoughtful creative expression. Materials fee. Offered each semester.","21","14","0","4","3","ALS-A","Saurer, John","{'fsnum': '7064', 'name': 'Saurer, John'}","100","20","","","","","Foundation 2-D Media","Course fee: $100","102","{'day': 'Tu', 'end': '11:00', 'location': 'CAD 216', 'start': '08:00'};{'day': 'Th', 'end': '10:50', 'location': 'CAD 216', 'start': '08:00'}","False","False","C","3","C","20173","Foundation Two-Dimensional Media","Research","2017"
"0000114026","1.0","0000020056","ART","This foundation-level studio course introduces the aesthetic, conceptual, and technical foundations of three-dimensional art-making and the ways three-dimensional media inform the creation and understanding of art in many contexts. Students explore sculpture and its intersection with other media and art forms through a variety of materials and experiments. The course emphasizes idea generation. Students engage in spirited investigation, creative expression, and play. Materials fee. Offered each semester.","16","3","4","7","2","ALS-A","Casanova, Kate E.","{'fsnum': '29127', 'name': 'Casanova, Kate E.'}","100","18","","","","","Foundation 3-D Media","Course fee: $140","103","{'day': 'Mo', 'end': '10:00', 'location': 'CAD 106', 'start': '08:00'};{'day': 'We', 'end': '10:00', 'location': 'CAD 106', 'start': '08:00'};{'day': 'Fr', 'end': '10:00', 'location': 'CAD 106', 'start': '08:00'}","False","False","A","3","C","20173","Foundation Three-Dimensional Media","Research","2017"
"0000116272","1.0","0000020056","ART","This foundation-level studio course introduces the aesthetic, conceptual, and technical foundations of three-dimensional art-making and the ways three-dimensional media inform the creation and understanding of art in many contexts. Students explore sculpture and its intersection with other media and art forms through a variety of materials and experiments. The course emphasizes idea generation. Students engage in spirited investigation, creative expression, and play. Materials fee. Offered each semester.","15","2","3","5","5","ALS-A","Casanova, Kate E.","{'fsnum': '29127', 'name': 'Casanova, Kate E.'}","100","16","","","","","Foundation 3-D Media","Course fee: $140","103","{'day': 'Mo', 'end': '12:45', 'location': 'CAD 106', 'start': '22:45'};{'day': 'We', 'end': '12:45', 'location': 'CAD 106', 'start': '22:45'};{'day': 'Fr', 'end': '12:45', 'location': 'CAD 106', 'start': '22:45'}","False","False","B","3","C","20173","Foundation Three-Dimensional Media","Research","2017"
"0000114023","1.0","0000020055","ART","This foundation-level studio course introduces the aesthetic, conceptual, and technical foundations of new media art-making. Students explore creative approaches to digital, time-based, and interactive art processes; examples include digital photo-montage, 3D printing, video art, and web-based art. Idea generation and development is central to the course, with an emphasis on experimentation and divergent thinking. Students engage in dynamic activity, spirited investigation, and thoughtful creative expression. Materials fee. Offered each semester. Counts toward film studies and media studies concentrations.","17","1","7","4","5","ALS-A","Nelson, Peter B.","{'fsnum': '13653', 'name': 'Nelson, Peter B.'}","100","16","","","","","Foundation New Media","Course fee: $50","104","{'day': 'Mo', 'end': '12:45', 'location': 'CAD 116', 'start': '22:45'};{'day': 'We', 'end': '12:45', 'location': 'CAD 116', 'start': '22:45'};{'day': 'Fr', 'end': '12:45', 'location': 'CAD 116', 'start': '22:45'}","False","False","","3","C","20173","","Research","2017"
"0000114163","1.0","0000027940","ART","This course introduces students to the working methods of Art History. Students learn to analyze works of art visually, to understand the relationships between works of art and their cultural contexts, to consider the practices and politics of museum display, and to think critically about the role of art in their own lives and in society. The theme of the course varies by instructor; see the department website for current offerings. Offered each semester.","32","13","4","11","4","ALS-A;ORC","Thompson, Nancy M.","{'fsnum': '13137', 'name': 'Thompson, Nancy M.'}","100","30","","","","","Intro to Art History","","153","{'day': 'Mo', 'end': '11:40', 'location': 'CAD 305', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'CAD 305', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'CAD 305', 'start': '10:45'}","False","False","A","3","C","20173","Introduction to Art History","Research","2017"
