"clbid","credits","crsid","department","description","enrolled","firstyear","groupid","grouptype","halfcredit","instructors","junior","learningmode","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000124049","1.0","0000000747","MATH","Algebra is concerned with sets of objects and operations that satisfy a few basic properties. Using the properties we study axiomatic systems such as groups, rings, and fields, covering topics such as homomorphisms, cosets, quotient structures, polynomial rings,and finite fields. Emphasis is on theory and on developing the ability to write proofs. Offered each semester. Counts toward computer science major. Prerequisite: MATH 220. Permission of instructor required for first-year students.","18","","","","","Jill Dietz","","S","200","18","Abstract Algebra I","Open to first-year students with permission of department chair.","252","{'day': 'Mo', 'end': '12:45', 'location': 'TOH 184', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'TOH 184', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'TOH 184', 'start': '11:50'}","False","MATH 220. Permission of instructor required for first-year students.","B","1","","","C","20191","","Research","2019"
"0000124050","1.0","0000000747","MATH","Algebra is concerned with sets of objects and operations that satisfy a few basic properties. Using the properties we study axiomatic systems such as groups, rings, and fields, covering topics such as homomorphisms, cosets, quotient structures, polynomial rings,and finite fields. Emphasis is on theory and on developing the ability to write proofs. Offered each semester. Counts toward computer science major. Prerequisite: MATH 220. Permission of instructor required for first-year students.","16","","","","","Adam H. Berliner","","S","200","18","Abstract Algebra I","Open to first-year students with permission of department chair.","252","{'day': 'Mo', 'end': '10:00', 'location': 'HH 201', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'HH 201', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'HH 201', 'start': '09:05'}","False","MATH 220. Permission of instructor required for first-year students.","A","1","","","O","20191","","Research","2019"
"0000124051","1.0","0000000011","AMST","","0","","","","","Staff","","S","200","999","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","O","20191","","Research","2019"
"0000124052","1.0","0000000014","AMST","","0","","","","","Staff","","S","300","999","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","O","20191","","Research","2019"
"0000124053","0.25","0000000068","ART","","0","","","","","Staff","","S","200","999","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","O","20191","","Research","2019"
"0000124054","1.0","0000000073","ART","","0","","","","","Staff","","S","300","999","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","O","20191","","Research","2019"
"0000124055","0.25","0000000153","BIO","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Piper Center for Vocation and Career, enlist a faculty supervisor, and complete an internship application. Internships do not count toward the biology major requirements.","0","0/0","","","","Staff","","S","200","999","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","O","20191","","Research","2019"
"0000124056","1.0","0000000174","BIO","Biology 394 is for students who have completed one internship (BIO 294) and wish to complete a second internship. Students interested in an internship should consult with the Piper Center for Vocation and Career, locate a faculty supervisor, and complete an internship form. Internships do not count toward the biology major requirements.","0","0/0","","","","Staff","","S","300","999","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","O","20191","","Research","2019"
"0000124057","0.25","0000000204","CHEM","","0","","","","","Staff","","S","200","999","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","O","20191","","Research","2019"
"0000124058","1.0","0000000222","CHEM","","0","","","","","Staff","","S","300","999","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","O","20191","","Research","2019"
"0000124059","1.0","0000000233","CLASS","","0","","","","","Staff","","S","200","999","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","O","20191","","Research","2019"
"0000124060","1.0","0000000235","CLASS","","0","","","","","Staff","","S","300","999","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","O","20191","","Research","2019"
"0000124061","1.0","0000000248","CHIN","","0","","","","","Staff","","S","200","999","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","O","20191","","Research","2019"
"0000124062","1.0","0000000251","CHIN","","0","","","","","Staff","","S","300","999","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","O","20191","","Research","2019"
"0000124063","1.0","0000000276","ECON","","0","","","","","Staff","","S","200","999","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","O","20191","","Research","2019"
"0000124064","1.0","0000000284","ECON","","0","","","","","Staff","","S","300","999","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","O","20191","","Research","2019"
"0000124065","1.0","0000000299","CSCI","This is an intermediate-level version of CSCI 394.","0","","","","","Staff","","S","200","999","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","O","20191","","Research","2019"
"0000124066","1.0","0000000306","CSCI","Students gain experience in computer-industry positions. Recent projects have included contributions to team programming, documentation, business applications of computing, modifications of large proprietary code bases using industry-standard software frameworks, test-driven development, creating mobile-computing interfaces for existing software systems, and improving security of company websites. Internship experiences (whether for credit or not) are strongly encouraged for anyone considering a career in computing.","0","","","","","Staff","","S","300","999","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","O","20191","","Research","2019"
"0000124067","1.0","0000000313","EDUC","","0","0/0","","","","Staff","","S","200","999","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","0/0","O","20191","","Research","2019"
"0000124068","0.5","0000000344","EDUC","","0","0/0","","","","Staff","","S","300","999","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","0/0","O","20191","","Research","2019"
"0000124069","1.0","0000000433","ENGL","","0","","","","","Staff","","S","200","999","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","O","20191","","Research","2019"
"0000124070","1.0","0000000449","ENGL","","0","","","","","Staff","","S","300","999","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","O","20191","","Research","2019"
"0000124071","1.0","0000000464","ENVST","","0","","","","","Staff","","S","200","999","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","O","20191","","Research","2019"
"0000124072","1.0","0000000466","ENVST","","0","","","","","Staff","","S","300","999","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","O","20191","","Research","2019"
"0000124073","1.0","0000000490","FREN","","0","","","","","Staff","","S","200","999","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","O","20191","","Research","2019"
"0000124074","1.0","0000000494","FREN","","0","","","","","Staff","","S","300","999","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","O","20191","","Research","2019"
"0000124075","1.0","0000000522","GERM","Students spend four weeks during Interim or summer in an individually selected German or Austrian workplace. Opportunities include work in health care, communications, and manufacturing as well as non-profit organizations, libraries, businesses, laboratories, offices, and churches. Assignment of position varies with availability in host institutions. Maybe counted toward German major or German studies concentration. Prerequisite: at least one 250-level course.","0","","","","","Staff","","S","200","999","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","at least one 250-level course.","","1","","","O","20191","","Research","2019"
"0000124076","1.0","0000000529","GERM","Students spend four weeks during Interim or summer in the German or Austrian workplace. Opportunities include working in health care, communications, and manufacturing as well as non-profit organizations, libraries, businesses, laboratories, offices, and churches. Assignment of position varies with availability of host institutions. May be counted toward German major or German studies concentration. Prerequisite: at least one 270-level course.","0","","","","","Staff","","S","300","999","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","at least one 270-level course.","","1","","","O","20191","","Research","2019"
"0000124077","1.0","0000000543","GREEK","","0","","","","","Staff","","S","200","999","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","O","20191","","Research","2019"
"0000124078","1.0","0000000550","GREEK","","0","","","","","Staff","","S","300","999","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","O","20191","Academic Inernship","Research","2019"
"0000124079","1.0","0000000624","HIST","","0","","","","","Staff","","S","200","999","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","O","20191","","Research","2019"
"0000124080","1.0","0000000640","HIST","","0","","","","","Staff","","S","300","999","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","O","20191","","Research","2019"
"0000124081","0.25","0000000653","FAMST","","0","","","","","Staff","","S","200","999","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","O","20191","","Research","2019"
"0000124082","1.0","0000000656","FAMST","","0","","","","","Staff","","S","300","999","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","O","20191","","Research","2019"
"0000124083","1.0","0000000670","JAPAN","","0","","","","","Staff","","S","300","999","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","O","20191","","Research","2019"
"0000124084","1.0","0000000686","IS","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20191","","Research","2019"
"0000124085","1.0","0000000691","IS","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20191","","Research","2019"
"0000124086","1.0","0000000707","ID","","0","","","","","Staff","","S","200","999","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","O","20191","","Research","2019"
"0000124087","1.0","0000000709","ID","","0","","","","","Staff","","S","300","999","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","O","20191","","Research","2019"
"0000124088","1.0","0000000716","LATIN","","0","","","","","Staff","","S","200","999","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","O","20191","","Research","2019"
"0000124089","1.0","0000000725","LATIN","","0","","","","","Staff","","S","300","999","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","O","20191","","Research","2019"
"0000124090","1.0","0000000751","MATH","","0","","","","","Staff","","S","200","999","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","O","20191","","Research","2019"
"0000124091","1.0","0000000766","MATH","","0","","","","","Staff","","S","300","999","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","O","20191","","Research","2019"
"0000124092","1.0","0000000788","MGMT","","0","","","","","Staff","","S","300","999","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","O","20191","","Research","2019"
