"clbid","credits","crsid","department","description","enrolled","firstyear","groupid","grouptype","halfcredit","instructors","junior","learningmode","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000095467","0.25","0000017526","AS/HI","","5","","","","","Robert Entenmann","","S","200","10","FLC - Chinese","","251","","False","False","","3","","","O","20143","","FLAC","2014"
"0000095468","0.25","0000018817","MUSIC","","2","","","","","Kent M. McWilliams","","S","200","19","FLC - German","","242","{'day': 'We', 'end': '08:55', 'location': 'CHM 224', 'start': '08:00'}","False","False","","3","","","O","20143","","FLAC","2014"
"0000095473","0.25","0000016222","HIST","","8","","","","","Jeane DeLaney;Gwen Barnes-Karol","","S","200","10","FLC - Spanish","","242","","False","False","","3","","","C","20143","","FLAC","2014"
"0000095474","1.0","0000000747","MATH","Algebra is concerned with sets of objects and operations that satisfy a few basic properties. Using the properties we study axiomatic systems such as groups, rings, and fields, covering topics such as homomorphisms, cosets, quotient structures, polynomial rings,and finite fields. Emphasis is on theory and on developing the ability to write proofs. Offered each semester. Prerequisite: MATH 220. Permission of instructor required for first-year students.","19","","","","","Adam H. Berliner","","S","200","20","Abstract Algebra I","","252","{'day': 'Mo', 'end': '12:45', 'location': 'RNS 206', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'RNS 206', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'RNS 206', 'start': '11:50'}","False","MATH 220. Permission of instructor required for first-year students.","A","3","","","C","20143","","Research","2014"
"0000095475","1.0","0000000747","MATH","Algebra is concerned with sets of objects and operations that satisfy a few basic properties. Using the properties we study axiomatic systems such as groups, rings, and fields, covering topics such as homomorphisms, cosets, quotient structures, polynomial rings,and finite fields. Emphasis is on theory and on developing the ability to write proofs. Offered each semester. Prerequisite: MATH 220. Permission of instructor required for first-year students.","10","","","","","Kosmas Diveris","","S","200","20","Abstract Algebra I","","252","{'day': 'Mo', 'end': '11:40', 'location': 'RNS 204', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'RNS 204', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'RNS 204', 'start': '10:45'}","False","MATH 220. Permission of instructor required for first-year students.","B","3","","","O","20143","","Research","2014"
"0000095476","1.0","0000000011","AMST","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","C","20143","","Research","2014"
"0000095477","1.0","0000000068","ART","","1","","","","","Michon Weeks","","S","200","999","Academic Internship","","294","","True","False","","3","","","C","20143","","Research","2014"
"0000095478","1.0","0000000073","ART","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","C","20143","","Research","2014"
"0000095479","1.0","0000000093","ASIAN","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","C","20143","","Research","2014"
"0000095480","1.0","0000000096","ASIAN","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","C","20143","","Research","2014"
"0000095481","0.5","0000000153","BIO","Internships are designed to provide career-testing opportunities. Students interested in aninternship should consult with the Piper Center for Vocation and Career, enlist a facultysupervisor, and complete an internship application. Internships do not count toward the biologymajor requirements.","1","","","","","Theodore Johnson","","S","200","999","Academic Internship","","294","","True","False","","3","","","C","20143","","Research","2014"
"0000095482","1.0","0000000174","BIO","Biology 394 is for students who have completed one internship (BIO 294) and wish to complete a second internship. Students interested in an internship should consult with the PiperCenter for Vocation and Career, locate a faculty supervisor, and complete an internship form.Internships do not count toward the biology major requirements.","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","C","20143","","Research","2014"
