"clbid","credits","crsid","department","description","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","status","term","title","type","year"
"0000134437","1.0","0000020054","ART","This foundation-level studio course introduces the aesthetic, conceptual, and technical foundations of two-dimensional art-making and the ways drawing informs the creation and understanding of art in cultural contexts. Students explore color, value, form, and space through a wide variety of materials. The course emphasizes strategies for idea generation and visual problem solving. Students engage in spirited investigation, critiques, and thoughtful creative expression. Materials fee. Offered each semester.","6","2","4","0","0","ALS-A","Hakim Javadi, Nooshin","{'fsnum': '31206', 'name': 'Hakim Javadi, Nooshin'}","100","16","Foundation 2-D Media","This course will be offered by remote instruction.                              ;Materials fee $125.","102","{'day': 'Mo', 'end': '11:30', 'location': 'TBA', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'TBA', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'TBA', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'TBA', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'TBA', 'start': '10:00'}","False","False","","5","O","20195","Foundation Two-Dimensional Media","Research","2019"
"0000134653","1.0","0000020055","ART","This foundation-level studio course introduces the aesthetic, conceptual, and technical foundations of new media art-making. Students explore creative approaches to digital, time-based, and interactive art processes; examples include digital photo-montage, 3D printing, video art, and web-based art. Idea generation and development is central to the course, with an emphasis on experimentation and divergent thinking. Students engage in dynamic activity, spirited investigation,and thoughtful creative expression. Materials fee. Offered each semester. Also counts toward film studies and media studies concentrations.","7","0","1","6","0","ALS-A","Hamalian, Hannah R.","{'fsnum': '31151', 'name': 'Hamalian, Hannah R.'}","100","16","Foundation New Media","This course will be offered by remote instruction.                              ;Adobe Creative Cloud and a computer that can run that program are required for  ;this course.  The cost of the program is $60 for two months.","104","{'day': 'Mo', 'end': '11:30', 'location': 'TBA', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'TBA', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'TBA', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'TBA', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'TBA', 'start': '10:00'}","False","False","","5","O","20195","","Research","2019"
"0000134629","1.0","0000000058","ART","This course introduces the history of Japanese art, offering a survey of major artistic developments from neolithic times to the present. Among the topics considered: funerary remains of the neolithic through Kofun eras; indigenous as well as imported religious traditions and their imagery, and the secular arts. Issues discussed include production and patronage, function, and borrowing and influence in the evolution of artistic works. Offered annually. Also counts toward Asian studies and Japanese majors and Asian studies concentration.","8","4","2","1","1","ALS-A;MCG;MCS-G","Spiker, Christina","{'fsnum': '27183', 'name': 'Spiker, Christina'}","200","20","Arts of Japan","This course will be offered by remote instruction.","260","{'day': 'Mo', 'end': '14:00', 'location': 'TBA', 'start': '12:30'};{'day': 'Tu', 'end': '14:00', 'location': 'TBA', 'start': '12:30'};{'day': 'We', 'end': '14:00', 'location': 'TBA', 'start': '12:30'};{'day': 'Th', 'end': '14:00', 'location': 'TBA', 'start': '12:30'};{'day': 'Fr', 'end': '14:00', 'location': 'TBA', 'start': '12:30'}","False","False","","5","O","20195","The Arts of Japan","Research","2019"
"0000135103","0.25","0000000068","ART","","1","0","1","0","0","","Ryan, Hannah","{'fsnum': '31158', 'name': 'Ryan, Hannah'}","200","0","Academic Internship","","294","","True","","A","5","C","20195","","Research","2019"
"0000135119","0.25","0000000068","ART","","1","0","1","0","0","","Saurer, John","{'fsnum': '7064', 'name': 'Saurer, John'}","200","0","Academic Internship","","294","","True","","B","5","C","20195","","Research","2019"
"0000135150","0.25","0000000068","ART","","1","0","1","0","0","","Nelson, Peter B.","{'fsnum': '13653', 'name': 'Nelson, Peter B.'}","200","0","Academic Internship","","294","","True","","C","5","C","20195","","Research","2019"
"0000135045","0.25","0000000073","ART","","1","0","1","0","0","","Dell, Irve","{'fsnum': '1369', 'name': 'Dell, Irve'}","300","0","Academic Internship","","394","","True","","A","5","C","20195","","Research","2019"
"0000135157","1.0","0000000075","ART","Prerequisites: (for studio art) four foundation courses and three courses in area of study.;Prerequisites: (for art history) three courses in area of study.","1","0","1","0","0","","Kucera, Karil J.","{'fsnum': '14964', 'name': 'Kucera, Karil J.'}","300","0","IR/Chinese Visions of Gender","","398","","False","Prerequisites: (for studio art) four foundation courses and three courses in area of study.\nPrerequisites: (for art history) three courses in area of study.","A","5","C","20195","Independent Research","Research","2019"
"0000135044","0.25","0000000153","BIO","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Piper Center for Vocation and Career, enlist a faculty supervisor, and complete an internship application. Internships do not count toward the biology major requirements.","2","0","2","0","0","","Walczak, Mary","{'fsnum': '8868', 'name': 'Walczak, Mary'}","200","0","Academic Internship","","294","","True","False","A","5","C","20195","","Research","2019"
"0000135108","0.25","0000000153","BIO","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Piper Center for Vocation and Career, enlist a faculty supervisor, and complete an internship application. Internships do not count toward the biology major requirements.","2","0","2","0","0","","Walter, Anne","{'fsnum': '8876', 'name': 'Walter, Anne'}","200","0","Academic Internship","","294","","True","False","B","5","C","20195","","Research","2019"
