"clbid","credits","crsid","department","description","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","max_fy","max_jr","max_so","max_sr","name","notes","number","offerings","pn","prerequisites","section","semester","status","term","title","type","year"
"0000085087","1.0","0000000016","AFAM","Based upon courses from participating departments, the seminar introduces students to the historical and cross-cultural experiences of Africans and African Americans. It affords students the chance to engage in interdisciplinary interpretation and analysis and encourages them to interpret their own heritage in light of the African/African American experience. This course emphasizes literary texts. Counts toward ARMS and American Studies majors and American studies concentration.","28","8","6","12","2","ALS-L;MCG;MCS-G","Iddrisu, Abdulai","{'fsnum': '21082', 'name': 'Iddrisu, Abdulai'}","200","25","","","","","Sem: Africa/Americas","","231","{'day': 'Tu', 'end': '11:00', 'location': 'TOH 110', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'TOH 110', 'start': '09:30'}","False","False","","3","C","20123","Africa and the Americas: The Diaspora Experience","Seminar","2012"
"0000084289","1.0","0000018612","AFAM","","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","","","","","Academic Internship","","294","","True","","","3","C","20123","","Research","2012"
"0000084862","1.0","0000018613","AFAM","","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","","","","","IS/","","298","","False","","","3","O","20123","Independent Study","Research","2012"
"0000084290","1.0","0000018614","AFAM","","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","300","","","","","","Academic Internship","","394","","True","","","3","C","20123","","Research","2012"
"0000084807","1.0","0000018615","AFAM","","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","300","","","","","","IR/","","398","","False","","","3","O","20123","Independent Research","Research","2012"
"0000087932","1.0","0000025204","ALSO","Students learn a language such as Arabic and Korean in a guided, independent study program offered through the World Languages Center. They meet with a native speaker conversation partner for three hours a week, in addition to ten hours of study on their own and mandatory tutorial sessions. Syllabi and tests are developed and administered in consultation with an expert outside examiner. Students in this program are strongly encouraged to take courses in the general curriculum that provide important cultural context for the study of their language. The language(s) offered in any semester depend(s) on student interest, usually requiring 2-5 students to offer a section. Prerequisite: Completion of FOL requirement. For additional course info see http://www.stolaf.edu/services/wlc/also.html","3","0","0","0","3","","Debska-McWilliams, Renata","{'fsnum': '16720', 'name': 'Debska-McWilliams, Renata'}","100","10","","","","","Top: Beginning Arabic II","Prerequisite: completion of ALSO 100 or permission of the instructor.","101","{'day': 'Mo', 'end': '13:50', 'location': 'TOH 153', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'TOH 153', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'TOH 153', 'start': '12:55'}","False","Completion of FOL requirement. For additional course info see http://www.stolaf.edu/services/wlc/also.html","A","3","O","20123","Alternative Language Study Option","Topic","2012"
"0000087933","1.0","0000025204","ALSO","Students learn a language such as Arabic and Korean in a guided, independent study program offered through the World Languages Center. They meet with a native speaker conversation partner for three hours a week, in addition to ten hours of study on their own and mandatory tutorial sessions. Syllabi and tests are developed and administered in consultation with an expert outside examiner. Students in this program are strongly encouraged to take courses in the general curriculum that provide important cultural context for the study of their language. The language(s) offered in any semester depend(s) on student interest, usually requiring 2-5 students to offer a section. Prerequisite: Completion of FOL requirement. For additional course info see http://www.stolaf.edu/services/wlc/also.html","0","0","0","0","0","","Debska-McWilliams, Renata","{'fsnum': '16720', 'name': 'Debska-McWilliams, Renata'}","100","10","","","","","Top: Beginning Arabic II","Prerequisite: completion of ALSO 100 or permission of the instructor.","101","{'day': 'Mo', 'end': '14:55', 'location': 'TOH 153', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'TOH 153', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'TOH 153', 'start': '14:00'}","False","Completion of FOL requirement. For additional course info see http://www.stolaf.edu/services/wlc/also.html","B","3","O","20123","Alternative Language Study Option","Topic","2012"
"0000087934","1.0","0000026528","ALSO","","3","0","0","0","3","","Debska-McWilliams, Renata","{'fsnum': '16720', 'name': 'Debska-McWilliams, Renata'}","100","10","","","","","Top: Beginning Korean II","Prerequisite: completion of ALSO 102 or permission of the instructor.","103","{'day': 'Tu', 'end': '14:45', 'location': 'TOH 153', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'TOH 153', 'start': '14:15'}","False","","","3","O","20123","","Topic","2012"
"0000087935","1.0","0000026529","ALSO","","2","0","1","0","1","","Debska-McWilliams, Renata","{'fsnum': '16720', 'name': 'Debska-McWilliams, Renata'}","200","10","","","","","Top: Intermed Arabic II","Prerequisite: completion of ALSO 200 or permission of the instructor.","201","{'day': 'Tu', 'end': '09:25', 'location': 'TOH 153', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'TOH 153', 'start': '08:00'}","False","","","3","O","20123","","Topic","2012"
"0000084512","1.0","0000000177","AMCON","In this century of institutional development, national expansion, and sectional conflict, Americans continued to define a national identity. Students probe the ways in which region, religion, race, ethnicity, and gender inform individual and group contributions to the conversation. They also analyze how geographical expansion and ideas of progress influenced different visions and versions of America. Topics and texts range from Transcendentalist writers, the Second Great Awakening, and Black Elk Speaks to landscape painting and Western photography. Prerequisite: American Conversations 101. Offered annually in the spring semester. Counts towards American studies major.","22","21","0","0","1","FYW;HWC","Wells, Colin;McClure, Robert W.","{'fsnum': '8973', 'name': 'Wells, Colin'};{'fsnum': '16582', 'name': 'McClure, Robert W.'}","100","19","","0","0","0","Dem Vistas: 1800-1900","Open to American Conversations students only.","102","{'day': 'Mo', 'end': '13:50', 'location': 'TOH 212', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'TOH 212', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'TOH 212', 'start': '12:55'}","False","American Conversations 101. Offered annually in the spring semester. Counts towards American studies major.","A","3","C","20123","Democratic Vistas, 1800-1900","Research","2012"
