"clbid","credits","crsid","department","description","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","status","term","title","type","year"
"0000080465","1.0","0000020055","ART","This foundation-level studio course introduces the aesthetic, conceptual, and technical foundations of new media art-making and ways new media inform the creation and understanding of art in cultural contexts, with special emphasis on cyberculture and hypertext. Students explore the form and space of new media images through a wide variety of materials and media. The course emphasizes strategies for idea generation. Students engage in dynamic activity, spirited investigation, and thoughtful creative expression. Materials fee. Offered each semester.","0","0","0","0","0","ALS-A","Alvarez, Guido","{'fsnum': '21134', 'name': 'Alvarez, Guido'}","100","","Foundation New Media","","104","{'day': 'Mo', 'end': '16:30', 'location': 'CAD 100', 'start': '14:30'};{'day': 'Tu', 'end': '16:30', 'location': 'CAD 100', 'start': '14:30'};{'day': 'We', 'end': '16:30', 'location': 'CAD 100', 'start': '14:30'};{'day': 'Th', 'end': '16:30', 'location': 'CAD 100', 'start': '14:30'}","False","False","","4","X","20104","","Research","2010"
"0000080464","1.0","0000001496","ART","This course introduces students to the ceramic processes of wheel throwing and hand building as means for creating works of art. Students learn terminology and critical approaches to ceramics. Students develop critical skills and the ability to analyze and interpret ceramic art work. Class emphasizes creative approaches to solving visual problems through ceramic work. Slide presentations on contemporary and historical ceramics provide background for assignments and highlight the role of ceramics in various cultural contexts. Materials fee. Offered each semester. Credit will not be given for both Art 121 and Art 207.","6","2","2","0","2","ALS-A","Fisher, Kathryne","{'fsnum': '10981', 'name': 'Fisher, Kathryne'}","200","","Ceramics","","207","{'day': 'Mo', 'end': '16:00', 'location': 'CAD 115', 'start': '14:30'};{'day': 'Tu', 'end': '16:00', 'location': 'CAD 115', 'start': '14:30'};{'day': 'We', 'end': '16:00', 'location': 'CAD 115', 'start': '14:30'};{'day': 'Th', 'end': '16:00', 'location': 'CAD 115', 'start': '14:30'};{'day': 'Fr', 'end': '16:00', 'location': 'CAD 115', 'start': '14:30'}","False","False","","4","O","20104","","Research","2010"
"0000081472","0.5","0000000093","ASIAN","","1","0","0","1","0","","Ito, Rika","{'fsnum': '14203', 'name': 'Ito, Rika'}","200","","Academic Internship","","294","","True","","","4","O","20104","","Research","2010"
"0000080430","1.0","0000000106","BIO","This core course explores major principles of cellular and molecular biology and it or the Chemistry/Biology 125-127 series is a prerequisite for all level II biology courses. Emphases include the structural and chemical composition of cells, crucial metabolic pathways, fundamentals of cell division, basic genetics, and the scientific method. Materials integrate concepts with problem-solving. Students are introduced to state-of-the-art library search technologies and scientific writing. Students attend lectures plus one 2.5-hour laboratory per week. Offered annually in the fall semester and during interim.","16","9","2","5","0","IST;NSC;NSL;SED","Giannini, John","{'fsnum': '2593', 'name': 'Giannini, John'}","100","","Cell Bio & Genetics","","125","{'day': 'Mo', 'end': '11:30', 'location': 'RNS 390', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'RNS 390', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'RNS 390', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'RNS 390', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'RNS 390', 'start': '10:00'}","False","False","","4","O","20104","Cellular Biology and Genetics","Research","2010"
"0000080431","","0000000107","BIO","","16","9","2","5","0","","Giannini, John","{'fsnum': '2593', 'name': 'Giannini, John'}","100","","Cell Bio & Genetics Lab","","125","{'day': 'Tu', 'end': '15:30', 'location': 'RNS 255', 'start': '13:00'};{'day': 'We', 'end': '15:30', 'location': 'RNS 255', 'start': '13:00'}","False","","","4","O","20104","","Lab","2010"
"0000080432","1.0","0000000126","BIO","Students journey toward greater understanding of the human body through an integrated study of the structure of the body (anatomy) and how organs such as the brain, heart, and kidney perform their remarkable functions (physiology). The course is designed primarily for students intending careers in the health sciences. Students attend lectures plus one three-hour laboratory per week. Prerequisite: Biology 125, or Chemistry/Biology 125-127. Offered annually.","21","0","6","8","7","","Crisp, Kevin M.","{'fsnum': '17430', 'name': 'Crisp, Kevin M.'}","200","","Human Anatomy & Physiol","","243","{'day': 'Mo', 'end': '11:30', 'location': 'RNS 410', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'RNS 410', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'RNS 410', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'RNS 410', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'RNS 410', 'start': '10:00'}","False","Biology 125, or Chemistry/Biology 125-127. Offered annually.","","4","O","20104","Human Anatomy and Physiology","Research","2010"
"0000080433","","0000000127","BIO","","21","0","6","8","7","","Crisp, Kevin M.","{'fsnum': '17430', 'name': 'Crisp, Kevin M.'}","200","","Human Anatomy & Physiol L","","243","{'day': 'Tu', 'end': '16:00', 'location': 'RNS 254', 'start': '13:00'};{'day': 'Th', 'end': '16:00', 'location': 'RNS 254', 'start': '13:00'}","False","","","4","O","20104","","Lab","2010"
"0000080460","1.0","0000000189","CHEM","This course, a continuation of Chemistry 121, examines atomic and molecular structure, including classical and quantum theories, bonding models, molecular orbitals and coordination chemistry. Chemistry 121 and 123 together are equivalent in content to Chemistry 125 and are designed to prepare students for Chemistry 126. Prerequisite: Chemistry 121. Offered during interim.","2","0","1","1","0","","Riley, Patrick N.","{'fsnum': '14194', 'name': 'Riley, Patrick N.'}","100","","Atom/Molec Structure","See department chair about this course.","123","","False","Chemistry 121. Offered during interim.","","4","C","20104","Atomic and Molecular Structure","Research","2010"
"0000080435","1.0","0000000192","CHEM","This study of chemical stoichiometry, equilibrium, acid-base chemistry, coordination chemistry, and atomic and molecular structure supplies the fundamental background on which all later chemistry courses depend. It includes applications of equilibrium principles to acid-base chemistry. Students attend three classes and one three-hour laboratory each week. Prerequisites: high school chemistry and physics. Students planning to continue in chemistry should consider concurrent registration in Mathematics 120 or 121. Placement via online placement exam is required. The course cannot be taken in conjunction with or after credit in Chemistry 121. Offered annually in the fall semester.","7","2","3","0","2","NSC;NSL;SED","Riley, Patrick N.","{'fsnum': '14194', 'name': 'Riley, Patrick N.'}","100","","Struct Chem & Equilib","","125","{'day': 'Mo', 'end': '11:30', 'location': 'RNS 310', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'RNS 310', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'RNS 310', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'RNS 310', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'RNS 310', 'start': '10:00'}","False","Prerequisites: high school chemistry and physics. Students planning to continue in chemistry should consider concurrent registration in Mathematics 120 or 121. Placement via online placement exam is required. The course cannot be taken in conjunction with or after credit in Chemistry 121. Offered annually in the fall semester.","","4","O","20104","Structural Chemistry and Equilibrium","Research","2010"
"0000080436","","0000000193","CHEM","","7","2","3","0","2","","Riley, Patrick N.","{'fsnum': '14194', 'name': 'Riley, Patrick N.'}","100","","Struct Chem & Equilib Lab","","125","{'day': 'Mo', 'end': '16:00', 'location': 'RNS 350', 'start': '13:00'};{'day': 'We', 'end': '16:00', 'location': 'RNS 350', 'start': '13:00'}","False","","","4","O","20104","","Lab","2010"
"0000080438","1.0","0000000196","CHEM","Organic chemistry is the study of compounds containing carbon, emphasizing the structures and mechanisms of reaction of these molecules. This course focuses on structure, nomenclature, and reactions of aliphatic and alicyclic compounds, including aspects of stereochemistry and spectroscopic identification of these compounds. A full treatment of introductory organic chemistry requires subsequent enrollment in Chemistry 248. Prerequisite: Chemistry 126, or Chemistry/Biology 127, or permission of instructor. Offered annually in the fall semester.","27","11","3","10","3","NSC","Gittins, Peter J.","{'fsnum': '21144', 'name': 'Gittins, Peter J.'}","200","","Organic Chemistry I","Concurrent registration in Chem 253 A or B lab is recommended, but not required.","247","{'day': 'Mo', 'end': '09:30', 'location': 'RNS 310', 'start': '08:00'};{'day': 'Tu', 'end': '09:30', 'location': 'RNS 310', 'start': '08:00'};{'day': 'We', 'end': '09:30', 'location': 'RNS 310', 'start': '08:00'};{'day': 'Th', 'end': '09:30', 'location': 'RNS 310', 'start': '08:00'};{'day': 'Fr', 'end': '09:30', 'location': 'RNS 310', 'start': '08:00'}","False","Chemistry 126, or Chemistry/Biology 127, or permission of instructor. Offered annually in the fall semester.","","4","O","20104","","Research","2010"
"0000080439","0.25","0000000199","CHEM","This laboratory course introduces students to the synthesis and characterization of organic, organometallic and inorganic compounds and serves as a general introduction to green chemistry. Students purify the materials they produce by techniques such as chromatography and characterize them using optical rotation measurements, infrared spectroscopy, and nuclear magnetic resonance spectroscopy. Students attend one three-hour laboratory each week. P/N only. Prerequisites: previous or concurrent registration in Chemistry 247. Offered annually in the fall semester.","21","9","0","9","3","","Hanson, Robert","{'fsnum': '3090', 'name': 'Hanson, Robert'}","200","24","Synthesis Lab I","","253","{'day': 'Mo', 'end': '16:00', 'location': 'RNS 340', 'start': '13:00'};{'day': 'We', 'end': '16:00', 'location': 'RNS 340', 'start': '13:00'}","True","Prerequisites: previous or concurrent registration in Chemistry 247. Offered annually in the fall semester.","A","4","C","20104","Synthesis Laboratory I","Lab","2010"
"0000080442","0.25","0000000199","CHEM","This laboratory course introduces students to the synthesis and characterization of organic, organometallic and inorganic compounds and serves as a general introduction to green chemistry. Students purify the materials they produce by techniques such as chromatography and characterize them using optical rotation measurements, infrared spectroscopy, and nuclear magnetic resonance spectroscopy. Students attend one three-hour laboratory each week. P/N only. Prerequisites: previous or concurrent registration in Chemistry 247. Offered annually in the fall semester.","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","200","20","Synthesis Lab I","","253","{'day': 'Tu', 'end': '16:00', 'location': 'RNS 340', 'start': '13:00'};{'day': 'Th', 'end': '16:00', 'location': 'RNS 340', 'start': '13:00'}","True","Prerequisites: previous or concurrent registration in Chemistry 247. Offered annually in the fall semester.","B","4","X","20104","Synthesis Laboratory I","Lab","2010"
"0000080443","1.0","0000000214","CHEM","This course presents fundamental biological processes at the molecular level and serves as a general introduction to biochemistry. Topics include the structure and function of proteins, carbohydrates, lipids and nucleic acids, enzyme catalysis and regulation, bioenergetics and an introduction to carbohydrate metabolism. Subsequent enrollment in Chemistry 385 is recommended for students desiring greater breadth and depth in the subject. Prerequisite: Chemistry 248. Offered each semester.","9","0","3","5","1","IST","Abdella, Beth","{'fsnum': '25', 'name': 'Abdella, Beth'}","300","","Biochemistry I","","379","{'day': 'Mo', 'end': '11:30', 'location': 'RNS 435', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'RNS 435', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'RNS 435', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'RNS 435', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'RNS 435', 'start': '10:00'}","False","Chemistry 248. Offered each semester.","","4","O","20104","","Research","2010"
"0000081303","1.0","0000000314","EDUC","","1","0","0","0","1","","Campbell, Heather","{'fsnum': '903', 'name': 'Campbell, Heather'}","200","","IS/Hmong Culture/Schools","","298","","False","","","4","O","20104","Independent Study","Research","2010"
"0000081018","1.0","0000017676","EDUC","This course provides students with theoretical and practical knowledge about assessing the language proficiency of English Language Learners. Students learn how to construct and administer appropriate and non-discriminatory assessment and evaluation tools. Students administer several assessments and write a formal report. Required field experience component. Prerequisite: Education 330. Offered annually (until 2011) in the summer and in the spring semester.","0","0","0","0","0","","Tesdall, Jessica L.","{'fsnum': '10293', 'name': 'Tesdall, Jessica L.'}","300","","Assessment of ESL K-12","","348","{'day': 'Mo', 'end': '16:00', 'location': '', 'start': '12:30'};{'day': 'Tu', 'end': '16:00', 'location': '', 'start': '12:30'};{'day': 'We', 'end': '16:00', 'location': '', 'start': '12:30'};{'day': 'Th', 'end': '16:00', 'location': '', 'start': '12:30'};{'day': 'Fr', 'end': '16:00', 'location': '', 'start': '12:30'}","False","Education 330. Offered annually (until 2011) in the summer and in the spring semester.","","4","O","20104","","Research","2010"
"0000080452","1.0","0000000411","ENGL","Students encounter literature from former British colonies and from other countries of Africa, Asia, and Latin America. Primary attention is given to literatures in English, but the readings may include some translations. The course examines diverse cultural expressions and the historical and cultural contexts of the works read, including the relationship between oral and written literature and between indigenous and foreign elements. Prerequisite: FYW.","11","1","7","3","0","ALS-L;MCG;MCS-G","Mbele, Joseph L.","{'fsnum': '5144', 'name': 'Mbele, Joseph L.'}","200","","Post-Colonial Lit","","210","{'day': 'Mo', 'end': '11:30', 'location': 'TOH 200', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'TOH 200', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'TOH 200', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'TOH 200', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'TOH 200', 'start': '10:00'}","False","FYW.","","4","O","20104","Post-Colonial Literatures","Research","2010"
"0000081279","1.0","0000000431","ENGL","Students study individual texts as well as the development of women's literary tradition(s). How do women writers conform to and/or challenge the dominant paradigm for female identity, women's social roles and women's literary practice? Topics may include women's autobiographies, women writers and the land, contemporary women's fiction, and major women writers. Prerequisite: FYW.","2","0","2","0","0","ALS-L","Schwehn, Kaethe","{'fsnum': '19355', 'name': 'Schwehn, Kaethe'}","200","1","Women's Literature","","246","{'day': 'Mo', 'end': '09:30', 'location': 'RML 420', 'start': '08:00'};{'day': 'Tu', 'end': '09:30', 'location': 'RML 420', 'start': '08:00'};{'day': 'We', 'end': '09:30', 'location': 'RML 420', 'start': '08:00'};{'day': 'Th', 'end': '09:30', 'location': 'RML 420', 'start': '08:00'};{'day': 'Fr', 'end': '09:30', 'location': 'RML 420', 'start': '08:00'}","False","FYW.","","4","C","20104","","Research","2010"
"0000080461","0.5","0000001012","ESAC","Students personally apply the basic principles of exercise through conditioning, strength development, endurance training, and aerobic activities. Students participate in a wide range of assessments designed to enhance physical fitness.","7","0","4","3","0","PHA;SPM","Ahrar, Shahram","{'fsnum': '17543', 'name': 'Ahrar, Shahram'}","100","","Individual Fitness.50","1st day of class students will meet at the bleachers in Tostrud Center.","133","{'day': 'Mo', 'end': '09:30', 'location': '', 'start': '08:00'};{'day': 'Tu', 'end': '09:30', 'location': '', 'start': '08:00'};{'day': 'We', 'end': '09:30', 'location': '', 'start': '08:00'};{'day': 'Th', 'end': '09:30', 'location': '', 'start': '08:00'};{'day': 'Fr', 'end': '09:30', 'location': '', 'start': '08:00'}","False","False","","4","O","20104","Individual Fitness","Research","2010"
