"clbid","credits","crsid","department","description","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","max_fy","max_jr","max_so","max_sr","name","notes","number","offerings","pn","prerequisites","section","semester","status","term","title","type","year"
"0000074619","1.0","0000000016","AFAM","Based upon courses from participating departments, the seminar introduces students to the historical and cross-cultural experiences of Africans and African Americans. It affords students the chance to engage in interdisciplinary interpretation and analysis and encourages them to interpret their own heritage in light of the African/African American experience. This course emphasizes literary texts.","27","5","8","5","9","ALS-L;MCG;MCS-G","Iddrisu, Abdulai","{'fsnum': '21082', 'name': 'Iddrisu, Abdulai'}","200","25","","","","","Sem: Africa/Americas","","231","{'day': 'Tu', 'end': '11:00', 'location': 'RML 577', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'RML 577', 'start': '09:30'}","False","False","","3","C","20103","Africa and the Americas: The Diaspora Experience","Seminar","2010"
"0000073817","1.0","0000018612","AFAM","","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","","","","","Academic Internship","","294","","True","","","3","C","20103","","Research","2010"
"0000074381","1.0","0000018613","AFAM","","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","","","","","IS/","","298","","False","","","3","O","20103","Independent Study","Research","2010"
"0000073818","1.0","0000018614","AFAM","","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","300","","","","","","Academic Internship","","394","","True","","","3","C","20103","","Research","2010"
"0000074322","1.0","0000018615","AFAM","","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","300","","","","","","IR/","","398","","False","","","3","O","20103","Independent Research","Research","2010"
"0000074021","1.0","0000000177","AMCON","In this century of institutional development, national expansion, and sectional conflict, Americans continued to define a national identity. Students probe the ways in which region, religion, race, ethnicity, and gender inform individual and group contributions to the conversation. They also analyze how geographical expansion and ideas of progress influenced different visions and versions of America. Topics and texts range from Transcendentalist writers, the Second Great Awakening, and Black Elk Speaks to landscape painting and Western photography. Prerequisite: American Conversations 101. Offered annually in the spring semester.","19","19","0","0","0","FYW;HWC","Galdieri, Christopher;Lagerquist, L. DeAne","{'fsnum': '21158', 'name': 'Galdieri, Christopher'};{'fsnum': '4592', 'name': 'Lagerquist, L. DeAne'}","100","19","","","","","Dem Vistas: 1800-1900","Open to American Conversations students only.","102","{'day': 'Mo', 'end': '11:40', 'location': 'RML 515', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'RML 515', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'RML 515', 'start': '10:45'}","False","American Conversations 101. Offered annually in the spring semester.","A","3","C","20103","Democratic Vistas, 1800-1900","Research","2010"
"0000074022","1.0","0000000177","AMCON","In this century of institutional development, national expansion, and sectional conflict, Americans continued to define a national identity. Students probe the ways in which region, religion, race, ethnicity, and gender inform individual and group contributions to the conversation. They also analyze how geographical expansion and ideas of progress influenced different visions and versions of America. Topics and texts range from Transcendentalist writers, the Second Great Awakening, and Black Elk Speaks to landscape painting and Western photography. Prerequisite: American Conversations 101. Offered annually in the spring semester.","16","15","0","0","1","FYW;HWC","Galdieri, Christopher;Lagerquist, L. DeAne","{'fsnum': '21158', 'name': 'Galdieri, Christopher'};{'fsnum': '4592', 'name': 'Lagerquist, L. DeAne'}","100","19","","","","","Dem Vistas: 1800-1900","Open to American Conversations students only.","102","{'day': 'Mo', 'end': '11:40', 'location': 'RML 421', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'RML 421', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'RML 421', 'start': '10:45'}","False","American Conversations 101. Offered annually in the spring semester.","B","3","C","20103","Democratic Vistas, 1800-1900","Research","2010"
"0000074595","1.0","0000000179","AMCON","Students in this course examine technology, the mass market and consumerism, and the increasingly complex relations between identity and material goods. They also explore the images, institutions, and stories of environmental, feminist, and Civil Rights activists in the context of Cold War America. Topics and texts range from Yosemite National Park and Japanese internment camps to Adrienne Rich's poetry and prose, Freedom Summer, Las Vegas, and the Mall of America. Prerequisite: American Conversations 101, 102, 201. Offered annually in the spring semester.","14","0","1","13","0","ALS-A;HBS;ORC;WRI","Gisselman, Gary C.;Farrell, James","{'fsnum': '10426', 'name': 'Gisselman, Gary C.'};{'fsnum': '2030', 'name': 'Farrell, James'}","200","19","","0","","0","Pur/Happiness: 1920-Pres.","Open to American Conversations students only.","202","{'day': 'Mo', 'end': '13:50', 'location': 'BMC 109', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'BMC 109', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'BMC 109', 'start': '12:55'}","False","American Conversations 101, 102, 201. Offered annually in the spring semester.","A","3","C","20103","Pursuits of Happiness, 1920-Present","Research","2010"
"0000074596","1.0","0000000179","AMCON","Students in this course examine technology, the mass market and consumerism, and the increasingly complex relations between identity and material goods. They also explore the images, institutions, and stories of environmental, feminist, and Civil Rights activists in the context of Cold War America. Topics and texts range from Yosemite National Park and Japanese internment camps to Adrienne Rich's poetry and prose, Freedom Summer, Las Vegas, and the Mall of America. Prerequisite: American Conversations 101, 102, 201. Offered annually in the spring semester.","12","0","0","12","0","ALS-A;HBS;ORC;WRI","Gisselman, Gary C.;Farrell, James","{'fsnum': '10426', 'name': 'Gisselman, Gary C.'};{'fsnum': '2030', 'name': 'Farrell, James'}","200","19","","0","","0","Pur/Happiness: 1920-Pres.","Open to American Conversations students only.","202","{'day': 'Mo', 'end': '13:50', 'location': 'BMC 101', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'BMC 101', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'BMC 101', 'start': '12:55'}","False","American Conversations 101, 102, 201. Offered annually in the spring semester.","B","3","C","20103","Pursuits of Happiness, 1920-Present","Research","2010"
"0000074743","1.0","0000000007","AMST","Students apply theories and methods of culture studies to a selected major topic in American culture. The course employs a discussion format, focusing on critical reading, analytic essays. Recent topics include ""Masculinity in America,"" ""American Adolescence,"" and ""Campus Ecology."" Usually offered annually in the spring semester. May be repeated if topics are different.","16","2","3","3","8","","Fure-Slocum, Eric J.","{'fsnum': '10197', 'name': 'Fure-Slocum, Eric J.'}","200","30","","","","","Top: Cities & Beyond","","207","{'day': 'Tu', 'end': '13:10', 'location': 'HH 403', 'start': '23:45'};{'day': 'Th', 'end': '14:05', 'location': 'HH 403', 'start': '12:45'}","False","False","","3","O","20103","American Studies: A Topical Approach","Topic","2010"
