"clbid","credits","crsid","department","description","enrolled","firstyear","groupid","grouptype","halfcredit","instructors","junior","learningmode","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000010217","1.0","0000000004","AMST","This analysis of modern American society introduces theories and methods of culture studies, beginning with anthropological definitions of culture and including perspectives of sociology, political science, history, art history and English. Students examine the moral ecology of everyday life in America, looking at the cultural meanings of work, clothes, food, family, gender, buildings, bodies, television, advertising and education.","29","1/0","","","","James Farrell","15/5","S","100","28","Perspect Am Culture","","100","{'day': 'Mo', 'end': '11:40', 'location': 'RML 421', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'RML 421', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'RML 421', 'start': '10:45'}","False","False","","1","9/5","4/5","C","20051","American Culture: Interdisciplinary Perspectives","Research","2005"
"0000010218","1.0","0000000011","AMST","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20051","Internship","Research","2005"
"0000010219","1.0","0000000012","AMST","","3","","","","","James Farrell","","S","200","999","IS/Campus Ecology II","","298","","False","False","","1","","","O","20051","Independent Study","Research","2005"
"0000010220","1.0","0000000012","AMST","","0","","","","","Staff","","S","200","999","IS/","","298","","False","False","A","1","","","O","20051","Independent Study","Research","2005"
"0000010221","1.0","0000000014","AMST","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20051","Internship","Research","2005"
"0000010222","1.0","0000000015","AMST","","0","","","","","Staff","","S","300","999","IR/","","398","","False","False","","1","","","O","20051","Independent Research","Research","2005"
"0000010223","1.0","0000000015","AMST","","0","","","","","Staff","","S","300","999","IR/","","398","","False","False","A","1","","","O","20051","Independent Research","Research","2005"
"0000010224","0.5","0000000019","ART","This course provides a strong visual foundation in fundamental drawing skills. Students explore elements of line, space, texture and value, as well as their dynamics in composition. Projects emphasize translating observed three-dimensional subjects onto two-dimensional surfaces. In addition, students are introduced to the aesthetics of drawing and drawing as a means of self-expression through the study of old and contemporary masters. Lab fee.","18","7/10","","","","John Saurer","1/2","S","100","22","Found Perceptual Draw","","111","{'day': 'Mo', 'end': '13:50', 'location': 'CAD 216', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'CAD 216', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'CAD 216', 'start': '12:55'}","False","False","A","1","5/2","5/4","O","20051","Foundation Perceptual Drawing","Research","2005"
"0000010225","0.5","0000000019","ART","This course provides a strong visual foundation in fundamental drawing skills. Students explore elements of line, space, texture and value, as well as their dynamics in composition. Projects emphasize translating observed three-dimensional subjects onto two-dimensional surfaces. In addition, students are introduced to the aesthetics of drawing and drawing as a means of self-expression through the study of old and contemporary masters. Lab fee.","18","6/11","","","","John Saurer","0/1","S","100","22","Found Perceptual Draw","","111","{'day': 'Mo', 'end': '14:55', 'location': 'CAD 216', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'CAD 216', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'CAD 216', 'start': '14:00'}","False","False","B","1","6/3","6/6","O","20051","Foundation Perceptual Drawing","Research","2005"
"0000010226","0.5","0000000020","ART","Emphasizing concepts and ideas and using drawing as a means of expression, this studio course for majors and non-majors delves into the dynamics of composition and design principles through the use of a variety of techniques and media. It couples drawing assignments with viewing and discussing contemporary and old masterpieces to broaden appreciation and understanding of drawing as a method of visual communication. Lab fee.","19","5/10","","","","Jil Evans","2/3","S","100","22","Found Conceptual Draw","","112","{'day': 'Tu', 'end': '11:00', 'location': 'CAD 216', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'CAD 216', 'start': '09:30'}","False","False","","1","5/3","7/3","O","20051","Foundation Conceptual Drawing","Research","2005"
