"clbid","credits","crsid","department","description","enrolled","firstyear","groupid","grouptype","halfcredit","instructors","junior","learningmode","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000061066","0.25","0000016220","HIST","","1","","","","","Robert Entenmann","","S","200","10","FLC - Chinese","","250","","False","False","","1","","","O","20081","","FLAC","2008"
"0000061069","0.25","0000016224","HIST","","1","","","","","Anna Kuxhausen","","S","200","10","FLC - Russian","","230","","False","False","","1","","","O","20081","","FLAC","2008"
"0000061071","1.0","0000000747","MATH","Algebra is concerned with sets of objects and operations on these sets. In an axiomatic or abstract treatment one assumes basic properties and then deduces many other properties. Using this method we study structures known as groups, rings, and fields. Prerequisite: Mathematics 220. Offered both semesters.","22","","","","","Bruce Hanson","","S","200","22","Abstract Algebra I","","252","{'day': 'Mo', 'end': '10:00', 'location': 'SC 130', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'SC 130', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'SC 130', 'start': '09:05'}","False","Mathematics 220. Offered both semesters.","A","1","","","C","20081","","Research","2008"
"0000061072","1.0","0000000747","MATH","Algebra is concerned with sets of objects and operations on these sets. In an axiomatic or abstract treatment one assumes basic properties and then deduces many other properties. Using this method we study structures known as groups, rings, and fields. Prerequisite: Mathematics 220. Offered both semesters.","19","","","","","Tina Garrett","","S","200","22","Abstract Algebra I","","252","{'day': 'Mo', 'end': '12:45', 'location': 'SC 186', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'SC 186', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'SC 186', 'start': '11:50'}","False","Mathematics 220. Offered both semesters.","B","1","","","C","20081","","Research","2008"
"0000061074","1.0","0000000011","AMST","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20081","Internship","Research","2008"
"0000061075","1.0","0000000014","AMST","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20081","Internship","Research","2008"
"0000061076","1.0","0000000068","ART","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20081","","Research","2008"
"0000061077","1.0","0000000073","ART","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20081","","Research","2008"
"0000061078","1.0","0000000153","BIO","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Center for Experiential Learning, enlist a faculty sponsor, and complete an internship application.","1","","","","","Eugene Bakko","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20081","Internship","Research","2008"
"0000061079","1.0","0000000174","BIO","Biology 394 is for students who have completed one internship (Biology 294) and wish to perform a second internship. Students interested in an internship should consult with the Center for Experiential Learning, locate a faculty sponsor, and complete an internship form.","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20081","Internship","Research","2008"
"0000061080","1.0","0000000204","CHEM","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20081","Internship","Research","2008"
"0000061081","1.0","0000000222","CHEM","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20081","Internship","Research","2008"
"0000061082","1.0","0000000233","CLASS","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20081","","Research","2008"
"0000061083","1.0","0000000235","CLASS","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20081","","Research","2008"
"0000061084","1.0","0000000248","CHIN","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20081","","Research","2008"
