"clbid","credits","crsid","department","description","enrolled","firstyear","gereqs","groupid","grouptype","halfcredit","instructors","junior","learningmode","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000136882","0.25","0000034673","ASIAN","","4","","","","","","Hsiang-Lin Shih","","S","200","10","FLC - Chinese","Prerequisite: Completion of Chinese 232 or equivalent experience.;Meeting time will be decided based on availability of the registered students.","201","{'day': 'Mo', 'end': '08:55', 'location': 'TOH 175', 'start': '08:00'}","False","Completion of Chinese 232 or equivalent experience.","A","1","","","O","20211","","FLAC","2021"
"0000136884","1.0","0000000747","MATH","Algebra is concerned with sets of objects and operations that satisfy a few basic properties. Using the properties we study axiomatic systems such as groups, rings, and fields, covering topics such as homomorphisms, cosets, quotient structures, polynomial rings,and finite fields. Emphasis is on theory and on developing the ability to write proofs. Offered each semester. Also counts toward computer science major. Prerequisite: MATH 220. Permission of instructor required for first-year students.","16","","WAC","","","","Adam H. Berliner","","S","200","18","Abstract Algebra I","Open to first-year students with permission of department chair.","252","{'day': 'Mo', 'end': '13:50', 'location': 'RNS 435', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'RNS 435', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'RNS 435', 'start': '12:55'}","False","MATH 220. Permission of instructor required for first-year students.","B","1","","","O","20211","","Research","2021"
"0000136885","1.0","0000000747","MATH","Algebra is concerned with sets of objects and operations that satisfy a few basic properties. Using the properties we study axiomatic systems such as groups, rings, and fields, covering topics such as homomorphisms, cosets, quotient structures, polynomial rings,and finite fields. Emphasis is on theory and on developing the ability to write proofs. Offered each semester. Also counts toward computer science major. Prerequisite: MATH 220. Permission of instructor required for first-year students.","18","","WAC","","","","Ryota Matsuura","","S","200","18","Abstract Algebra I","Open to first-year students with permission of department chair.","252","{'day': 'Mo', 'end': '12:45', 'location': 'TOH 186', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'TOH 186', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'TOH 186', 'start': '11:50'}","False","MATH 220. Permission of instructor required for first-year students.","A","1","","","C","20211","","Research","2021"
"0000136888","0.25","0000000068","ART","","0","","","","","","Staff","","S","200","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","C","20211","","Research","2021"
"0000136889","1.0","0000000073","ART","","0","","","","","","Staff","","S","300","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","C","20211","","Research","2021"
"0000136890","0.25","0000000153","BIO","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Piper Center for Vocation and Career, enlist a faculty supervisor, and complete an internship application. Internships do not count toward the biology major requirements.","0","0/0","","","","","Staff","","S","200","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","C","20211","","Research","2021"
"0000136891","1.0","0000000174","BIO","Biology 394 is for students who have completed one internship (BIO 294) and wish to complete a second internship. Students interested in an internship should consult with the Piper Center for Vocation and Career, locate a faculty supervisor, and complete an internship form. Internships do not count toward the biology major requirements.","0","0/0","","","","","Staff","","S","300","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","C","20211","","Research","2021"
"0000136892","0.25","0000000204","CHEM","","0","","","","","","Staff","","S","200","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","C","20211","","Research","2021"
"0000136893","1.0","0000000222","CHEM","","0","","","","","","Staff","","S","300","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","C","20211","","Research","2021"
"0000136894","1.0","0000000233","CLASS","","0","","","","","","Staff","","S","200","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","C","20211","","Research","2021"
"0000136895","1.0","0000000235","CLASS","","0","","","","","","Staff","","S","300","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","C","20211","","Research","2021"
"0000136896","1.0","0000000248","CHIN","","0","","","","","","Staff","","S","200","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","C","20211","","Research","2021"
"0000136897","1.0","0000000251","CHIN","","0","","","","","","Staff","","S","300","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","C","20211","","Research","2021"
"0000136898","1.0","0000000276","ECON","","0","","","","","","Staff","","S","200","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","C","20211","","Research","2021"
"0000136899","1.0","0000000284","ECON","","0","","","","","","Staff","","S","300","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","C","20211","","Research","2021"
"0000136900","1.0","0000000299","CSCI","This is an intermediate-level version of CSCI 394.","0","","","","","","Staff","","S","200","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","C","20211","","Research","2021"
"0000136901","1.0","0000000306","CSCI","Students gain experience in computer-industry positions. Recent projects have included contributions to team programming, documentation, business applications of computing, modifications of large proprietary code bases using industry-standard software frameworks, test-driven development, creating mobile-computing interfaces for existing software systems, and improving security of company websites. Internship experiences (whether for credit or not) are strongly encouraged for anyone considering a career in computing.","0","","","","","","Staff","","S","300","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","C","20211","","Research","2021"
"0000136902","1.0","0000000313","EDUC","","0","0/0","","","","","Staff","","S","200","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","0/0","C","20211","","Research","2021"
"0000136903","0.5","0000000344","EDUC","","0","0/0","","","","","Staff","","S","300","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","0/0","C","20211","","Research","2021"
"0000136904","1.0","0000000433","ENGL","","0","","","","","","Staff","","S","200","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","C","20211","","Research","2021"
"0000136905","1.0","0000000449","ENGL","","0","","","","","","Staff","","S","300","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","C","20211","","Research","2021"
"0000136906","1.0","0000000464","ENVST","","0","","","","","","Staff","","S","200","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","C","20211","","Research","2021"
"0000136907","1.0","0000000466","ENVST","","0","","","","","","Staff","","S","300","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","C","20211","","Research","2021"
"0000136908","1.0","0000000490","FREN","","0","","","","","","Staff","","S","200","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","C","20211","","Research","2021"
"0000136909","1.0","0000000494","FREN","","0","","","","","","Staff","","S","300","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","C","20211","","Research","2021"
"0000136910","1.0","0000000522","GERM","Students spend four weeks during Interim or summer in an individually selected German or Austrian workplace. Opportunities include work in health care, communications, and manufacturing as well as non-profit organizations, libraries, businesses, laboratories, offices, and churches. Assignment of position varies with availability in host institutions. Prerequisite: at least one 250-level course.","0","","","","","","Staff","","S","200","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","at least one 250-level course.","","1","","","C","20211","","Research","2021"
"0000136911","1.0","0000000529","GERM","Students spend four weeks during Interim or summer in the German or Austrian workplace. Opportunities include working in health care, communications, and manufacturing as well as non-profit organizations, libraries, businesses, laboratories, offices, and churches. Assignment of position varies with availability of host institutions. Prerequisite: at least one 270-level course.","0","","","","","","Staff","","S","300","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","at least one 270-level course.","","1","","","C","20211","","Research","2021"
"0000136912","1.0","0000000543","GREEK","","0","","","","","","Staff","","S","200","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","C","20211","","Research","2021"
"0000136913","1.0","0000000550","GREEK","","0","","","","","","Staff","","S","300","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","C","20211","Academic Inernship","Research","2021"
"0000136914","1.0","0000000624","HIST","","0","","","","","","Staff","","S","200","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","C","20211","","Research","2021"
"0000136915","1.0","0000000640","HIST","","0","","","","","","Staff","","S","300","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","C","20211","","Research","2021"
"0000136916","0.25","0000000653","FAMST","","0","","","","","","Staff","","S","200","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","C","20211","","Research","2021"
"0000136917","1.0","0000000656","FAMST","","0","","","","","","Staff","","S","300","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","C","20211","","Research","2021"
"0000136918","1.0","0000000670","JAPAN","","0","","","","","","Staff","","S","300","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","C","20211","","Research","2021"
"0000136920","1.0","0000000707","ID","","0","","","","","","Staff","","S","200","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","C","20211","","Research","2021"
"0000136921","1.0","0000000709","ID","","0","","","","","","Staff","","S","300","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","C","20211","","Research","2021"
"0000136922","1.0","0000000716","LATIN","","0","","","","","","Staff","","S","200","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","C","20211","","Research","2021"
"0000136923","1.0","0000000725","LATIN","","0","","","","","","Staff","","S","300","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","C","20211","","Research","2021"
"0000136924","1.0","0000000751","MATH","","0","","","","","","Staff","","S","200","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","C","20211","","Research","2021"
"0000136925","1.0","0000000766","MATH","","0","","","","","","Staff","","S","300","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","C","20211","","Research","2021"
"0000136926","1.0","0000000788","MGMT","","0","","","","","","Staff","","S","300","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","C","20211","","Research","2021"
"0000136927","1.0","0000000795","MEDIA","","0","","","","","","Staff","","S","200","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","C","20211","","Research","2021"
"0000136928","1.0","0000000846","MUSIC","","0","","","","","","Staff","","S","200","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","C","20211","","Research","2021"
"0000136929","1.0","0000000865","MUSIC","","0","","","","","","Staff","","S","300","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","C","20211","","Research","2021"
"0000136930","1.0","0000000931","NORW","","0","","","","","","Staff","","S","200","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","C","20211","","Research","2021"
"0000136931","1.0","0000000936","NORW","","0","","","","","","Staff","","S","300","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","C","20211","","Research","2021"
"0000136932","0.25","0000000942","NURS","Does not count toward the major. Students may choose a 1.00, 0.50, or 0.25 credit option","0","","","","","","Staff","","S","200","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","C","20211","","Research","2021"
"0000136933","1.0","0000000961","NURS","Does not count toward the major. Students may choose a 1.00, 0.50, or 0.25 credit option.","0","","","","","","Staff","","S","300","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","C","20211","","Research","2021"
"0000136934","1.0","0000000985","PHIL","","0","","","","","","Staff","","S","200","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","C","20211","","Research","2021"
"0000136935","1.0","0000000992","PHIL","","0","","","","","","Staff","","S","300","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","C","20211","","Research","2021"
"0000136936","0.5","0000001057","KINES","","0","","","","","","Staff","","S","200","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","C","20211","","Research","2021"
"0000136937","1.0","0000001067","KINES","","0","","","","","","Staff","","S","300","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","C","20211","","Research","2021"
"0000136938","1.0","0000001090","PHYS","","0","","OEP","","","","Staff","","S","200","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","C","20211","","Research","2021"
"0000136939","1.0","0000001100","PHYS","","0","","","","","","Staff","","S","300","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","C","20211","","Research","2021"
"0000136940","1.0","0000001139","PSCI","Internships are available in a wide variety of public and private institutions including the state legislature, lobbying agencies, law firms, media organizations, corporate public affairs, and executive agencies.","0","","","","","","Staff","","S","200","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","C","20211","","Research","2021"
"0000136941","1.0","0000001151","PSCI","Students with ideas for internships are encouraged to approach instructors within the departmentin order to arrange supervision for credit. For Level III credit students must have successfullycompleted a Level II internship in the same area. Prerequisite: PSCI 294.","0","","","","","","Staff","","S","300","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","PSCI 294.","","1","","","C","20211","","Research","2021"
"0000136942","0.25","0000001178","PSYCH","","0","","","","","","Staff","","S","200","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","C","20211","","Research","2021"
"0000136943","1.0","0000001188","PSYCH","","0","","","","","","Staff","","S","300","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","C","20211","","Research","2021"
"0000136944","1.0","0000001236","REL","","0","","","","","","Staff","","S","200","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","C","20211","","Research","2021"
"0000136945","1.0","0000001253","REL","","0","","","","","","Staff","","S","300","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","C","20211","","Research","2021"
"0000136946","1.0","0000001275","RUSSN","","0","","","","","","Staff","","S","200","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","C","20211","","Research","2021"
"0000136947","1.0","0000001279","RUSSN","","0","","","","","","Staff","","S","300","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","C","20211","","Research","2021"
"0000136948","0.25","0000001315","SOAN","","0","","","","","","Staff","","S","200","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","C","20211","","Research","2021"
"0000136949","1.0","0000001319","SOAN","","0","","","","","","Staff","","S","300","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","C","20211","","Research","2021"
"0000136950","1.0","0000001341","SPAN","","0","","","","","","Staff","","S","200","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","C","20211","","Research","2021"
