"clbid","credits","crsid","department","description","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","status","term","title","type","year"
"0000110220","0.5","0000000068","ART","","1","0","1","0","0","","Thompson, Nancy M.","{'fsnum': '13137', 'name': 'Thompson, Nancy M.'}","200","","Academic Internship","","294","","True","","","5","O","20155","","Research","2015"
"0000110362","1.0","0000000068","ART","","1","0","0","0","1","","Griep, Mary","{'fsnum': '2757', 'name': 'Griep, Mary'}","200","","Academic Internship","","294","","True","","A","5","O","20155","","Research","2015"
"0000110394","0.25","0000000068","ART","","1","0","0","0","1","","Weeks, Michon","{'fsnum': '23761', 'name': 'Weeks, Michon'}","200","","Academic Internship","","294","","True","","B","5","O","20155","","Research","2015"
"0000110253","1.0","0000000073","ART","","1","0","0","0","1","","Spiker, Christina","{'fsnum': '27183', 'name': 'Spiker, Christina'}","300","","Academic Internship","","394","","True","","","5","O","20155","","Research","2015"
"0000109545","1.0","0000000126","BIO","Students journey toward greater understanding of the human body through an integrated study of the structure of the body (anatomy) and how organs such as the brain, heart, and kidney perform their remarkable functions (physiology). The course is designed primarily for students intending careers in the health sciences. Students attend lectures plus one three-hour laboratory per week. Offered annually. Counts toward exercise science major, neuroscience concentration, and biomedical studies concentration (for students through class of 2016). Prerequisite: BIO 143, or BIO 150 and BIO 227, or BIO 125, or CH/BI 227.","10","2","1","6","1","","Cole, Steven","{'fsnum': '26217', 'name': 'Cole, Steven'}","200","","Human Anatomy & Physiology","Term dates for this course: July 18 - Aug 18.","243","{'day': 'Mo', 'end': '11:00', 'location': 'RNS 435', 'start': '09:00'};{'day': 'Tu', 'end': '11:00', 'location': 'RNS 435', 'start': '09:00'};{'day': 'We', 'end': '11:00', 'location': 'RNS 435', 'start': '09:00'};{'day': 'Th', 'end': '11:00', 'location': 'RNS 435', 'start': '09:00'}","False","BIO 143, or BIO 150 and BIO 227, or BIO 125, or CH/BI 227.","","5","O","20155","Human Anatomy and Physiology: Organs and Organ Systems","Research","2015"
"0000109546","","0000000127","BIO","","10","2","1","6","1","","Cole, Steven","{'fsnum': '26217', 'name': 'Cole, Steven'}","200","","Human Anatomy & Physiology Lab","Term dates for this lab: July 18 - Aug 18.","243","{'day': 'Mo', 'end': '15:00', 'location': 'RNS 254', 'start': '12:00'};{'day': 'Tu', 'end': '15:00', 'location': 'RNS 254', 'start': '12:00'};{'day': 'We', 'end': '15:00', 'location': 'RNS 254', 'start': '12:00'}","False","","","5","O","20155","","Lab","2015"
"0000110000","0.25","0000000153","BIO","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Piper Center for Vocation and Career, enlist a faculty supervisor, and complete an internship application. Internships do not count toward the biology major requirements.","1","0","1","0","0","","Cole, Eric","{'fsnum': '1206', 'name': 'Cole, Eric'}","200","","Academic Internship","","294","","True","False","","5","O","20155","","Research","2015"
"0000110255","0.25","0000000153","BIO","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Piper Center for Vocation and Career, enlist a faculty supervisor, and complete an internship application. Internships do not count toward the biology major requirements.","1","0","0","1","0","","Beussman, Douglas J.","{'fsnum': '15745', 'name': 'Beussman, Douglas J.'}","200","","Academic Internship","","294","","True","False","A","5","O","20155","","Research","2015"
"0000110256","1.0","0000000153","BIO","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Piper Center for Vocation and Career, enlist a faculty supervisor, and complete an internship application. Internships do not count toward the biology major requirements.","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","Academic Internship","","294","","True","False","B","5","O","20155","","Research","2015"
"0000110405","1.0","0000000154","BIO","Independent study allows students to study in an area not covered in the regular biology course offerings. The student undertakes substantial independent study in a defined biological field, meets regularly with faculty supervisor, and prepares some form of presentation of the material learned. The student must obtain permission of supervisor and complete an independent study form available from the Registrar's Office or its Web site.","0","0","0","0","0","WRI","Staff","{'fsnum': '', 'name': 'Staff'}","200","","IS/","","298","","False","False","","5","O","20155","Independent Study","Research","2015"
