"clbid","credits","crsid","department","description","enrolled","firstyear","groupid","grouptype","halfcredit","instructors","junior","learningmode","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000111925","0.25","0000016218","SOAN","","4","0/0","","","","Christopher L. Chiappari","","S","200","10","FLC - Spanish","","237","","False","False","","1","","","O","20171","","FLAC","2017"
"0000111926","1.0","0000000747","MATH","Algebra is concerned with sets of objects and operations that satisfy a few basic properties. Using the properties we study axiomatic systems such as groups, rings, and fields, covering topics such as homomorphisms, cosets, quotient structures, polynomial rings,and finite fields. Emphasis is on theory and on developing the ability to write proofs. Offered each semester. Counts toward computer science major. Prerequisite: MATH 220. Permission of instructor required for first-year students.","17","","","","","Marju Purin","","S","200","18","Abstract Algebra I","Open to first-year students with permission of department chair.","252","{'day': 'Mo', 'end': '11:40', 'location': 'TOH 186', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'TOH 186', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'TOH 186', 'start': '10:45'}","False","MATH 220. Permission of instructor required for first-year students.","B","1","","","C","20171","","Research","2017"
"0000111927","1.0","0000000747","MATH","Algebra is concerned with sets of objects and operations that satisfy a few basic properties. Using the properties we study axiomatic systems such as groups, rings, and fields, covering topics such as homomorphisms, cosets, quotient structures, polynomial rings,and finite fields. Emphasis is on theory and on developing the ability to write proofs. Offered each semester. Counts toward computer science major. Prerequisite: MATH 220. Permission of instructor required for first-year students.","20","","","","","Kosmas Diveris","","S","200","18","Abstract Algebra I","Open to first-year students with permission of department chair.","252","{'day': 'Mo', 'end': '10:00', 'location': 'TOH 186', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'TOH 186', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'TOH 186', 'start': '09:05'}","False","MATH 220. Permission of instructor required for first-year students.","A","1","","","C","20171","","Research","2017"
"0000111928","1.0","0000000011","AMST","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","C","20171","","Research","2017"
"0000111929","1.0","0000000014","AMST","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","C","20171","","Research","2017"
"0000111930","0.25","0000000068","ART","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","C","20171","","Research","2017"
"0000111931","1.0","0000000073","ART","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","C","20171","","Research","2017"
"0000111932","0.25","0000000153","BIO","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Piper Center for Vocation and Career, enlist a faculty supervisor, and complete an internship application. Internships do not count toward the biology major requirements.","0","0/0","","","","William C. Solomon","","S","200","999","Academic Internship","","294","","True","False","","1","","","C","20171","","Research","2017"
"0000111933","1.0","0000000174","BIO","Biology 394 is for students who have completed one internship (BIO 294) and wish to complete a second internship. Students interested in an internship should consult with the Piper Center for Vocation and Career, locate a faculty supervisor, and complete an internship form. Internships do not count toward the biology major requirements.","0","0/0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","C","20171","","Research","2017"
"0000111934","1.0","0000000204","CHEM","","1","","","","","William C. Solomon","","S","200","999","Academic Internship","","294","","True","False","","1","","","C","20171","","Research","2017"
"0000111935","1.0","0000000222","CHEM","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","C","20171","","Research","2017"
"0000111936","1.0","0000000233","CLASS","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","C","20171","","Research","2017"
"0000111937","1.0","0000000235","CLASS","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","C","20171","","Research","2017"
"0000111938","1.0","0000000248","CHIN","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","C","20171","","Research","2017"
"0000111939","1.0","0000000251","CHIN","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","C","20171","","Research","2017"
"0000111940","1.0","0000000276","ECON","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","C","20171","","Research","2017"
