"clbid","credits","crsid","department","description","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","status","term","title","type","year"
"0000086509","1.0","0000020055","ART","This foundation-level studio course introduces the aesthetic, conceptual, and technical foundations of new media art-making and ways new media inform the creation and understanding of art in cultural contexts, with special emphasis on cyberculture and hypertext. Students explore the form and space of new media images through a wide variety of materials and media. The course emphasizes strategies for idea generation. Students engage in dynamic activity, spirited investigation, and thoughtful creative expression. Materials fee. Offered each semester. Counts toward film studies concentration.","0","0","0","0","0","ALS-A","Alvarez, Guido","{'fsnum': '21134', 'name': 'Alvarez, Guido'}","100","","Foundation New Media","","104","{'day': 'Mo', 'end': '11:30', 'location': 'CAD 100', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'CAD 100', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'CAD 100', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'CAD 100', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'CAD 100', 'start': '10:00'}","False","False","","5","O","20115","","Research","2011"
"0000086510","1.0","0000020057","ART","This course focuses on the development of pieces of video art. Students study the rudiments of visual storytelling by developing their own short projects. Students study all aspects of production from concept to screening, including idea generation, pre-production planning, lighting, shooting, editing, and sound mixing, with special emphasis on innovative approaches to narrative form. Prerequisites: Art 104, Art 228, and basic Photoshop skills; or permission of instructor Materials fee. Offered alternate years. Counts toward film studies concentration.","0","0","0","0","0","ALS-A","Alvarez, Guido","{'fsnum': '21134', 'name': 'Alvarez, Guido'}","200","","Video Art","","229","{'day': 'Mo', 'end': '14:00', 'location': 'CAD 100', 'start': '12:30'};{'day': 'Tu', 'end': '14:00', 'location': 'CAD 100', 'start': '12:30'};{'day': 'We', 'end': '14:00', 'location': 'CAD 100', 'start': '12:30'};{'day': 'Th', 'end': '14:00', 'location': 'CAD 100', 'start': '12:30'};{'day': 'Fr', 'end': '14:00', 'location': 'CAD 100', 'start': '12:30'}","False","Prerequisites: Art 104, Art 228, and basic Photoshop skills; or permission of instructor Materials fee. Offered alternate years. Counts toward film studies concentration.","","5","O","20115","","Research","2011"
"0000086593","0.5","0000000073","ART","","0","0","0","0","0","","Alvarez, Guido","{'fsnum': '21134', 'name': 'Alvarez, Guido'}","300","","Academic Internship","","394","","True","","","5","O","20115","","Research","2011"
"0000086186","1.0","0000000608","AS/HI","This course studies Chinese civilization from its beginnings to the end of the 19th century, providing an overview of traditional Chinese thought, culture, institutions, and society. Students examine the development of philosophy and religion, achievements in art and literature, and social and economic change. This course also considers foreign conquest dynasties, Chinese expansion into Inner Asia, and China's relations with the West. Foreign Language Across the Curriculum course available in Chinese for students at the third-year level in the language. Offered most years.","2","0","1","1","0","ALS-L;MCG;MCS-G","Entenmann, Robert","{'fsnum': '1821', 'name': 'Entenmann, Robert'}","200","","Chinese Civilization","","250","{'day': 'Mo', 'end': '11:30', 'location': 'HH 514', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'HH 514', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'HH 514', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'HH 514', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'HH 514', 'start': '10:00'}","False","False","","5","O","20115","","Research","2011"
"0000086275","1.0","0000000078","ASIAN","This course examines major cultures of Asia from interdisciplinary and comparative perspectives with attention to theories of human behavior. Themes vary from year to year. No prerequisites.","6","2","1","2","1","MCG;MCS-G;WRI","Reed, Barbara","{'fsnum': '6625', 'name': 'Reed, Barbara'}","100","","Asian Cultures","","121","{'day': 'Mo', 'end': '14:00', 'location': 'TOH 314', 'start': '12:30'};{'day': 'Tu', 'end': '14:00', 'location': 'TOH 314', 'start': '12:30'};{'day': 'We', 'end': '14:00', 'location': 'TOH 314', 'start': '12:30'};{'day': 'Th', 'end': '14:00', 'location': 'TOH 314', 'start': '12:30'};{'day': 'Fr', 'end': '14:00', 'location': 'TOH 314', 'start': '12:30'}","False","False","","5","O","20115","Asian Cultures in Comparative Perspectives","Research","2011"
"0000086575","0.5","0000000093","ASIAN","","3","1","0","2","0","","Wan, Pin Pin","{'fsnum': '8890', 'name': 'Wan, Pin Pin'}","200","","Academic Internship","","294","","True","","","5","O","20115","","Research","2011"
"0000086588","0.5","0000000093","ASIAN","","2","0","0","2","0","","Ito, Rika","{'fsnum': '14203', 'name': 'Ito, Rika'}","200","","Academic Internship","","294","","True","","A","5","O","20115","","Research","2011"
"0000097599","1.0","0000000096","ASIAN","","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","300","","Academic Internship","","394","","True","","","5","O","20115","","Research","2011"
"0000086749","1.0","0000000100","BIO","This course explores contemporary biological issues related to health and the environment, with the goal of fostering informed citizens prepared for current biological debates. Students learn the relevant biological principles in lecture and lab followed by appropriate lab or field research. Specific topics vary from year to year and may include emerging diseases, cardiovascular health, genetics, specific groups of organisms, behavior, and environmental dynamics. The course includes lectures plus one two-hour laboratory per week.","40","0","0","27","13","IST;NSC;NSL;SED","McDonald, Eric;Deacon, Nicholas J.","{'fsnum': '18464', 'name': 'McDonald, Eric'};{'fsnum': '22784', 'name': 'Deacon, Nicholas J.'}","100","","Biological Science","","121","","False","False","","5","O","20115","Biological Science: Issues in Biology","Research","2011"
"0000086750","","0000000101","BIO","","40","0","0","27","13","","McDonald, Eric;Deacon, Nicholas J.","{'fsnum': '18464', 'name': 'McDonald, Eric'};{'fsnum': '22784', 'name': 'Deacon, Nicholas J.'}","100","","Biological Science Lab","","121","","False","","","5","O","20115","","Lab","2011"
"0000086594","0.5","0000000153","BIO","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Center for Experiential Learning, enlist a faculty supervisor, and complete an internship application. Internships do not count toward the biology major requirements.","1","0","1","0","0","","Walter, Anne","{'fsnum': '8876', 'name': 'Walter, Anne'}","200","","Academic Internship","","294","","True","False","","5","O","20115","Internship","Research","2011"
"0000086625","0.5","0000000153","BIO","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Center for Experiential Learning, enlist a faculty supervisor, and complete an internship application. Internships do not count toward the biology major requirements.","1","0","0","1","0","","Angell, Diane K.","{'fsnum': '256', 'name': 'Angell, Diane K.'}","200","","Academic Internship","","294","","True","False","A","5","O","20115","Internship","Research","2011"
"0000086202","1.0","0000000194","CHEM","This course provides a sequential introduction to physical chemistry. Beginning with an introduction to statistical aspects of chemical equilibria, it explores the relationships between energy, entropy and equilibria (thermodynamics); oxidation-reduction reactions and electrochemistry; transitions between phases; and rates of reactions. Students attend three classes and one three-hour laboratory per week. Prerequisite: Chemistry 125, or 121 and 123 and Mathematics 120 or 121 or permission of instructor. Offered annually in the spring semester.","12","5","1","5","1","NSC;NSL;SED","Riley, Patrick N.","{'fsnum': '14194', 'name': 'Riley, Patrick N.'}","100","","Chemical Reactions","","126","{'day': 'Mo', 'end': '11:30', 'location': 'RNS 310', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'RNS 310', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'RNS 310', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'RNS 310', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'RNS 310', 'start': '10:00'}","False","Chemistry 125, or 121 and 123 and Mathematics 120 or 121 or permission of instructor. Offered annually in the spring semester.","","5","O","20115","Energies and Rates of Chemical Reactions","Research","2011"
"0000086203","","0000000195","CHEM","","12","5","1","5","1","","Riley, Patrick N.","{'fsnum': '14194', 'name': 'Riley, Patrick N.'}","100","","Chemical Reactions Lab","","126","{'day': 'Mo', 'end': '16:00', 'location': 'RNS 355', 'start': '13:00'};{'day': 'We', 'end': '16:00', 'location': 'RNS 355', 'start': '13:00'}","False","","","5","O","20115","","Lab","2011"
"0000086204","1.0","0000000197","CHEM","This course is a continuation of Chemistry 247 topics. Chemistry 248 delves into the chemistry of functional groups, especially those that play a role in the reactivity of biomolecules such as carbohydrates, lipids, proteins ,and nucleic acids. Together, Chemistry 247 and 248 provide a full treatment of introductory organic chemistry. Prerequisite: Chemistry 247 or permission of instructor. Offered annually in the spring semester. Counts toward environmental studies major (natural science track).","41","5","2","26","8","","Pearson, Wesley","{'fsnum': '6161', 'name': 'Pearson, Wesley'}","200","","Organic Chemistry II","","248","{'day': 'Mo', 'end': '09:30', 'location': 'RNS 310', 'start': '08:00'};{'day': 'Tu', 'end': '09:30', 'location': 'RNS 310', 'start': '08:00'};{'day': 'We', 'end': '09:30', 'location': 'RNS 310', 'start': '08:00'};{'day': 'Th', 'end': '09:30', 'location': 'RNS 310', 'start': '08:00'};{'day': 'Fr', 'end': '09:30', 'location': 'RNS 310', 'start': '08:00'}","False","Chemistry 247 or permission of instructor. Offered annually in the spring semester. Counts toward environmental studies major (natural science track).","","5","O","20115","","Research","2011"
"0000086205","0.25","0000000200","CHEM","This course is a continuation of Chemistry 253. Students gain more experience with techniques used in Chemistry 253 and in addition use gas chromatographic/mass spectrometric analyses. Students attend one three-hour laboratory each week. P/N only. Prerequisites: Chemistry 253 and previous or concurrent registration in Chemistry 248. Offered annually in the spring semester. Counts toward environmental studies major (natural science track).","21","4","1","13","3","","Terrell, Cassidy R.","{'fsnum': '23817', 'name': 'Terrell, Cassidy R.'}","200","","Synthesis Lab II","","254","{'day': 'Tu', 'end': '16:00', 'location': 'RNS 340', 'start': '13:00'};{'day': 'Th', 'end': '16:00', 'location': 'RNS 340', 'start': '13:00'}","True","Prerequisites: Chemistry 253 and previous or concurrent registration in Chemistry 248. Offered annually in the spring semester. Counts toward environmental studies major (natural science track).","A","5","C","20115","Synthesis Laboratory II","Lab","2011"
"0000086542","0.25","0000000200","CHEM","This course is a continuation of Chemistry 253. Students gain more experience with techniques used in Chemistry 253 and in addition use gas chromatographic/mass spectrometric analyses. Students attend one three-hour laboratory each week. P/N only. Prerequisites: Chemistry 253 and previous or concurrent registration in Chemistry 248. Offered annually in the spring semester. Counts toward environmental studies major (natural science track).","12","1","1","6","4","","Terrell, Cassidy R.","{'fsnum': '23817', 'name': 'Terrell, Cassidy R.'}","200","","Synthesis Lab II","","254","{'day': 'Mo', 'end': '16:00', 'location': 'RNS 340', 'start': '13:00'};{'day': 'We', 'end': '16:00', 'location': 'RNS 340', 'start': '13:00'}","True","Prerequisites: Chemistry 253 and previous or concurrent registration in Chemistry 248. Offered annually in the spring semester. Counts toward environmental studies major (natural science track).","B","5","O","20115","Synthesis Laboratory II","Lab","2011"
"0000086738","0.5","0000000299","CSCI","This is an intermediate-level version of Computer Science 394.","1","0","1","0","0","","Brown, Richard","{'fsnum': '806', 'name': 'Brown, Richard'}","200","","Academic Internship","","294","","True","False","","5","O","20115","Internship","Research","2011"
