"clbid","credits","crsid","department","description","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","status","term","title","type","year"
"0000123983","1.0","0000000114","BIO","Why do biologists do what they do? How is biology actually done? Students investigate the reasons biological science is done the way it is today. Students have the opportunity to design and perform their own experiments while learning the process of scientific investigation. Designed primarily for non-majors. Offered during Interim.","9","3","4","0","2","IST;NSC;NSL;SED","Giannini, John","{'fsnum': '2593', 'name': 'Giannini, John'}","100","18","Thinking & Doing Bio","Students registering for BIO 135 must also register for BIO 135 Lab","135","{'day': 'Mo', 'end': '12:00', 'location': 'RNS 290', 'start': '21:00'};{'day': 'Tu', 'end': '12:00', 'location': 'RNS 290', 'start': '21:00'};{'day': 'We', 'end': '12:00', 'location': 'RNS 290', 'start': '21:00'};{'day': 'Th', 'end': '12:00', 'location': 'RNS 290', 'start': '21:00'};{'day': 'Fr', 'end': '12:00', 'location': 'RNS 290', 'start': '21:00'}","False","False","","4","O","20184","Thinking and Doing Biology","Research","2018"
"0000123984","","0000000115","BIO","","9","3","4","0","2","","Giannini, John","{'fsnum': '2593', 'name': 'Giannini, John'}","100","","Thinking & Doing Bio Lab","","135","","False","","","4","O","20184","","Lab","2018"
"0000127296","1.0","0000026649","BIO","This course is the gateway for the biology major, guiding students as they develop the context, skills, and modern framework on which to continue their study of biology. Students explore the history, evolution, and diversity of life in the context of genetics and comparative genomics. The laboratory emphasizes question-asking, problem-solving, and exploring biodiversity, and students have multiple opportunities to practice and communicate their science. Students attend lectures plus one 3-hour laboratory/discussion per week. Offered each semester. Counts toward biomolecular science concentration.","0","0","0","0","0","IST;SED","Lee, Norman","{'fsnum': '29095', 'name': 'Lee, Norman'}","100","24","Biodiversity Foundations","Students registering for BIO 150 must also register for BIO 150 Lab             ;This course has been canceled.","150","{'day': 'Mo', 'end': '11:00', 'location': 'RNS 210', 'start': '09:00'};{'day': 'Tu', 'end': '11:00', 'location': 'RNS 210', 'start': '09:00'};{'day': 'We', 'end': '11:00', 'location': 'RNS 210', 'start': '09:00'};{'day': 'Th', 'end': '11:00', 'location': 'RNS 210', 'start': '09:00'};{'day': 'Fr', 'end': '11:00', 'location': 'RNS 210', 'start': '09:00'}","False","False","","4","X","20184","Evolutionary Foundations of Biodiversity","Research","2018"
"0000127297","","0000026650","BIO","","0","0","0","0","0","","Lee, Norman","{'fsnum': '29095', 'name': 'Lee, Norman'}","100","24","Biodiversity Found Lab","","150","{'day': 'We', 'end': '17:00', 'location': 'RNS 255', 'start': '13:00'}","False","","","4","X","20184","","Lab","2018"
"0000123985","1.0","0000000126","BIO","Students journey toward greater understanding of the human body through an integrated study of the structure of the body (anatomy) and how organs such as the brain, heart, and kidney perform their remarkable functions (physiology). The course is designed primarily for students intending careers in the health sciences. Students attend lectures plus one three-hour laboratory per week. Offered each semester. Counts toward exercise science major and neuroscience concentration. Prerequisite: BIO 143, or BIO 150 and BIO 227 or CH/BI 227.","12","0","3","9","0","","Cole, Steven","{'fsnum': '26217', 'name': 'Cole, Steven'}","200","24","Human Anatomy & Physiology","Students registering for BIO 243 must also register for BIO 243 Lab","243","{'day': 'Mo', 'end': '17:30', 'location': 'RNS 435', 'start': '15:30'};{'day': 'Tu', 'end': '17:30', 'location': 'RNS 435', 'start': '15:30'};{'day': 'We', 'end': '17:30', 'location': 'RNS 435', 'start': '15:30'};{'day': 'Th', 'end': '17:30', 'location': 'RNS 435', 'start': '15:30'}","False","BIO 143, or BIO 150 and BIO 227 or CH/BI 227.","","4","O","20184","Human Anatomy and Physiology: Organs and Organ Systems","Research","2018"
"0000123986","","0000000127","BIO","","12","0","3","9","0","","Cole, Steven","{'fsnum': '26217', 'name': 'Cole, Steven'}","200","24","Human Anatomy & Physiology Lab","","243","{'day': 'Mo', 'end': '21:00', 'location': 'RNS 254', 'start': '18:00'};{'day': 'Tu', 'end': '21:00', 'location': 'RNS 254', 'start': '18:00'};{'day': 'We', 'end': '21:00', 'location': 'RNS 254', 'start': '18:00'}","False","","","4","O","20184","","Lab","2018"
"0000127159","1.0","0000000181","CHEM","In addition to the in-class experience shared with Chemistry 106 and described above, this course offers a laboratory component with experiments that feature the use of forensic techniques to collect and analyze evidence including fingerprinting, drug analysis, alcohol investigation, DNA fingerprinting, and fiber analysis. Students attend three classes and one three-hour laboratory per week. Offered alternate years in the spring semester.","3","0","1","2","0","IST;NSC;NSL;SED","Dittmer, Adam","{'fsnum': '27141', 'name': 'Dittmer, Adam'}","100","24","Forensic Sci With Lab","Students registering for Chem 107 must also register for Chem 107 lab.","107","{'day': 'Mo', 'end': '11:30', 'location': 'RNS 435', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'RNS 435', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'RNS 435', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'RNS 435', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'RNS 435', 'start': '10:00'}","False","False","","4","O","20184","Forensic Science with Lab","Research","2018"
"0000127160","","0000017307","CHEM","","3","0","1","2","0","","Dittmer, Adam","{'fsnum': '27141', 'name': 'Dittmer, Adam'}","100","24","Forensic Science Lab","","107","{'day': 'Tu', 'end': '16:00', 'location': 'RNS 454', 'start': '13:00'};{'day': 'Th', 'end': '16:00', 'location': 'RNS 454', 'start': '13:00'}","False","","","4","O","20184","","Lab","2018"
"0000123987","1.0","0000000192","CHEM","This study of chemical stoichiometry, equilibrium, acid-base chemistry, coordination chemistry, and atomic and molecular structure supplies the fundamental background on which all later chemistry courses depend. It includes applications of equilibrium principles to acid-base chemistry. Students attend three classes and one three-hour laboratory each week. Offered annually in the fall semester. Counts toward biomolecular science concentration. Prerequisites: high school chemistry and physics. Students planning to continue in chemistry should consider concurrent registration in MATH 119 or MATH 120. Placement via online placement exam is required. The course cannot be taken in conjunction with or after credit in CHEM 121.","6","1","1","3","1","NSC;NSL;SED","Riley, Patrick N.","{'fsnum': '14194', 'name': 'Riley, Patrick N.'}","100","24","Struct Chem & Equilib","Students registering for Chem 125 must also register for Chem 125 lab.","125","{'day': 'Mo', 'end': '11:30', 'location': 'RNS 310', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'RNS 310', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'RNS 310', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'RNS 310', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'RNS 310', 'start': '10:00'}","False","Prerequisites: high school chemistry and physics. Students planning to continue in chemistry should consider concurrent registration in MATH 119 or MATH 120. Placement via online placement exam is required. The course cannot be taken in conjunction with or after credit in CHEM 121.","","4","O","20184","Structural Chemistry and Equilibrium","Research","2018"
"0000123988","","0000000193","CHEM","","6","1","1","3","1","","Riley, Patrick N.","{'fsnum': '14194', 'name': 'Riley, Patrick N.'}","100","","Struct Chem & Equilib Lab","","125","{'day': 'Mo', 'end': '16:00', 'location': 'RNS 355', 'start': '13:00'};{'day': 'We', 'end': '16:00', 'location': 'RNS 355', 'start': '13:00'}","False","","","4","O","20184","","Lab","2018"
