"clbid","credits","crsid","department","description","enrolled","firstyear","groupid","grouptype","halfcredit","instructors","junior","learningmode","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000072142","1.0","0000000747","MATH","Algebra is concerned with sets of objects and operations that satisfy a few basic properties. Using the properties we study axiomatic systems such as groups, rings, and fields, covering topics such as homomorphisms, cosets, quotient structures, polynomial rings, and finite fields. Emphasis is on theory and on developing the ability to write proofs. Prerequisite: Mathematics 220. Offered each semester.","22","","","","","Adam H. Berliner","","S","200","22","Abstract Algebra I","","252","{'day': 'Mo', 'end': '11:40', 'location': 'RNS 160D', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'RNS 160D', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'RNS 160D', 'start': '10:45'}","False","Mathematics 220. Offered each semester.","A","1","","","C","20101","","Research","2010"
"0000072143","1.0","0000000747","MATH","Algebra is concerned with sets of objects and operations that satisfy a few basic properties. Using the properties we study axiomatic systems such as groups, rings, and fields, covering topics such as homomorphisms, cosets, quotient structures, polynomial rings, and finite fields. Emphasis is on theory and on developing the ability to write proofs. Prerequisite: Mathematics 220. Offered each semester.","19","","","","","Tina Garrett","","S","200","22","Abstract Algebra I","","252","{'day': 'Mo', 'end': '12:45', 'location': 'RNS 206', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'RNS 206', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'RNS 206', 'start': '11:50'}","False","Mathematics 220. Offered each semester.","B","1","","","O","20101","","Research","2010"
"0000072145","1.0","0000000011","AMST","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20101","Internship","Research","2010"
"0000072146","1.0","0000000014","AMST","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20101","Internship","Research","2010"
"0000072147","1.0","0000000068","ART","","1","","","","","Wendell Arneson","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20101","","Research","2010"
"0000072148","1.0","0000000073","ART","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20101","","Research","2010"
"0000072149","0.5","0000000153","BIO","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Center for Experiential Learning, enlist a faculty supervisor, and complete an internship application. Internships do not count toward the biology major requirements.","1","","","","","Theodore Johnson","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20101","Internship","Research","2010"
"0000072150","1.0","0000000174","BIO","Biology 394 is for students who have completed one internship (Biology 294) and wish to complete a second internship. Students interested in an internship should consult with the Center for Experiential Learning, locate a faculty supervisor, and complete an internship form.","2","","","","","Kevin M. Crisp","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20101","Internship","Research","2010"
"0000072151","1.0","0000000204","CHEM","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20101","Internship","Research","2010"
"0000072152","1.0","0000000222","CHEM","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20101","Internship","Research","2010"
"0000072153","1.0","0000000233","CLASS","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20101","","Research","2010"
"0000072154","1.0","0000000235","CLASS","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20101","","Research","2010"
"0000072155","1.0","0000000248","CHIN","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20101","","Research","2010"
"0000072156","1.0","0000000251","CHIN","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20101","","Research","2010"
"0000072157","1.0","0000000276","ECON","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20101","","Research","2010"
"0000072158","1.0","0000000284","ECON","Academic Internship.","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20101","","Research","2010"
"0000072159","1.0","0000000299","CSCI","This is an intermediate-level version of Computer Science 394.","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20101","Internship","Research","2010"
"0000072160","1.0","0000000306","CSCI","Students gain experience in computer-industry positions. Projects have included contributions to team programming, implementation of solid modeling (NURBS), documentation, business applications of computing, and applications of computer graphics in medical research. Internship experiences (whether for credit or not) are strongly encouraged for anyone considering a career in computing.","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20101","Internship","Research","2010"
"0000072161","0.5","0000000313","EDUC","","0","0/0","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","0/0","O","20101","","Research","2010"
"0000072162","0.5","0000000344","EDUC","","0","0/0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","0/0","O","20101","Internship","Research","2010"
"0000072163","1.0","0000000433","ENGL","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20101","Internship","Research","2010"
"0000072164","1.0","0000000449","ENGL","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20101","Internship","Research","2010"
"0000072165","1.0","0000000464","ENVST","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20101","Internship","Research","2010"
"0000072166","1.0","0000000466","ENVST","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20101","Internship","Research","2010"
"0000072167","1.0","0000000471","IDFA","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20101","","Research","2010"
"0000072168","1.0","0000000474","IDFA","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20101","","Research","2010"
"0000072169","1.0","0000000490","FREN","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20101","","Research","2010"
"0000072170","1.0","0000000494","FREN","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20101","","Research","2010"
"0000072171","1.0","0000000522","GERM","Students spend four weeks during interim or summer in an individually selected German workplace. Opportunities include work in health care, communications, and manufacturing as well as non-profit organizations, libraries, businesses, laboratories, offices, and churches. Assignment of position varies with availability in host institutions. Prerequisite: at least one 250-level course.","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","at least one 250-level course.","","1","","","O","20101","Internship","Research","2010"
"0000072172","1.0","0000000529","GERM","Students spend four weeks during interim or summer in the German workplace. Opportunities include working in health care, communications, and manufacturing as well as non-profit organizations, libraries, businesses, laboratories, offices, and churches. Assignment of position varies with availability of host institutions. Prerequisite: at least one 270-level course.","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","at least one 270-level course.","","1","","","O","20101","Internship","Research","2010"
"0000072173","1.0","0000000543","GREEK","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20101","","Research","2010"
"0000072174","1.0","0000000550","GREEK","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20101","Academic Inernship","Research","2010"
"0000072175","1.0","0000000624","HIST","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20101","Internship","Research","2010"
"0000072176","1.0","0000000640","HIST","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20101","Internship","Research","2010"
"0000072177","1.0","0000000643","HSPST","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20101","","Research","2010"
"0000072178","1.0","0000000646","HSPST","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20101","","Research","2010"
"0000072179","0.5","0000000653","FAMST","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20101","Internship","Research","2010"
"0000072180","1.0","0000000656","FAMST","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20101","","Research","2010"
"0000072181","1.0","0000000668","JAPAN","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20101","","Research","2010"
"0000072182","1.0","0000000670","JAPAN","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20101","","Research","2010"
"0000072183","1.0","0000000686","IS","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20101","","Research","2010"
"0000072184","1.0","0000000691","IS","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20101","","Research","2010"
"0000072185","1.0","0000000707","ID","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20101","","Research","2010"
"0000072186","1.0","0000000709","ID","","2","","","","","Kevin M. Crisp","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20101","","Research","2010"
"0000072187","1.0","0000000716","LATIN","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20101","","Research","2010"
"0000072188","1.0","0000000725","LATIN","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20101","","Research","2010"
"0000072189","1.0","0000000751","MATH","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20101","Internship","Research","2010"
