"clbid","credits","crsid","department","description","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","max_fy","max_jr","max_so","max_sr","name","notes","number","offerings","pn","prerequisites","section","semester","status","term","title","type","year"
"0000055703","1.0","0000018612","AFAM","","1","0","0","0","1","","Mbele, Joseph L.","{'fsnum': '5144', 'name': 'Mbele, Joseph L.'}","200","","","","","","Academic Internship","","294","","False","","","2","O","20062","","Research","2006"
"0000055705","1.0","0000018613","AFAM","","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","","","","","IS/","","298","","False","","","2","O","20062","","Research","2006"
"0000055704","1.0","0000018614","AFAM","","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","300","","","","","","Academic Internship","","394","","True","","","2","O","20062","","Research","2006"
"0000055706","1.0","0000018615","AFAM","","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","300","","","","","","IR/","","398","","False","","","2","O","20062","","Research","2006"
"0000051078","1.0","0000000011","AMST","","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","","","","","Academic Internship","","294","","True","","","2","O","20062","Internship","Research","2006"
"0000055554","1.0","0000000012","AMST","","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","","","","","IS/","","298","","False","","","2","O","20062","Independent Study","Research","2006"
"0000055553","1.0","0000000014","AMST","","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","300","","","","","","Academic Internship","","394","","True","","","2","O","20062","Internship","Research","2006"
"0000055555","1.0","0000000015","AMST","","1","0","1","0","0","","Farrell, James","{'fsnum': '2030', 'name': 'Farrell, James'}","300","","","","","","IR/Ethics of College","","398","","False","","","2","O","20062","Independent Research","Research","2006"
"0000055550","1.0","0000001486","ARMS","","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","","","","","Academic Internship","","294","","True","","","2","O","20062","","Research","2006"
"0000051376","1.0","0000001487","ARMS","","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","","","","","IS/","","298","","False","","","2","O","20062","","Research","2006"
"0000055551","1.0","0000001488","ARMS","","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","300","","","","","","Academic Internship","","394","","True","","","2","O","20062","","Research","2006"
"0000055549","1.0","0000001489","ARMS","","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","300","","","","","","IR/","","398","","False","","","2","O","20062","","Research","2006"
