"clbid","credits","crsid","department","description","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","status","term","title","type","year"
"0000064269","1.0","0000020054","ART","","0","0","0","0","0","ALS-A","Johnson, Lilla","{'fsnum': '19391', 'name': 'Johnson, Lilla'}","100","","Foundation 2-D Media","","102","{'day': 'Mo', 'end': '09:30', 'location': 'CAD 216', 'start': '08:00'};{'day': 'Tu', 'end': '09:30', 'location': 'CAD 216', 'start': '08:00'};{'day': 'We', 'end': '09:30', 'location': 'CAD 216', 'start': '08:00'};{'day': 'Th', 'end': '09:30', 'location': 'CAD 216', 'start': '08:00'};{'day': 'Fr', 'end': '09:30', 'location': 'CAD 216', 'start': '08:00'};{'day': 'Mo', 'end': '11:30', 'location': 'CAD 216', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'CAD 216', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'CAD 216', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'CAD 216', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'CAD 216', 'start': '10:00'}","False","","","4","X","20074","","Research","2007"
"0000064270","1.0","0000000031","ART","This introduction to art history examines select artistic traditions among ancient and medieval cultures of Asia and Europe. Through lectures, discussions, and presentations, students develop skills in visual analysis and interpretation, as well as a broad historical exposure to a variety of major historical periods. The course considers a variety of artistic media, including painting, sculpture, and architecture, in addition to broader issues of aesthetics, function, and patronage. Offered annually.","0","0","0","0","0","ALS-A;MCG;MCS-G","O'Malley, Christine","{'fsnum': '18422', 'name': ""O'Malley, Christine""}","100","","Intro/Art History I","","150","{'day': 'Mo', 'end': '11:30', 'location': 'CAD 204', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'CAD 204', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'CAD 204', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'CAD 204', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'CAD 204', 'start': '10:00'}","False","False","","4","X","20074","Introduction to Art History I","Research","2007"
"0000064271","1.0","0000000126","BIO","Students journey toward greater understanding of one of the most wondrous objects in existence - the human body - through an integrated study of the structure of the body (anatomy) and how organs such as the brain, heart, and kidney perform their remarkable functions (physiology). The course is designed primarily for students intending careers in the health sciences. Students attend lectures plus one 3-hour laboratory per week. Prerequisite: Biology 125, or Chemistry/Biology 125-127. Offered annually.","17","1","1","12","3","","Kermott, Louis Henry","{'fsnum': '4284', 'name': 'Kermott, Louis Henry'}","200","25","Human Anatomy & Physiol","","243","{'day': 'Mo', 'end': '10:00', 'location': 'SC 278', 'start': '08:30'};{'day': 'Tu', 'end': '10:00', 'location': 'SC 278', 'start': '08:30'};{'day': 'We', 'end': '10:00', 'location': 'SC 278', 'start': '08:30'};{'day': 'Th', 'end': '10:00', 'location': 'SC 278', 'start': '08:30'};{'day': 'Fr', 'end': '10:00', 'location': 'SC 278', 'start': '08:30'}","False","Biology 125, or Chemistry/Biology 125-127. Offered annually.","","4","O","20074","Human Anatomy and Physiology","Research","2007"
"0000064272","","0000000127","BIO","","17","1","1","12","3","","Kermott, Louis Henry","{'fsnum': '4284', 'name': 'Kermott, Louis Henry'}","200","25","Human Anatomy & Physiol L","","243","{'day': 'Tu', 'end': '16:00', 'location': 'SC 253', 'start': '13:00'};{'day': 'Th', 'end': '16:00', 'location': 'SC 253', 'start': '13:00'}","False","","","4","O","20074","","Lab","2007"
"0000064274","1.0","0000000192","CHEM","This study of chemical stoichiometry, equilibrium, acid-base chemistry, coordination chemistry and atomic and molecular structure supplies the fundamental background on which all later chemistry courses depend. It includes applications of equilibrium principles to acid-base chemistry. Students attend three classes and one 3-hour laboratory each week. Prerequisites: high school chemistry and physics and concurrent registration in Mathematics 120 or 121. The course cannot be taken in conjunction with or after credit in Chemistry 121. Offered Fall Semester.","15","4","2","7","2","NSC;NSL","Riley, Patrick N.","{'fsnum': '14194', 'name': 'Riley, Patrick N.'}","100","24","Struct Chem & Equilib","","125","{'day': 'Mo', 'end': '11:30', 'location': 'SC 374', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'SC 374', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'SC 374', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'SC 374', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'SC 374', 'start': '10:00'}","False","Prerequisites: high school chemistry and physics and concurrent registration in Mathematics 120 or 121. The course cannot be taken in conjunction with or after credit in Chemistry 121. Offered Fall Semester.","","4","O","20074","Structural Chemistry and Equilibrium","Research","2007"
"0000064275","","0000000193","CHEM","","15","4","2","7","2","","Riley, Patrick N.","{'fsnum': '14194', 'name': 'Riley, Patrick N.'}","100","24","Struct Chem & Equilib Lab","","125","{'day': 'Mo', 'end': '16:00', 'location': 'SC 371', 'start': '13:00'};{'day': 'We', 'end': '16:00', 'location': 'SC 371', 'start': '13:00'}","False","","","4","O","20074","","Lab","2007"
"0000064278","1.0","0000000196","CHEM","Organic chemistry is the study of compounds containing carbon, emphasizing the structures and mechanisms of reaction of these molecules. This course focuses on structure, nomenclature, and reactions of aliphatic hydrocarbons, including aspects of stereochemistry and spectroscopic identification of these compounds. A full treatment of introductory organic chemistry requires subsequent enrollment in Chemistry 248. Prerequisite: Chemistry 126, or Chemistry/Biology 127, or permission of instructor. Offered Fall Semester.","28","3","2","17","6","","Pearson, Wesley","{'fsnum': '6161', 'name': 'Pearson, Wesley'}","200","","Organic Chemistry I","","247","{'day': 'Mo', 'end': '09:30', 'location': 'SC 378', 'start': '08:00'};{'day': 'Tu', 'end': '09:30', 'location': 'SC 378', 'start': '08:00'};{'day': 'We', 'end': '09:30', 'location': 'SC 378', 'start': '08:00'};{'day': 'Th', 'end': '09:30', 'location': 'SC 378', 'start': '08:00'};{'day': 'Fr', 'end': '09:30', 'location': 'SC 378', 'start': '08:00'}","False","Chemistry 126, or Chemistry/Biology 127, or permission of instructor. Offered Fall Semester.","","4","O","20074","","Research","2007"
"0000064279","0.25","0000000199","CHEM","This courses introduces students to the synthesis and characterization of organic, organometallic and inorganic compounds. Students purify the materials they produce by techniques such as chromatography and characterize them using optical rotation measurements and infrared, and nuclear magnetic resonance spectroscopy. Students attend one 3-hour laboratory each week. Prerequisites: previous or concurrent registration in Chemistry 247. P/N only. Offered Fall Semester.","17","3","1","12","1","","Kessler, Sally","{'fsnum': '20224', 'name': 'Kessler, Sally'}","200","","Synthesis Lab I","","253","{'day': 'Mo', 'end': '16:00', 'location': 'SC 311', 'start': '13:00'};{'day': 'We', 'end': '16:00', 'location': 'SC 311', 'start': '13:00'}","True","Prerequisites: previous or concurrent registration in Chemistry 247. P/N only. Offered Fall Semester.","A","4","O","20074","Synthesis Laboratory I","Lab","2007"
"0000064280","0.25","0000000199","CHEM","This courses introduces students to the synthesis and characterization of organic, organometallic and inorganic compounds. Students purify the materials they produce by techniques such as chromatography and characterize them using optical rotation measurements and infrared, and nuclear magnetic resonance spectroscopy. Students attend one 3-hour laboratory each week. Prerequisites: previous or concurrent registration in Chemistry 247. P/N only. Offered Fall Semester.","8","0","1","4","3","","Kessler, Sally","{'fsnum': '20224', 'name': 'Kessler, Sally'}","200","","Synthesis Lab I","","253","{'day': 'Tu', 'end': '16:00', 'location': 'SC 311', 'start': '13:00'};{'day': 'Th', 'end': '16:00', 'location': 'SC 311', 'start': '13:00'}","True","Prerequisites: previous or concurrent registration in Chemistry 247. P/N only. Offered Fall Semester.","B","4","O","20074","Synthesis Laboratory I","Lab","2007"
"0000064284","1.0","0000000371","DANCE","Students trace and integrate the African-American and Euro-American dance traditions of the late 19th and 20th centuries and early 21st century, paying attention to their similarities and differences. The focus is on the theatrical dance genres of ballet, modern, and musical theater dance. Students also examine social dance as the predecessor of some theatrical dance genres. At the same time, the course attends to the economic, religious and social forces which have affected the development of dance in America. Extensive video examples supplement reading, writing and discussion. Attendance at appropriate concerts is required. Offered Spring Semester.","0","0","0","0","0","ALS-A;MCS-D;WRI","Klopchin, Heather J.","{'fsnum': '10044', 'name': 'Klopchin, Heather J.'}","200","","Dance in America","","246","{'day': 'Mo', 'end': '14:00', 'location': 'CAD 204', 'start': '12:30'};{'day': 'Tu', 'end': '14:00', 'location': 'CAD 204', 'start': '12:30'};{'day': 'We', 'end': '14:00', 'location': 'CAD 204', 'start': '12:30'};{'day': 'Th', 'end': '14:00', 'location': 'CAD 204', 'start': '12:30'};{'day': 'Fr', 'end': '14:00', 'location': 'CAD 204', 'start': '12:30'}","False","False","","4","X","20074","","Research","2007"
