"clbid","credits","crsid","department","description","enrolled","firstyear","groupid","grouptype","halfcredit","instructors","junior","learningmode","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000068364","0.25","0000016221","HIST","","0","","","","","Anna Kuxhausen","","S","200","10","FLC - Russian","","231","","False","False","","3","","","O","20093","","FLAC","2009"
"0000068367","1.0","0000000747","MATH","Algebra is concerned with sets of objects and operations on these sets. In an axiomatic or abstract treatment one assumes basic properties and then deduces many other properties. Using this method we study structures known as groups, rings, and fields. Prerequisite: Mathematics 220. Offered each semester.","23","","","","","Jill Dietz","","S","200","21","Abstract Algebra I","","252","{'day': 'Mo', 'end': '14:55', 'location': 'RNS 204', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'RNS 204', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'RNS 204', 'start': '14:00'}","False","Mathematics 220. Offered each semester.","B","3","","","C","20093","","Research","2009"
"0000068369","1.0","0000000011","AMST","","1","","","","","Judy Kutulas","","S","200","999","Academic Internship","","294","","True","False","","3","","","C","20093","Internship","Research","2009"
"0000068370","1.0","0000000068","ART","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","C","20093","","Research","2009"
"0000068371","1.0","0000000073","ART","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","C","20093","","Research","2009"
"0000068372","1.0","0000000093","ASIAN","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","C","20093","","Research","2009"
"0000068373","1.0","0000000096","ASIAN","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","C","20093","","Research","2009"
"0000068374","1.0","0000000153","BIO","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Center for Experiential Learning, enlist a faculty sponsor, and complete an internship application. Internships do not count toward the biology major requirements.","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","C","20093","Internship","Research","2009"
"0000068375","1.0","0000000174","BIO","Biology 394 is for students who have completed one internship (Biology 294) and wish to perform a second internship. Students interested in an internship should consult with the Center for Experiential Learning, locate a faculty sponsor, and complete an internship form.","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","C","20093","Internship","Research","2009"
"0000068376","1.0","0000000204","CHEM","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","C","20093","Internship","Research","2009"
"0000068377","1.0","0000000222","CHEM","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","C","20093","Internship","Research","2009"
"0000068378","1.0","0000000233","CLASS","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","C","20093","","Research","2009"
"0000068379","1.0","0000000235","CLASS","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","C","20093","","Research","2009"
"0000068380","1.0","0000000248","CHIN","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","C","20093","","Research","2009"
"0000068381","1.0","0000000251","CHIN","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","C","20093","","Research","2009"
"0000068382","1.0","0000000276","ECON","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","C","20093","","Research","2009"
"0000068383","1.0","0000000284","ECON","Academic Internship.","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","C","20093","","Research","2009"
"0000068384","1.0","0000000299","CSCI","This is an intermediate-level version of Computer Science 394.","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","C","20093","Internship","Research","2009"
"0000068385","1.0","0000000306","CSCI","Students gain experience in computer-industry positions. Projects have included implementation of solid modeling (NURBS), documentation, business applications of computing, applications of computer graphics in medical research, team programming. Internship experiences (whether for credit or not) are strongly encouraged for anyone considering a career in computing.","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","C","20093","Internship","Research","2009"
"0000068386","1.0","0000000313","EDUC","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","C","20093","","Research","2009"
"0000068387","0.5","0000000344","EDUC","","1","","","","","Rosemary A. Pfarr-Baker","","S","300","999","Academic Internship","","394","","True","False","","3","","","C","20093","Internship","Research","2009"
"0000068388","1.0","0000000374","DANCE","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","C","20093","Internship","Research","2009"
"0000068389","1.0","0000000377","DANCE","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","C","20093","Internship","Research","2009"
"0000068390","1.0","0000000433","ENGL","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","C","20093","Internship","Research","2009"
"0000068391","1.0","0000000449","ENGL","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","C","20093","Internship","Research","2009"
"0000068392","1.0","0000000464","ENVST","","0","","","","","Mark Allister","","S","200","999","Academic Internship","","294","","True","False","","3","","","C","20093","Internship","Research","2009"
"0000068393","0.5","0000000466","ENVST","","1","","","","","John D. Schade","","S","300","999","Academic Internship","","394","","True","False","","3","","","C","20093","Internship","Research","2009"
"0000068394","1.0","0000000490","FREN","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","C","20093","","Research","2009"
"0000068395","1.0","0000000494","FREN","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","C","20093","","Research","2009"
"0000068396","1.0","0000000522","GERM","Students spend four weeks during Interim or summer break in a selected German workplace. Opportunities include work in health care, communications, and manufacturing as well as non-profit organizations, libraries, businesses, laboratories, offices, and churches. Assignment of position varies with availability in host institutions. Prerequisite: at least one 250-level course.","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","at least one 250-level course.","","3","","","C","20093","Internship","Research","2009"
"0000068397","1.0","0000000529","GERM","Students spend four weeks during Interim or summer break in the German workplace. Opportunities include working in health care, communications, and manufacturing as well as non-profit organizations, libraries, businesses, laboratories, offices, and churches. Assignment of position varies with availability of host institutions. Prerequisite: at least one 270-level course.","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","at least one 270-level course.","","3","","","C","20093","Internship","Research","2009"
"0000068398","1.0","0000000543","GREEK","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","C","20093","","Research","2009"
"0000068399","1.0","0000000550","GREEK","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","C","20093","Academic Inernship","Research","2009"
"0000068400","1.0","0000000624","HIST","","1","","","","","Judy Kutulas","","S","200","999","Academic Internship","","294","","True","False","","3","","","C","20093","Internship","Research","2009"
"0000068401","1.0","0000000640","HIST","","1","","","","","Steven C. Hahn","","S","300","999","Academic Internship","","394","","True","False","","3","","","C","20093","Internship","Research","2009"
"0000068402","1.0","0000000643","HSPST","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","C","20093","","Research","2009"
