"clbid","credits","crsid","department","description","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","max_fy","max_jr","max_so","max_sr","name","notes","number","offerings","pn","prerequisites","section","semester","status","term","title","type","year"
"0000157300","1.0","0000020054","ART","This foundation-level studio course introduces the aesthetic, conceptual, and technical foundations of two-dimensional art-making and the ways drawing informs the creation and understanding of art in cultural contexts. Students explore color, value, form, and space through a wide variety of materials. The course emphasizes strategies for idea generation and visual problem solving. Students engage in spirited investigation, critiques, and thoughtful creative expression. Materials fee. Offered each semester.","20","10","3","3","4","ALS-A;CRE","Tanaka, Anda","{'fsnum': '9002559', 'name': 'Tanaka, Anda'}","100","20","","","","","Foundation 2-D Media","The materials fee for ART 102 will be $135.","102","{'day': 'Mo', 'end': '15:00', 'location': 'CAD 216', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'CAD 216', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'CAD 216', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'CAD 216', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'CAD 216', 'start': '13:00'};{'day': 'Mo', 'end': '12:10', 'location': 'CAD 216', 'start': '22:40'};{'day': 'Tu', 'end': '12:10', 'location': 'CAD 216', 'start': '22:40'};{'day': 'We', 'end': '12:10', 'location': 'CAD 216', 'start': '22:40'};{'day': 'Th', 'end': '12:10', 'location': 'CAD 216', 'start': '22:40'};{'day': 'Fr', 'end': '12:10', 'location': 'CAD 216', 'start': '22:40'}","False","False","A","2","C","20242","Foundation Two-Dimensional Media","Research","2024"
"0000162351","1.0","0000020054","ART","This foundation-level studio course introduces the aesthetic, conceptual, and technical foundations of two-dimensional art-making and the ways drawing informs the creation and understanding of art in cultural contexts. Students explore color, value, form, and space through a wide variety of materials. The course emphasizes strategies for idea generation and visual problem solving. Students engage in spirited investigation, critiques, and thoughtful creative expression. Materials fee. Offered each semester.","20","6","0","11","3","ALS-A;CRE","DuCett, Andrew","{'fsnum': '35027', 'name': 'DuCett, Andrew'}","100","20","","","","","Foundation 2-D Media","The materials fee for ART 102 will be $135.","102","{'day': 'Mo', 'end': '15:00', 'location': 'CAD 103', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'CAD 103', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'CAD 103', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'CAD 103', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'CAD 103', 'start': '13:00'};{'day': 'Mo', 'end': '12:10', 'location': 'CAD 103', 'start': '22:40'};{'day': 'Tu', 'end': '12:10', 'location': 'CAD 103', 'start': '22:40'};{'day': 'We', 'end': '12:10', 'location': 'CAD 103', 'start': '22:40'};{'day': 'Th', 'end': '12:10', 'location': 'CAD 103', 'start': '22:40'};{'day': 'Fr', 'end': '12:10', 'location': 'CAD 103', 'start': '22:40'}","False","False","B","2","C","20242","Foundation Two-Dimensional Media","Research","2024"
"0000160055","1.0","0000020055","ART","This foundation-level studio course introduces the aesthetic, conceptual, and technical foundations of new media art making. New media is a broad category that includes a variety of art practices. Areas of focus may include video art, filmmaking, sound art, animation, performance and other digital, time-based, and/or interactive processes. Idea generation and creative development is central to the course, with an emphasis on experimentation and divergent thinking. Students engage in demonstrations, exercises, group work, reflection, and creative projects. Offered each semester. Also counts toward film and media studies major and concentration.","17","5","3","8","1","ALS-A;CRE","Bosch, Kelsey E.","{'fsnum': '32181', 'name': 'Bosch, Kelsey E.'}","100","16","","","","","Foundation New Media","","104","{'day': 'Mo', 'end': '15:00', 'location': 'CAD 100', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'CAD 100', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'CAD 100', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'CAD 100', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'CAD 100', 'start': '13:00'};{'day': 'Mo', 'end': '12:10', 'location': 'CAD 100', 'start': '22:40'};{'day': 'Tu', 'end': '12:10', 'location': 'CAD 100', 'start': '22:40'};{'day': 'We', 'end': '12:10', 'location': 'CAD 100', 'start': '22:40'};{'day': 'Th', 'end': '12:10', 'location': 'CAD 100', 'start': '22:40'};{'day': 'Fr', 'end': '12:10', 'location': 'CAD 100', 'start': '22:40'}","False","False","","2","C","20242","","Research","2024"
"0000159390","1.0","0000000037","ART","Through a sequence of architectural design projects, students learn drawing (hand drafting and computer-aided drawing and design) and architectural design processes that require the integration of social, artistic, technical, and environmental issues typical of real projects. Visiting architects are involved. Field trips to experience spaces/places augment the studio work. Materials fee. Offered alternate years. Also counts toward business and management studies concentration. Prerequisite: ART 102 or ART 103 or ART 104 or permission of instructor.","15","3","3","4","5","","Strom, Christopher;Scharen, Isaiah B.","{'fsnum': '27248', 'name': 'Strom, Christopher'};{'fsnum': '9002568', 'name': 'Scharen, Isaiah B.'}","200","16","","","","","Architectural Drawing and Design I","The materials fee for the course is $150.","225","{'day': 'Mo', 'end': '15:00', 'location': 'CAD 116', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'CAD 116', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'CAD 116', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'CAD 116', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'CAD 116', 'start': '13:00'};{'day': 'Mo', 'end': '12:10', 'location': 'CAD 116', 'start': '22:40'};{'day': 'Tu', 'end': '12:10', 'location': 'CAD 116', 'start': '22:40'};{'day': 'We', 'end': '12:10', 'location': 'CAD 116', 'start': '22:40'};{'day': 'Th', 'end': '12:10', 'location': 'CAD 116', 'start': '22:40'};{'day': 'Fr', 'end': '12:10', 'location': 'CAD 116', 'start': '22:40'}","False","ART 102 or ART 103 or ART 104 or permission of instructor.","","2","O","20242","Architectural Design I","Research","2024"
"0000162164","1.0","0000000052","ART","This course is an introduction to modern and postmodern art and thought after World War II through a survey of painting, sculpture, and new-media arts. Students learn about celebrated art and artists, major values such as issues of identity informing their work, and ways of analyzing and making sense of newer art. Offered annually. Prerequisite: none, but at least one college art history or studio art course is recommended.","27","3","8","11","5","ALS-A;GHS;HWC","Reubendale, Vanessa","{'fsnum': '9003475', 'name': 'Reubendale, Vanessa'}","200","30","","","","","Art Since 1945","","253","{'day': 'Mo', 'end': '15:00', 'location': 'CAD 305', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'CAD 305', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'CAD 305', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'CAD 305', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'CAD 305', 'start': '13:00'}","False","none, but at least one college art history or studio art course is recommended.","","2","O","20242","","Research","2024"
"0000159391","1.0","0000031261","ART","Inspired by revered painter Georgia O'Keeffe's love of the New Mexican landscape, our group will explore the arts, nature, and culture of ""The Land of Enchantment."" Beginning in Albuquerque, we will journey to Ghost Ranch for a week in O'Keeffe's meditative and artistic space, then head to Taos, a longstanding artists' colony in the Southernmost Rocky Mountains, and the Taos Pueblo, one of the oldest continuously inhabited communities in the United States. Our trip culminates in the thriving arts hub of Santa Fe, visiting its galleries and museums. Offered alternate years during January term.","18","0","5","6","7","ALS-A;CRE;MCD;OEP","Ryan, Hannah","{'fsnum': '31158', 'name': 'Ryan, Hannah'}","200","18","","","","","O'Keeffe and Arts of New Mexico","This is a study away course. You will find this course listed in Studio Abroad  ;under its course title.","261","","False","False","","2","C","20242","","Research","2024"
"0000162383","1.0","0000000068","ART","","1","0","0","0","1","OEP","Thompson, Nancy M.","{'fsnum': '13137', 'name': 'Thompson, Nancy M.'}","200","0","","","","","Academic Internship","","294","","True","","A","2","C","20242","","Research","2024"
"0000157144","1.0","0000000073","ART","","0","0","0","0","0","OEP","Staff","{'fsnum': '', 'name': 'Staff'}","300","0","","","","","Academic Internship","Please see Piper Center's academic internship website to access Handshake to    ;fill out the necessary information to register for this class.","394","","True","","","2","C","20242","","Research","2024"
"0000159207","1.0","0000000078","ASIAN","This course examines major cultures of Asia from interdisciplinary and comparative perspectives. Themes vary from year to year, but may include urban and rural life, heroic ideals, gender and sexuality, medicine and healing traditions, and nation-building and empire.","25","9","3","2","11","GHS;MCG;MCS-G","Yun, Sungha","{'fsnum': '33051', 'name': 'Yun, Sungha'}","100","24","","","","","Asian Cultures","","121","{'day': 'Mo', 'end': '12:40', 'location': 'OM 305', 'start': '22:40'};{'day': 'Tu', 'end': '12:40', 'location': 'OM 305', 'start': '22:40'};{'day': 'We', 'end': '12:40', 'location': 'OM 305', 'start': '22:40'};{'day': 'Th', 'end': '12:40', 'location': 'OM 305', 'start': '22:40'};{'day': 'Fr', 'end': '12:40', 'location': 'OM 305', 'start': '22:40'}","False","False","","2","C","20242","Asian Cultures in Comparative Perspectives","Research","2024"
"0000157471","1.0","0000000080","ASIAN","This course explores major aspects of language use that reflect Japanese culture and society. Issues covered include the characteristics of the Japanese language, loan words, regional differences, politeness, gender differences, and communication styles. The course is taught in a combination of lectures, class discussions, subtitled Japanese films, anime (Japanese animation), and student presentations. Knowledge of Japanese helpful but not necessary. Readings, lectures, and discussions are all in English. Offered alternate years. Also counts toward Japanese major and applied linguistics concentration.","23","15","3","2","3","GHS;HBS;MCG;MCS-G;SCS","Ito, Rika","{'fsnum': '14203', 'name': 'Ito, Rika'}","100","24","","","","","Language in Japanese Society","","126","{'day': 'Mo', 'end': '12:40', 'location': 'TOH 212', 'start': '22:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TOH 212', 'start': '22:40'};{'day': 'We', 'end': '12:40', 'location': 'TOH 212', 'start': '22:40'};{'day': 'Th', 'end': '12:40', 'location': 'TOH 212', 'start': '22:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TOH 212', 'start': '22:40'}","False","False","","2","O","20242","","Research","2024"
"0000162099","1.0","0000023461","ASIAN","The department periodically offers courses on special topics. The specific title will be listed in the class and lab schedule when it is offered. Depending on course content, can also count toward Chinese and/or Japanese majors. Prerequisite: determined by instructor.","22","2","3","15","2","GHS;MCG;MCS-G","Lu, Qiuyue","{'fsnum': '9003388', 'name': 'Lu, Qiuyue'}","200","24","","","","","Top: Modern East Asian Literature","Full topic title: Modern East Asian Literature: Short Stories","200","{'day': 'Mo', 'end': '15:00', 'location': 'TOH 314', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'TOH 314', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'TOH 314', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'TOH 314', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'TOH 314', 'start': '13:00'}","False","determined by instructor.","","2","O","20242","Topics in Asian Studies","Topic","2024"
"0000159208","1.0","0000037429","ASIAN","In this course, students travel to Shanghai, China. They consider how direct experience provides them with their own narratives about people, places, and culture of China. Through attention to their own structured and unstructured experiences during the course, students better understand how ordinary people construct ""Chinese"" and ""Asian"" culture and society today. Through multifaceted engagement with Shanghai and other sites students may visit during their stay, they analyze the role representation and narrative play in both their encounter with and study of Asia. Offered periodically during January Term. Apply through Smith Center for Global Engagement. Also counts toward the Chinese major. Prerequisites: at least one Chinese language course.","20","0","5","9","6","OEP;SCS","Zhou, Ying","{'fsnum': '26220', 'name': 'Zhou, Ying'}","200","16","","","","","Encountering China: Shanghai","This is a study abroad course. You will find this course listed in Studio Abroad;under its course title.","217","","False","Prerequisites: at least one Chinese language course.","","2","C","20242","","Research","2024"
"0000159663","1.0","0000040041","ASIAN","Students pursue guided fieldwork experience and language study in Japan. Activities and readings in this course build on the topics from ASCON 110 and 120 and language study. Students continue to explore their understanding of Asia through language activities, site visits, and ethnographic observations. Students complete language-based tasks and follow a process of inquiry that will help them understand how ordinary people construct ""Asian"" culture and society today. Offered annually during January term. Counts toward Asian Studies and Japanese majors and Asian Studies concentration. Priority will be given to ASCON students. Prerequisite: at least one semester of Japanese language study at St Olaf or equivalent.","19","0","7","9","3","GHS;OEP","Quimby, Joanne","{'fsnum': '28070', 'name': 'Quimby, Joanne'}","200","16","","","","","Encountering Japan: Tokyo","This is a study abroad course. You will find this course listed in Studio Abroad;under its course title.","218","","False","at least one semester of Japanese language study at St Olaf or equivalent.","","2","C","20242","","Research","2024"
"0000157145","1.0","0000000093","ASIAN","","0","0","0","0","0","OEP","Staff","{'fsnum': '', 'name': 'Staff'}","200","0","","","","","Academic Internship","Please see Piper Center's academic internship website to access Handshake to    ;fill out the necessary information to register for this class.","294","","True","","","2","C","20242","","Research","2024"
"0000157295","1.0","0000017674","BI/ES","Human health is affected by the biological environment, a teeming world of parasites and diseases, and the physical environment -- the water, air, and landscapes that we inhabit. Human interactions with the environment have changed rapidly, as human populations grow, travel increases, and ecosystems are altered. This course touches upon traditional environmental topics such as air and water quality and integrates newer public health challenges such as emerging diseases and food-borne illnesses. Offered periodically. Also counts toward business and management studies and public health studies concentrations. Prerequisite: an introductory science course.","28","4","9","6","9","IST;NSC","Angell, Diane K.","{'fsnum': '256', 'name': 'Angell, Diane K.'}","200","24","","","","","Environmental Health","","228","{'day': 'Mo', 'end': '12:40', 'location': 'RNS 410', 'start': '22:40'};{'day': 'Tu', 'end': '12:40', 'location': 'RNS 410', 'start': '22:40'};{'day': 'We', 'end': '12:40', 'location': 'RNS 410', 'start': '22:40'};{'day': 'Th', 'end': '12:40', 'location': 'RNS 410', 'start': '22:40'};{'day': 'Fr', 'end': '12:40', 'location': 'RNS 410', 'start': '22:40'}","False","an introductory science course.","","2","C","20242","","Research","2024"
"0000157253","1.0","0000000100","BIO","This course explores contemporary biological issues related to health and the environment, with the goal of fostering informed citizens prepared for current biological debates. Students learn the relevant biological principles in lecture and lab followed by appropriate lab or field research. Specific topics vary from year to year and may include emerging diseases, cardiovascular health, genetics, specific groups of organisms, behavior, and environmental dynamics. Students attend lectures plus one two-hour laboratory per week. Offered periodically. Also counts toward public health studies concentration.","16","3","1","11","1","IST;NSC;NSL;NTS;SED","Cole, Eric","{'fsnum': '1206', 'name': 'Cole, Eric'}","100","19","","","","","Biological Science","Students registering for BIO121 must also register for BIO121 lab.","121","{'day': 'Mo', 'end': '10:00', 'location': 'RNS 435', 'start': '08:00'};{'day': 'Tu', 'end': '10:00', 'location': 'RNS 435', 'start': '08:00'};{'day': 'We', 'end': '10:00', 'location': 'RNS 435', 'start': '08:00'};{'day': 'Th', 'end': '10:00', 'location': 'RNS 435', 'start': '08:00'};{'day': 'Fr', 'end': '10:00', 'location': 'RNS 435', 'start': '08:00'}","False","False","","2","O","20242","Biological Science: Issues in Biology","Research","2024"
"0000157254","","0000000101","BIO","","16","3","1","11","1","","Cole, Eric","{'fsnum': '1206', 'name': 'Cole, Eric'}","100","19","","","","","Biological Science Lab","","121","{'day': 'Mo', 'end': '15:00', 'location': 'RNS 394', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'RNS 394', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'RNS 394', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'RNS 394', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'RNS 394', 'start': '13:00'}","False","","","2","O","20242","","Lab","2024"
