"clbid","credits","crsid","department","description","enrolled","firstyear","groupid","grouptype","halfcredit","instructors","junior","learningmode","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000055853","0.25","0000016220","HIST","","1","","","","","Robert Entenmann","","S","200","10","FLC - Chinese","","250","","False","False","","1","","","O","20071","","FLAC","2007"
"0000055856","0.25","0000016224","HIST","","0","","","","","Irina Walter","","S","200","10","FLC - Russian","","230","","False","False","","1","","","O","20071","","FLAC","2007"
"0000055857","1.0","0000000747","MATH","Algebra is concerned with sets of objects and operations on these sets. In an axiomatic or abstract treatment one assumes basic properties and then deduces many other properties. Using this method we study structures known as groups, rings and fields. Prerequisite: Mathematics 220. Offered both semesters.","15","","","","","Jill Dietz","","S","200","16","Abstract Algebra I","","252","{'day': 'Mo', 'end': '12:45', 'location': 'SC 188', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'SC 188', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'SC 188', 'start': '11:50'}","False","Mathematics 220. Offered both semesters.","A","1","","","C","20071","","Research","2007"
"0000055858","1.0","0000000747","MATH","Algebra is concerned with sets of objects and operations on these sets. In an axiomatic or abstract treatment one assumes basic properties and then deduces many other properties. Using this method we study structures known as groups, rings and fields. Prerequisite: Mathematics 220. Offered both semesters.","11","","","","","Clifton Corzatt","","S","200","18","Abstract Algebra I","","252","{'day': 'Mo', 'end': '13:50', 'location': 'SC 130', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'SC 130', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'SC 130', 'start': '12:55'}","False","Mathematics 220. Offered both semesters.","B","1","","","O","20071","","Research","2007"
"0000055859","1.0","0000000011","AMST","","2","","","","","James Farrell","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20071","Internship","Research","2007"
"0000055860","1.0","0000000014","AMST","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20071","Internship","Research","2007"
"0000055861","1.0","0000000068","ART","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20071","","Research","2007"
"0000055862","1.0","0000000073","ART","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20071","","Research","2007"
"0000055863","1.0","0000000153","BIO","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Center for Experiential Learning, enlist a faculty sponsor, and complete an internship application.","1","","","","","Theodore Johnson","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20071","Internship","Research","2007"
"0000055864","1.0","0000000174","BIO","Biology 394 is for students who have completed one internship (Biology 294) and wish to perform a second internship. Students interested in an internship should consult with the Center for Experiential Learning, locate a faculty sponsor, and complete an internship form.","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20071","Internship","Research","2007"
"0000055865","1.0","0000000204","CHEM","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20071","Internship","Research","2007"
"0000055867","1.0","0000000222","CHEM","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20071","Internship","Research","2007"
"0000055868","1.0","0000000233","CLASS","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20071","","Research","2007"
"0000055869","1.0","0000000235","CLASS","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20071","","Research","2007"
"0000055870","1.0","0000000248","CHIN","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20071","","Research","2007"
"0000055871","1.0","0000000251","CHIN","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20071","","Research","2007"
"0000055872","1.0","0000000276","ECON","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20071","","Research","2007"
"0000055874","1.0","0000000284","ECON","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20071","","Research","2007"
"0000055875","1.0","0000000299","CSCI","This is an intermediate-level version of Computer Science 394.","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20071","Internship","Research","2007"
"0000055876","1.0","0000000306","CSCI","Students gain experience in computer-industry positions. Projects have included implementation of solid modeling (NURBS), documentation, business applications of computing, applications of computer graphics in medical research, team programming. Internship experiences (whether for credit or not) are strongly encouraged for anyone considering a career in computing.","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20071","Internship","Research","2007"
"0000055877","0.5","0000000313","EDUC","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20071","","Research","2007"
"0000055878","0.5","0000000344","EDUC","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20071","Internship","Research","2007"
"0000055879","1.0","0000000433","ENGL","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20071","Internship","Research","2007"
"0000055880","1.0","0000000449","ENGL","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20071","Internship","Research","2007"
"0000055881","1.0","0000000464","ENVST","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20071","Internship","Research","2007"
"0000055882","1.0","0000000466","ENVST","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20071","Internship","Research","2007"
"0000055883","1.0","0000000471","IDFA","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20071","","Research","2007"
"0000055884","1.0","0000000474","IDFA","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20071","","Research","2007"
"0000055885","1.0","0000000490","FREN","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20071","","Research","2007"
"0000055886","1.0","0000000494","FREN","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20071","","Research","2007"
"0000055887","1.0","0000000522","GERM","Students spend four weeks during Interim or summer break interning in Germany. Opportunities include work in health care, communications, and manufacturing as well as non-profit organizations, libraries, businesses, laboratories, offices, and churches. Assignment of position varies with availability in host institutions. Prerequisite: at least one 250-level course.","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","at least one 250-level course.","","1","","","O","20071","Internship","Research","2007"
"0000055888","1.0","0000000529","GERM","Students spend four weeks during Interim or summer break interning in Germany. Opportunities include working in health care, communications, and manufacturing as well as non-profit organizations, libraries, businesses, laboratories, offices, and churches. Assignment of position varies with availability of host institutions. Prerequisite: at least one 270-level course.","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","at least one 270-level course.","","1","","","O","20071","Internship","Research","2007"
"0000055889","1.0","0000000543","GREEK","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20071","","Research","2007"
"0000055890","1.0","0000000550","GREEK","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20071","","Research","2007"
"0000055891","1.0","0000000624","HIST","","1","","","","","Eric J. Fure-Slocum","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20071","Internship","Research","2007"
"0000055892","1.0","0000000640","HIST","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20071","Internship","Research","2007"
"0000055893","1.0","0000000643","HSPST","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20071","","Research","2007"
"0000055894","1.0","0000000646","HSPST","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20071","","Research","2007"
"0000055895","1.0","0000000653","FAMST","","1","","","","","Sharon Powell","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20071","Internship","Research","2007"
"0000055896","1.0","0000000656","FAMST","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20071","","Research","2007"
"0000055897","1.0","0000000668","JAPAN","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20071","","Research","2007"
"0000055898","1.0","0000000670","JAPAN","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20071","","Research","2007"
"0000055899","1.0","0000000686","IS","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20071","","Research","2007"
"0000055900","1.0","0000000691","IS","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20071","","Research","2007"
"0000055901","1.0","0000000707","ID","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20071","","Research","2007"
"0000055902","1.0","0000000709","ID","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20071","","Research","2007"
"0000055903","1.0","0000000716","LATIN","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20071","","Research","2007"
"0000055904","1.0","0000000725","LATIN","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20071","","Research","2007"
"0000055905","1.0","0000000751","MATH","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20071","Internship","Research","2007"
"0000055906","1.0","0000000766","MATH","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20071","Internship","Research","2007"
"0000055907","0.5","0000000784","MGMT","","2","","","","","Sian E. Christie","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20071","Internship","Research","2007"
"0000055910","0.5","0000000788","MGMT","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20071","Internship","Research","2007"
"0000055911","0.5","0000000795","MEDIA","","3","","","","","Bill Sonnega","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20071","Internship","Research","2007"
"0000055913","1.0","0000000846","MUSIC","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20071","Internship","Research","2007"
"0000055914","1.0","0000000865","MUSIC","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20071","Internship","Research","2007"
"0000055915","1.0","0000000931","NORW","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20071","Internship","Research","2007"
"0000055916","1.0","0000000936","NORW","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20071","Internship","Research","2007"
"0000055917","1.0","0000000942","NURS","Does not count toward the major.","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20071","Internship","Research","2007"
"0000055918","1.0","0000000961","NURS","Does not count toward the major.","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20071","Internship","Research","2007"
"0000055919","1.0","0000000985","PHIL","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20071","","Research","2007"
"0000055920","1.0","0000000992","PHIL","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20071","","Research","2007"
"0000055921","1.0","0000001057","ESTH","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","O","20071","Internship","Research","2007"
"0000055922","1.0","0000001067","ESTH","","1","","","","","Christopher J. Meidt","","S","300","999","Academic Internship","","394","","True","False","","1","","","O","20071","Internship","Research","2007"
