"clbid","credits","crsid","department","description","enrolled","firstyear","groupid","grouptype","halfcredit","instructors","junior","learningmode","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000062493","0.25","0000017526","HIST","","3","","","","","Robert Entenmann","","S","200","10","FLC - Chinese","","251","","False","False","","3","","","O","20083","","FLAC","2008"
"0000062496","0.25","0000018806","HIST","","5","","","","","Timothy R. Howe","","S","200","10","FLC - Latin","","204","","False","False","","3","","","O","20083","","FLAC","2008"
"0000062501","1.0","0000000747","MATH","Algebra is concerned with sets of objects and operations on these sets. In an axiomatic or abstract treatment one assumes basic properties and then deduces many other properties. Using this method we study structures known as groups, rings, and fields. Prerequisite: Mathematics 220. Offered both semesters.","15","","","","","Jason E. Gower","","S","200","18","Abstract Algebra I","","252","{'day': 'Mo', 'end': '12:45', 'location': 'SC 184', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'SC 184', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'SC 184', 'start': '11:50'}","False","Mathematics 220. Offered both semesters.","A","3","","","O","20083","","Research","2008"
"0000062502","1.0","0000000747","MATH","Algebra is concerned with sets of objects and operations on these sets. In an axiomatic or abstract treatment one assumes basic properties and then deduces many other properties. Using this method we study structures known as groups, rings, and fields. Prerequisite: Mathematics 220. Offered both semesters.","15","","","","","Mike Weimerskirch","","S","200","18","Abstract Algebra I","","252","{'day': 'Mo', 'end': '13:50', 'location': 'RNS 435', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'RNS 435', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'RNS 435', 'start': '12:55'}","False","Mathematics 220. Offered both semesters.","B","3","","","O","20083","","Research","2008"
"0000062503","1.0","0000000011","AMST","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","O","20083","Internship","Research","2008"
"0000062504","1.0","0000000068","ART","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","O","20083","","Research","2008"
"0000062505","1.0","0000000073","ART","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","O","20083","","Research","2008"
"0000062506","1.0","0000000093","ASIAN","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","O","20083","","Research","2008"
"0000062507","1.0","0000000096","ASIAN","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","O","20083","","Research","2008"
"0000062508","1.0","0000000153","BIO","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Center for Experiential Learning, enlist a faculty sponsor, and complete an internship application.","1","","","","","Diane K. Angell","","S","200","999","Academic Internship","","294","","True","False","","3","","","O","20083","Internship","Research","2008"
"0000062509","1.0","0000000174","BIO","Biology 394 is for students who have completed one internship (Biology 294) and wish to perform a second internship. Students interested in an internship should consult with the Center for Experiential Learning, locate a faculty sponsor, and complete an internship form.","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","O","20083","Internship","Research","2008"
"0000062510","1.0","0000000204","CHEM","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","O","20083","Internship","Research","2008"
"0000062511","1.0","0000000222","CHEM","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","O","20083","Internship","Research","2008"
"0000062512","1.0","0000000233","CLASS","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","O","20083","","Research","2008"
"0000062513","1.0","0000000235","CLASS","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","O","20083","","Research","2008"
"0000062514","1.0","0000000248","CHIN","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","O","20083","","Research","2008"
"0000062515","1.0","0000000251","CHIN","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","O","20083","","Research","2008"
"0000062516","1.0","0000000276","ECON","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","O","20083","","Research","2008"
"0000062517","1.0","0000000284","ECON","Academic Internship.","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","O","20083","","Research","2008"
"0000062518","1.0","0000000299","CSCI","This is an intermediate-level version of Computer Science 394.","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","O","20083","Internship","Research","2008"
"0000062519","1.0","0000000306","CSCI","Students gain experience in computer-industry positions. Projects have included implementation of solid modeling (NURBS), documentation, business applications of computing, applications of computer graphics in medical research, team programming. Internship experiences (whether for credit or not) are strongly encouraged for anyone considering a career in computing.","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","O","20083","Internship","Research","2008"
"0000062520","1.0","0000000313","EDUC","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","O","20083","","Research","2008"
"0000062521","1.0","0000000344","EDUC","","1","","","","","Rosemary A. Pfarr-Baker","","S","300","999","Academic Internship","","394","","True","False","","3","","","O","20083","Internship","Research","2008"
"0000062522","1.0","0000000374","DANCE","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","O","20083","Internship","Research","2008"
"0000062523","1.0","0000000377","DANCE","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","O","20083","Internship","Research","2008"
"0000062524","1.0","0000000433","ENGL","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","O","20083","Internship","Research","2008"
"0000062525","1.0","0000000449","ENGL","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","O","20083","Internship","Research","2008"
"0000062526","1.0","0000000464","ENVST","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","O","20083","Internship","Research","2008"
"0000062527","1.0","0000000466","ENVST","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","O","20083","Internship","Research","2008"
"0000062528","1.0","0000000490","FREN","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","O","20083","","Research","2008"
"0000062529","1.0","0000000494","FREN","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","O","20083","","Research","2008"
"0000062530","1.0","0000000522","GERM","Students spend four weeks during Interim or summer break in a selected German workplace. Opportunities include work in health care, communications, and manufacturing as well as non-profit organizations, libraries, businesses, laboratories, offices, and churches. Assignment of position varies with availability in host institutions. Prerequisite: at least one 250-level course.","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","at least one 250-level course.","","3","","","O","20083","Internship","Research","2008"
