"clbid","credits","crsid","department","description","enrolled","firstyear","groupid","grouptype","halfcredit","instructors","junior","learningmode","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000093757","1.0","0000000747","MATH","Algebra is concerned with sets of objects and operations that satisfy a few basic properties. Using the properties we study axiomatic systems such as groups, rings, and fields, covering topics such as homomorphisms, cosets, quotient structures, polynomial rings, and finite fields. Emphasis is on theory and on developing the ability to write proofs. Prerequisite: MATH 220. Permission of instructor required for first-year students. Offered each semester.","21","","","","","Kay E. Smith","","S","200","22","Abstract Algebra I","","252","{'day': 'Mo', 'end': '11:40', 'location': 'TOH 186', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'TOH 186', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'TOH 186', 'start': '10:45'}","False","MATH 220. Permission of instructor required for first-year students. Offered each semester.","A","1","","","C","20141","","Research","2014"
"0000093758","1.0","0000000747","MATH","Algebra is concerned with sets of objects and operations that satisfy a few basic properties. Using the properties we study axiomatic systems such as groups, rings, and fields, covering topics such as homomorphisms, cosets, quotient structures, polynomial rings, and finite fields. Emphasis is on theory and on developing the ability to write proofs. Prerequisite: MATH 220. Permission of instructor required for first-year students. Offered each semester.","17","","","","","Tina Garrett","","S","200","22","Abstract Algebra I","","252","{'day': 'Mo', 'end': '14:55', 'location': 'RNS 204', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'RNS 204', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'RNS 204', 'start': '14:00'}","False","MATH 220. Permission of instructor required for first-year students. Offered each semester.","B","1","","","O","20141","","Research","2014"
"0000093759","1.0","0000000011","AMST","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","C","20141","Internship","Research","2014"
"0000093760","1.0","0000000014","AMST","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","C","20141","Internship","Research","2014"
"0000093761","1.0","0000000068","ART","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","C","20141","","Research","2014"
"0000093762","1.0","0000000073","ART","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","C","20141","","Research","2014"
"0000093763","0.5","0000000153","BIO","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Piper Center for Vocation and Career, enlist a faculty supervisor, and complete an internship application. Internships do not count toward the biology major requirements.","1","","","","","Jean C. Porterfield","","S","200","999","Academic Internship","","294","","True","False","","1","","","C","20141","Internship","Research","2014"
"0000093764","1.0","0000000174","BIO","Biology 394 is for students who have completed one internship (BIO 294) and wish to complete a second internship. Students interested in an internship should consult with the Piper Center for Vocation and Career, locate a faculty supervisor, and complete an internship form. Internships do not count toward the biology major requirements.","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","C","20141","Internship","Research","2014"
"0000093765","1.0","0000000204","CHEM","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","C","20141","Internship","Research","2014"
"0000093766","1.0","0000000222","CHEM","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","C","20141","Internship","Research","2014"
"0000093767","1.0","0000000233","CLASS","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","C","20141","","Research","2014"
"0000093768","1.0","0000000235","CLASS","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","C","20141","","Research","2014"
"0000093769","1.0","0000000248","CHIN","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","C","20141","","Research","2014"
"0000093770","1.0","0000000251","CHIN","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","C","20141","","Research","2014"
"0000093771","1.0","0000000276","ECON","","1","","","","","Anthony Becker","","S","200","999","Academic Internship","","294","","True","False","","1","","","C","20141","","Research","2014"
"0000093772","1.0","0000000284","ECON","Academic Internship.","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","C","20141","","Research","2014"
"0000093773","1.0","0000000299","CSCI","This is an intermediate-level version of CSCI 394.","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","C","20141","Internship","Research","2014"
