"clbid","credits","crsid","department","description","enrolled","firstyear","gereqs","groupid","grouptype","halfcredit","instructors","junior","learningmode","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000142704","0.25","0000037154","NORST","","5","","","","","","Tanya L. Thresher","","S","200","10","FLC - Norwegian","Prerequisite: Completion of Norwegian 231 or equivalent experience.;Meeting time will be decided based on availability of the registered students.","277","","False","Completion of Norwegian 231 or equivalent experience.","","1","","","O","20221","","FLAC","2022"
"0000142705","1.0","0000001301","SOAN","This course focuses on the formation and development of contemporary Arab societies, politics, and cultures. It examines the evolving sociological bases of modern Arab states and societies, impact and legacies of European colonialization, religious and ethnic composition of the region and their impact on Arab identities, effects of economic crises and transformations on class structures and class relations, gender and sexuality matters, and social change and current social movements.","13","","SCS","","","","Ibtesam Al Atiyat","","S","200","17","A Sociology of the Arab World","","236","{'day': 'Mo', 'end': '08:55', 'location': 'HH 523', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'HH 523', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'HH 523', 'start': '08:00'}","False","False","","1","","","O","20221","","Research","2022"
"0000142706","1.0","0000000747","MATH","Algebra is concerned with sets of objects and operations that satisfy a few basic properties. Using the properties we study axiomatic systems such as groups, rings, and fields, covering topics such as homomorphisms, cosets, quotient structures, polynomial rings,and finite fields. Emphasis is on theory and on developing the ability to write proofs. Offered each semester. Also counts toward computer science major. Prerequisite: MATH 220. Permission of instructor required for first-year students.","19","","WAC","","","","Ryota Matsuura","","S","200","18","Abstract Algebra I","Open to first-year students with permission of department chair.","252","{'day': 'Mo', 'end': '13:50', 'location': 'TOH 184', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'TOH 184', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'TOH 184', 'start': '12:55'}","False","MATH 220. Permission of instructor required for first-year students.","B","1","","","C","20221","","Research","2022"
"0000142707","1.0","0000000747","MATH","Algebra is concerned with sets of objects and operations that satisfy a few basic properties. Using the properties we study axiomatic systems such as groups, rings, and fields, covering topics such as homomorphisms, cosets, quotient structures, polynomial rings,and finite fields. Emphasis is on theory and on developing the ability to write proofs. Offered each semester. Also counts toward computer science major. Prerequisite: MATH 220. Permission of instructor required for first-year students.","18","","WAC","","","","Ryota Matsuura","","S","200","18","Abstract Algebra I","Open to first-year students with permission of department chair.","252","{'day': 'Mo', 'end': '12:45', 'location': 'TOH 184', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'TOH 184', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'TOH 184', 'start': '11:50'}","False","MATH 220. Permission of instructor required for first-year students.","A","1","","","C","20221","","Research","2022"
"0000142709","0.25","0000000068","ART","","0","","OEP","","","","Staff","","S","200","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","C","20221","","Research","2022"
"0000142710","1.0","0000000073","ART","","0","","OEP","","","","Staff","","S","300","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","C","20221","","Research","2022"
"0000142711","0.25","0000000153","BIO","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Piper Center for Vocation and Career, enlist a faculty supervisor, and complete an internship application. Internships do not count toward the biology major requirements.","0","0/0","OEP","","","","Staff","","S","200","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","C","20221","","Research","2022"
"0000142712","1.0","0000000174","BIO","Biology 394 is for students who have completed one internship (BIO 294) and wish to complete a second internship. Students interested in an internship should consult with the Piper Center for Vocation and Career, locate a faculty supervisor, and complete an internship form. Internships do not count toward the biology major requirements.","0","0/0","OEP","","","","Staff","","S","300","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","C","20221","","Research","2022"
"0000142713","0.25","0000000204","CHEM","","0","","OEP","","","","Staff","","S","200","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","C","20221","","Research","2022"
"0000142714","1.0","0000000222","CHEM","","0","","OEP","","","","Staff","","S","300","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","1","","","C","20221","","Research","2022"
"0000142715","1.0","0000000233","CLASS","","0","","OEP","","","","Staff","","S","200","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","1","","","C","20221","","Research","2022"
