"clbid","credits","crsid","department","description","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","status","term","title","type","year"
"0000059649","1.0","0000000014","AMST","","1","0","1","0","0","","Farrell, James","{'fsnum': '2030', 'name': 'Farrell, James'}","300","","Academic Internship","","394","","True","","","5","O","20065","Internship","Research","2006"
"0000059650","1.0","0000000015","AMST","","1","0","1","0","0","WRI","Farrell, James","{'fsnum': '2030', 'name': 'Farrell, James'}","300","","IR/Environment Journalism","","398","","False","","","5","O","20065","Independent Research","Research","2006"
"0000060549","1.0","0000000100","BIO","Contemporary biological issues related to health and the environment are explored, with the goal of fostering informed citizens prepared for current biological debates. Students learn the relevant biological principles in lecture and lab followed by appropriate lab or field research. Specific topics vary from year to year and may include emerging diseases, cardiovascular health, genetics, specific groups of organisms, behavior, and environmental dynamics. The course includes lectures plus one 2-hour laboratory per week.","37","28","0","0","9","NSC;NSL","Umbanhowar, Charles Jr.","{'fsnum': '8616', 'name': 'Umbanhowar, Charles Jr.'}","100","","Biological Science","","121","","False","False","","5","O","20065","Biological Science: Issues in Biology","Research","2006"
"0000060550","","0000000101","BIO","","37","28","0","0","9","","Umbanhowar, Charles Jr.","{'fsnum': '8616', 'name': 'Umbanhowar, Charles Jr.'}","100","","Biological Science Lab","","121","","False","","","5","O","20065","","Lab","2006"
"0000059656","1.0","0000000153","BIO","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Center for Experiential Learning, enlist a faculty sponsor, and complete an internship application.","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","Academic Internship","","294","","True","False","","5","O","20065","Internship","Research","2006"
"0000059946","0.5","0000000153","BIO","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Center for Experiential Learning, enlist a faculty sponsor, and complete an internship application.","1","0","0","0","1","","Walter, Anne","{'fsnum': '8876', 'name': 'Walter, Anne'}","200","","Academic Internship","","294","","True","False","A","5","O","20065","Internship","Research","2006"
"0000059062","1.0","0000000194","CHEM","This course provides a sequential introduction to physical chemistry. Beginning with an introduction to statistical aspects of chemical equilibria, it explores the relationships between energy, entropy and equilibria (thermodynamics); oxidation-reduction reactions and electrochemistry; transitions between phases; and rates of reactions. Students attend three classes and one 3-hour laboratory per week. Prerequisite: Chemistry 125, or 121 and 123 and Mathematics 120 or 121 or permission of instructor. Offered Spring Semester.","10","4","0","4","2","NSC;NSL","Riley, Patrick N.","{'fsnum': '14194', 'name': 'Riley, Patrick N.'}","100","","Chemical Reactions","","126","{'day': 'Mo', 'end': '16:00', 'location': 'SC 374', 'start': '14:30'};{'day': 'Tu', 'end': '16:00', 'location': 'SC 374', 'start': '14:30'};{'day': 'We', 'end': '16:00', 'location': 'SC 374', 'start': '14:30'};{'day': 'Th', 'end': '16:00', 'location': 'SC 374', 'start': '14:30'};{'day': 'Fr', 'end': '16:00', 'location': 'SC 374', 'start': '14:30'}","False","Chemistry 125, or 121 and 123 and Mathematics 120 or 121 or permission of instructor. Offered Spring Semester.","","5","O","20065","Energies and Rates of Chemical Reactions","Research","2006"
"0000059063","","0000000195","CHEM","","10","4","0","4","2","","Riley, Patrick N.","{'fsnum': '14194', 'name': 'Riley, Patrick N.'}","100","","Chemical Reactions Lab","","126","{'day': 'Mo', 'end': '12:00', 'location': 'SC 371', 'start': '21:00'};{'day': 'We', 'end': '12:00', 'location': 'SC 371', 'start': '21:00'}","False","","","5","O","20065","","Lab","2006"
"0000059064","1.0","0000000197","CHEM","This course is a continuation of Chemistry 247 topics. Chemistry 248 delves into the chemistry of functional groups, especially those that play a role in the reactivity biomolecules such as carbohydrates, lipids, proteins and nucleic acids. Together Chemistry 247 and 248 provide a full treatment of introductory organic chemistry. Prerequisite: Chemistry 247 or permission of instructor. Offered Spring Semester.","19","6","5","7","1","","Watson, Anthony T.","{'fsnum': '16643', 'name': 'Watson, Anthony T.'}","200","","Organic Chemistry","","248","{'day': 'Mo', 'end': '11:30', 'location': 'SC 378', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'SC 378', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'SC 378', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'SC 378', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'SC 378', 'start': '10:00'}","False","Chemistry 247 or permission of instructor. Offered Spring Semester.","","5","O","20065","Organic Chemistry II","Research","2006"
"0000059065","0.25","0000000200","CHEM","This course is a continuation of Chemistry 253. Students gain more experience with techniques used in Chemistry 253 and in addition use gas chromatographic/mass specrtometric analyses. Students attend one 3-hour laboratory each week. Prerequisites: Chemistry 253 and previous or concurrent registration in Chemistry 248. P/N only. Offered Spring Semester.","18","6","5","6","1","","Pearson, Wesley","{'fsnum': '6161', 'name': 'Pearson, Wesley'}","200","","Synthesis Lab","","254","{'day': 'Mo', 'end': '16:00', 'location': 'SC 311', 'start': '13:00'};{'day': 'We', 'end': '16:00', 'location': 'SC 311', 'start': '13:00'}","True","Prerequisites: Chemistry 253 and previous or concurrent registration in Chemistry 248. P/N only. Offered Spring Semester.","A","5","O","20065","Synthesis Laboratory II","Lab","2006"
