"clbid","credits","crsid","department","description","enrolled","firstyear","gereqs","groupid","grouptype","halfcredit","instructors","junior","learningmode","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000157560","1.0","0000000747","MATH","Algebra is concerned with sets of objects and operations that satisfy a few basic properties. Using the properties we study axiomatic systems such as groups, rings, and fields, covering topics such as homomorphisms, cosets, quotient structures, polynomial rings, and finite fields. Emphasis is on theory and on developing the ability to write proofs. Offered each semester. Also counts toward computer science major. Prerequisite: MATH 220. Permission of instructor required for first-year students.","17","","WAC","","","","Adam H. Berliner","","S","200","16","Abstract Algebra I","","252","{'day': 'Mo', 'end': '11:40', 'location': 'RNS 204', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'RNS 204', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'RNS 204', 'start': '10:45'}","False","MATH 220. Permission of instructor required for first-year students.","A","3","","","C","20243","","Research","2024"
"0000157561","1.0","0000000747","MATH","Algebra is concerned with sets of objects and operations that satisfy a few basic properties. Using the properties we study axiomatic systems such as groups, rings, and fields, covering topics such as homomorphisms, cosets, quotient structures, polynomial rings, and finite fields. Emphasis is on theory and on developing the ability to write proofs. Offered each semester. Also counts toward computer science major. Prerequisite: MATH 220. Permission of instructor required for first-year students.","16","","WAC","","","","Francesca Gandini","","S","200","16","Abstract Algebra I","","252","{'day': 'Tu', 'end': '13:10', 'location': 'TOH 186', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'TOH 186', 'start': '12:45'}","False","MATH 220. Permission of instructor required for first-year students.","B","3","","","C","20243","","Research","2024"
"0000157657","1.0","0000000219","CHEM","This course examines how modern theories of chemical bonding are applied to an understanding of the chemistry of the elements of the periodic table. Students explore chemical structures and spectra on the basis of molecular symmetry and group theory. Topics covered include inorganic reactions, chemical periodicity, acid-base systems, coordination compounds, organometallic compounds, nonmetal chemistry, and cluster compounds. Offered annually in the spring semester. Prerequisite: CHEM 248.","15","","","","","","Elodie Marlier","","S","300","16","Adv Inorganic Chem","","386","{'day': 'Mo', 'end': '11:40', 'location': 'RNS 435', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'RNS 435', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'RNS 435', 'start': '10:45'}","False","CHEM 248.","","3","","","O","20243","Advanced Inorganic Chemistry","Research","2024"
"0000157659","1.0","0000000376","DANCE","In this advanced analysis of principles and methods for creating dances, students survey current trends in dance performance as well as choreograph new works. Offered annually in the spring semester. Prerequisite: DANCE 231.","8","","CRE","","","","Heather J. Klopchin","","S","300","16","Advanced Choreography","","374","{'day': 'Tu', 'end': '13:10', 'location': 'CAD Studio 1', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'CAD Studio 1', 'start': '12:45'}","False","DANCE 231.","","3","","","O","20243","","Research","2024"
"0000157660","1.0","0000000442","ENGL","Students deepen and strengthen their work in creative nonfiction. Class sessions are devoted to development of writing strategies and analysis of professional and student writing. Prerequisites: ENGL 291 or permission of the instructor.","8","","","","","","Kaethe Schwehn","","S","300","15","Advanced Creative Nonfict Writing","","373","{'day': 'Tu', 'end': '11:00', 'location': 'RML 420', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'RML 420', 'start': '09:30'}","False","Prerequisites: ENGL 291 or permission of the instructor.","","3","","","O","20243","Advanced Creative Nonfiction Writing Workshop","Research","2024"
"0000157661","1.0","0000000441","ENGL","Students develop and complete individual projects in fiction, deepening and polishing their work. Class sessions are devoted to discussion of craft, examination of literary models, and workshopping of student writing. Prerequisites: completion of any 200-level fiction writing course such as ENGL 293 or ENGL 282 or permission of the instructor.","15","","","","","","Sequoia Nagamatsu","","S","300","15","Advanced Fiction Writing","","372","{'day': 'Tu', 'end': '14:45', 'location': 'RML 420', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'RML 420', 'start': '14:15'}","False","Prerequisites: completion of any 200-level fiction writing course such as ENGL 293 or ENGL 282 or permission of the instructor.","","3","","","C","20243","Advanced Fiction Writing Workshop","Research","2024"
"0000157662","1.0","0000000667","JAPAN","This course builds on Japanese 301 and aims to increase the knowledge of Japanese people, language, and society by comparing with students' own cultures in their target language. Authentic ""texts"" (images, video clips, written texts, etc.) support student learning. Offered annually in the spring semester. Also counts toward Asian studies major and Asian studies and business and management studies concentrations. Prerequisite: JAPAN 301 or equivalent.","13","","WLC","","","","Rika Ito","","S","300","20","Advanced Japanese II","","302","{'day': 'Mo', 'end': '12:45', 'location': 'TOH 110', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'TOH 110', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'TOH 110', 'start': '11:50'}","False","JAPAN 301 or equivalent.","","3","","","O","20243","","Research","2024"
"0000157664","0.25","0000000211","CHEM","Students work on special projects during one afternoon of laboratory per week. Each student must have the sponsorship of a staff member. P/N only. Offered each semester. May be repeated if topic is different.","0","","","","","","Staff","","S","300","1","Advanced Lab","","375","","True","False","","3","","","C","20243","Advanced Laboratory","Lab","2024"
"0000157665","0.25","0000001097","PHYS","Experiments in the areas of mechanics, electricity and magnetism, and materials science. Emphasis is on the development of good laboratory techniques, analytical skills, and the ability to work independently. Each 0.25-course registration includes one three-hour laboratory per week. Offered annually in the spring semester.","8","0/0","","","","","Suneth Kassapa Kapuru Bandage","","S","300","8","Advanced Physics Laboratory I","Open to Seniors and Juniors only.","385","{'day': 'Th', 'end': '15:45', 'location': 'RNS 298', 'start': '12:45'}","False","False","B","3","","0/0","C","20243","","Lab","2024"
"0000157666","0.25","0000001097","PHYS","Experiments in the areas of mechanics, electricity and magnetism, and materials science. Emphasis is on the development of good laboratory techniques, analytical skills, and the ability to work independently. Each 0.25-course registration includes one three-hour laboratory per week. Offered annually in the spring semester.","4","0/0","","","","","Prabal Adhikari","","S","300","8","Advanced Physics Laboratory I","Open to Seniors and Juniors only.","385","{'day': 'Fr', 'end': '17:00', 'location': 'RNS 298', 'start': '14:00'}","False","False","C","3","","0/0","O","20243","","Lab","2024"
