"clbid","credits","crsid","department","description","enrolled","firstyear","groupid","grouptype","halfcredit","instructors","junior","learningmode","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000089803","0.25","0000018806","HIST","","6","","","","","Timothy R. Howe","","S","200","10","FLC - Latin","","204","","False","False","","3","","","O","20133","","FLAC","2013"
"0000089804","0.25","0000017526","AS/HI","","10","","","","","Robert Entenmann","","S","200","10","FLC - Chinese","","251","","False","False","","3","","","C","20133","","FLAC","2013"
"0000089805","0.25","0000026505","NORW","","4","","","","","Margaret H. O'Leary","","S","100","10","FLC - Norwegian","","140","","False","False","","3","","","O","20133","","FLAC","2013"
"0000089808","1.0","0000000747","MATH","Algebra is concerned with sets of objects and operations that satisfy a few basic properties. Using the properties we study axiomatic systems such as groups, rings, and fields, covering topics such as homomorphisms, cosets, quotient structures, polynomial rings, and finite fields. Emphasis is on theory and on developing the ability to write proofs. Prerequisite: Mathematics 220. Permission of instructor required for first-year students. Offered each semester.","17","","","","","Marju Purin","","S","200","20","Abstract Algebra I","","252","{'day': 'Mo', 'end': '11:40', 'location': 'TOH 184', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'TOH 184', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'TOH 184', 'start': '10:45'}","False","Mathematics 220. Permission of instructor required for first-year students. Offered each semester.","A","3","","","O","20133","","Research","2013"
"0000089809","1.0","0000000747","MATH","Algebra is concerned with sets of objects and operations that satisfy a few basic properties. Using the properties we study axiomatic systems such as groups, rings, and fields, covering topics such as homomorphisms, cosets, quotient structures, polynomial rings, and finite fields. Emphasis is on theory and on developing the ability to write proofs. Prerequisite: Mathematics 220. Permission of instructor required for first-year students. Offered each semester.","20","","","","","Jill Dietz","","S","200","20","Abstract Algebra I","","252","{'day': 'Tu', 'end': '11:00', 'location': 'TOH 186', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'TOH 186', 'start': '09:30'}","False","Mathematics 220. Permission of instructor required for first-year students. Offered each semester.","B","3","","","C","20133","","Research","2013"
"0000089812","1.0","0000000011","AMST","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","C","20133","Internship","Research","2013"
"0000089813","1.0","0000000068","ART","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","C","20133","","Research","2013"
"0000089814","1.0","0000000073","ART","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","C","20133","","Research","2013"
"0000089815","1.0","0000000093","ASIAN","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","C","20133","","Research","2013"
"0000089816","1.0","0000000096","ASIAN","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","C","20133","","Research","2013"
"0000089817","1.0","0000000153","BIO","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Piper Center for Vocation and Career, enlist a faculty supervisor, and complete an internship application. Internships do not count toward the biology major requirements.","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","C","20133","Internship","Research","2013"
"0000089818","1.0","0000000174","BIO","Biology 394 is for students who have completed one internship (Biology 294) and wish to complete a second internship. Students interested in an internship should consult with the Piper Center for Vocation and Career, locate a faculty supervisor, and complete an internship form. Internships do not count toward the biology major requirements.","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","C","20133","Internship","Research","2013"
"0000089819","1.0","0000000204","CHEM","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","C","20133","Internship","Research","2013"
"0000089820","1.0","0000000222","CHEM","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","C","20133","Internship","Research","2013"
"0000089821","1.0","0000000233","CLASS","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","C","20133","","Research","2013"
"0000089822","1.0","0000000235","CLASS","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","C","20133","","Research","2013"
"0000089823","1.0","0000000248","CHIN","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","C","20133","","Research","2013"
"0000089824","1.0","0000000251","CHIN","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","C","20133","","Research","2013"
"0000089825","1.0","0000000276","ECON","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","C","20133","","Research","2013"
"0000089826","1.0","0000000284","ECON","Academic Internship.","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","C","20133","","Research","2013"
"0000089827","1.0","0000000299","CSCI","This is an intermediate-level version of Computer Science 394.","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","C","20133","Internship","Research","2013"
"0000089828","1.0","0000000306","CSCI","Students gain experience in computer-industry positions. Projects have included contributions to team programming, implementation of solid modeling (NURBS), documentation, business applications of computing, and applications of computer graphics in medical research. Internship experiences (whether for credit or not) are strongly encouraged for anyone considering a career in computing.","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","C","20133","Internship","Research","2013"
"0000089829","0.25","0000000313","EDUC","","2","","","","","Robert W. McClure","","S","200","999","Academic Internship","","294","","True","False","","3","","","C","20133","","Research","2013"
"0000089830","1.0","0000000344","EDUC","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","C","20133","Internship","Research","2013"
"0000089831","1.0","0000000374","DANCE","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","C","20133","Internship","Research","2013"
"0000089832","1.0","0000000377","DANCE","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","C","20133","Internship","Research","2013"
"0000089833","1.0","0000000433","ENGL","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","C","20133","Internship","Research","2013"
"0000089834","1.0","0000000449","ENGL","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","C","20133","Internship","Research","2013"
