"clbid","credits","crsid","department","description","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","status","term","title","type","year"
"0000152620","1.0","0000027951","ART","This course introduces students to the medium of graphic design as a method of enhanced communication. The course explores the design communication process including conceptualization, creative processes, terminology, and technology. Assignments introduce computer applications used in the graphic design profession as well as graphic design elements of typography, production, color theory, digital printing processes, and basic web design. Offered periodically. Also counts toward management studies concentration. Prerequisite: ART 104 or permission of the instructor.","0","0","0","0","0","","Bosch, Kelsey E.","{'fsnum': '32181', 'name': 'Bosch, Kelsey E.'}","200","16","Graphic Design","Online, synchronous                                                             ;Students that have not met the prerequisite are welcome to register.","236","{'day': 'Mo', 'end': '16:00', 'location': 'VRTL Online', 'start': '14:30'};{'day': 'Tu', 'end': '16:00', 'location': 'VRTL Online', 'start': '14:30'};{'day': 'We', 'end': '16:00', 'location': 'VRTL Online', 'start': '14:30'};{'day': 'Th', 'end': '16:00', 'location': 'VRTL Online', 'start': '14:30'};{'day': 'Fr', 'end': '16:00', 'location': 'VRTL Online', 'start': '14:30'}","False","ART 104 or permission of the instructor.","","4","X","20224","","Research","2022"
"0000152621","1.0","0000026712","BIO","The study of the anatomy and physiology of the human body is founded on a thorough understanding of the structure and function of cells and tissues. Students attend lectures plus one three-hour laboratory per week. This course may not be taken after completion of CH/BI 227 or BIO 227. Offered in the fall semester. Also counts toward the kinesiology major.","5","3","1","1","0","IST;NTS;SED","Cole, Steven","{'fsnum': '26217', 'name': 'Cole, Steven'}","100","24","Human Anatomy & Physiology I","Students registering for BIO 143 must also register for the BIO143 lab.","143","{'day': 'Mo', 'end': '10:20', 'location': 'RNS 290', 'start': '08:00'};{'day': 'Tu', 'end': '10:20', 'location': 'RNS 290', 'start': '08:00'};{'day': 'We', 'end': '10:20', 'location': 'RNS 290', 'start': '08:00'}","False","False","","4","O","20224","Human Anatomy and Physiology: Cells and Tissues","Research","2022"
"0000152622","","0000026713","BIO","","5","3","1","1","0","","Cole, Steven","{'fsnum': '26217', 'name': 'Cole, Steven'}","100","24","Human Anatomy & Physiology I Lab","","143","{'day': 'Mo', 'end': '12:10', 'location': 'RNS 254', 'start': '22:40'};{'day': 'Tu', 'end': '12:10', 'location': 'RNS 254', 'start': '22:40'};{'day': 'We', 'end': '12:10', 'location': 'RNS 254', 'start': '22:40'}","False","","","4","O","20224","","Lab","2022"
"0000152623","1.0","0000000192","CHEM","This study of chemical stoichiometry, equilibrium, acid-base chemistry, coordination chemistry, and atomic and molecular structure supplies the fundamental background on which all later chemistry courses depend. It includes applications of equilibrium principles to acid-base chemistry. Students attend three classes and one three-hour laboratory per week. Students planning to continue in chemistry should consider concurrent registration in MATH 119 or MATH 120. The course cannot be taken in conjunction with or after credit in CHEM 121 or CHEM 122. Offered annually in the fall semester. Also counts toward biology major and biomolecular science concentration. Prerequisite: placement via online placement survey.","7","2","2","3","0","NSC;NSL;NTS;SED","Riley, Patrick N.","{'fsnum': '14194', 'name': 'Riley, Patrick N.'}","100","24","Struct Chem & Equilib","Students in Chemistry 125 must also register for Chemistry 125 Lab.","125","{'day': 'Mo', 'end': '11:30', 'location': 'RNS 310', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'RNS 310', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'RNS 310', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'RNS 310', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'RNS 310', 'start': '10:00'}","False","placement via online placement survey.","","4","O","20224","Structural Chemistry and Equilibrium","Research","2022"
"0000152624","","0000000193","CHEM","","7","2","2","3","0","","Riley, Patrick N.","{'fsnum': '14194', 'name': 'Riley, Patrick N.'}","100","24","Struct Chem & Equilib Lab","","125","{'day': 'Mo', 'end': '16:00', 'location': 'RNS 355', 'start': '13:00'};{'day': 'We', 'end': '16:00', 'location': 'RNS 355', 'start': '13:00'}","False","","","4","O","20224","","Lab","2022"
"0000152625","1.0","0000000196","CHEM","Organic chemistry is the study of compounds containing carbon, emphasizing the structures and mechanisms of reaction of these molecules. This course focuses on structure, nomenclature, and reactions of aliphatic and alicyclic compounds, including aspects of stereochemistry and spectroscopic identification of organic compounds. A full treatment of introductory organic chemistry requires subsequent enrollment in CHEM 248. Offered annually in the fall semester. Also counts toward biomolecular science concentration. Prerequisite: CHEM 126 or CH/BI 126 or permission of instructor.","12","1","4","5","2","NSC","Gittins, Peter J.","{'fsnum': '21144', 'name': 'Gittins, Peter J.'}","200","24","Organic Chemistry I","Course dates are June 5 - July 7 (No Class July 3,4)","247","{'day': 'Mo', 'end': '12:00', 'location': 'RNS 390', 'start': '21:00'};{'day': 'We', 'end': '12:00', 'location': 'RNS 390', 'start': '21:00'};{'day': 'Fr', 'end': '12:00', 'location': 'RNS 390', 'start': '21:00'}","False","CHEM 126 or CH/BI 126 or permission of instructor.","","4","O","20224","","Research","2022"
"0000152626","0.25","0000000199","CHEM","This laboratory course introduces students to the synthesis and characterization of organic, organometallic and inorganic compounds and serves as a general introduction to green chemistry. Students purify the materials they produce by techniques such as chromatography and characterize them using optical rotation measurements, infrared spectroscopy, and nuclear magnetic resonance spectroscopy. Students attend one three-hour laboratory each week. P/N only. Offered annually in the fall semester. Also counts toward biomolecular science concentration. Prerequisite: previous or concurrent registration in CHEM 247.","6","1","1","3","1","","Gittins, Peter J.","{'fsnum': '21144', 'name': 'Gittins, Peter J.'}","200","24","Synthesis Lab I","Course dates are June 6 - July 6 (No Class July 3,4)","253","{'day': 'Tu', 'end': '12:30', 'location': 'RNS 340', 'start': '20:30'};{'day': 'Th', 'end': '12:30', 'location': 'RNS 340', 'start': '20:30'}","True","previous or concurrent registration in CHEM 247.","","4","O","20224","Synthesis Laboratory I","Lab","2022"
"0000152627","1.0","0000029406","ENGL","This course will introduce you to the popular and scholarly ways that we write about video games as well as the ways video games communicate with us through multimodal conventions and genre-specific language. You will investigate the motives (economic, cultural, and aesthetic) behind game development while analyzing how games function as rhetorical artifacts. Readings for this class are primarily academic to provide a broad view of scholarship on video games. However, you will also play games to help you to see how these theories translate into practice. Course work will include short assignments leading up to two digital, multimodal compositions with a strong written component.","14","2","6","5","1","WAC;WRI","Shaiman, Jennifer","{'fsnum': '30174', 'name': 'Shaiman, Jennifer'}","200","18","Top: Rhetoric of Video Games","","286","","False","False","","4","O","20224","Topics in Rhetoric and Composition","Topic","2022"
"0000153051","1.0","0000000456","ES/PS","Population growth, industrialization, and the consumption of fossil fuels have increased global environmental problems. The course examines the ways in which nation-states and/or international institutions have addressed these environmental concerns. Depending on the instructor, the focus of the course is either the environmental problems of a particular area (e.g., Latin America, Russia or Asia) or a broader global arena (e.g., international institutions and the environment). Offered alternate years. Counts toward international relations concentration.","3","0","1","2","0","HBS;SCS","Lott, Anthony","{'fsnum': '15825', 'name': 'Lott, Anthony'}","200","24","Global Env Politics","","201","","False","False","","4","O","20224","Topics in Global Environmental Politics","Research","2022"
"0000152628","1.0","0000021584","FMS","This course is an introduction to film analysis. Students learn the language used to describe and understand various features and aspects of the cinema. In addition to exploring the elements that make up a film, students also think carefully about the decisions, techniques, and strategies that inform film production. Topics of study include narrative, mise-en-scene, cinematography, editing, film sound, and, later in the course, broader categories of classification such as genre and mode.","9","0","3","4","2","ALS-A;CRE","Nordfjörd, Björn","{'fsnum': '26260', 'name': 'Nordfjörd, Björn'}","100","24","Intro to Film Studies","","101","","False","False","","4","O","20224","Introduction to Film Studies","Research","2022"
