"clbid","credits","crsid","department","description","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","status","term","title","type","year"
"0000153053","1.0","0000001234","AS/RE","Students examine contemporary Buddhist moral teachings on social issues such as violence and peacemaking, human rights and social justice, and humanity and the environment. Coursework focuses on the writings of Vietnamese monk and peace activist Thich Nhat Hanh, Tibetan leader-in-exile Tenzin Gyatso (Fourteenth Dalai Lama), American ecologist Joanna Macy, and others. Students consider the moral paradigms of Christianity and Buddhism: Christ and the Bodhisattva. Offered annually. Counts toward Asian studies, Chinese, Japanese, and religion majors and Asian studies concentration.","0","0","0","0","0","EIN;ERC","Yun, Sungha","{'fsnum': '33051', 'name': 'Yun, Sungha'}","200","24","Buddhism, Peace, Justice","This course has changed to an online format.","289","{'day': 'Mo', 'end': '11:30', 'location': 'VRTL Online', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'VRTL Online', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'VRTL Online', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'VRTL Online', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'VRTL Online', 'start': '10:00'}","False","False","","5","X","20225","Buddhism, Peace and Justice","Research","2022"
"0000153624","0.25","0000000153","BIO","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Piper Center for Vocation and Career, enlist a faculty supervisor, and complete an internship application. Internships do not count toward the biology major requirements.","1","0","1","0","0","OEP","Walter, Anne","{'fsnum': '8876', 'name': 'Walter, Anne'}","200","1","Academic Internship","","294","","True","False","A","5","C","20225","","Research","2022"
"0000152635","1.0","0000000194","CHEM","This course provides a sequential introduction to physical chemistry. Beginning with an introduction to statistical aspects of chemical equilibria, it explores the relationships between energy, entropy and equilibria (thermodynamics); oxidation-reduction reactions and electrochemistry; transitions between phases; and rates of reactions. Students attend three classes and one three-hour laboratory per week. Offered annually in the spring semester. Also counts toward biomolecular science concentration. Prerequisite: CHEM 125, or CHEM 122, or CHEM 121 and CHEM 123, and concurrent or previous enrollment in MATH 119 or MATH 120, or permission of instructor.","12","10","0","2","0","NSC;NSL;NTS;SED","Riley, Patrick N.","{'fsnum': '14194', 'name': 'Riley, Patrick N.'}","100","24","Chemical Reactions","Students in Chemistry 126 must also register for Chemistry 126 Lab.","126","{'day': 'Mo', 'end': '11:30', 'location': 'RNS 310', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'RNS 310', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'RNS 310', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'RNS 310', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'RNS 310', 'start': '10:00'}","False","CHEM 125, or CHEM 122, or CHEM 121 and CHEM 123, and concurrent or previous enrollment in MATH 119 or MATH 120, or permission of instructor.","","5","O","20225","Energies and Rates of Chemical Reactions","Research","2022"
"0000152636","","0000000195","CHEM","","12","10","0","2","0","","Riley, Patrick N.","{'fsnum': '14194', 'name': 'Riley, Patrick N.'}","100","24","Chemical Reactions Lab","","126","{'day': 'Mo', 'end': '16:00', 'location': 'RNS 355', 'start': '13:00'};{'day': 'We', 'end': '16:00', 'location': 'RNS 355', 'start': '13:00'}","False","","","5","O","20225","","Lab","2022"
"0000152637","1.0","0000000197","CHEM","This course is a continuation of CHEM 247 topics. Chemistry 248 delves into the chemistry of functional groups, especially those that play a role in the reactivity of biomolecules such as carbohydrates, lipids, proteins ,and nucleic acids. Together, CHEM 247 and CHEM 248 provide a full treatment of introductory organic chemistry. Offered annually in the spring semester. Also counts toward environmental studies major (natural science emphasis) and biomolecular science concentration. Prerequisite: CHEM 247 or permission of instructor.","9","1","4","3","1","","Gittins, Peter J.","{'fsnum': '21144', 'name': 'Gittins, Peter J.'}","200","24","Organic Chemistry II","Course dates are July 17 - August 16","248","{'day': 'Mo', 'end': '12:00', 'location': 'RNS 390', 'start': '21:00'};{'day': 'We', 'end': '12:00', 'location': 'RNS 390', 'start': '21:00'};{'day': 'Fr', 'end': '12:00', 'location': 'RNS 390', 'start': '21:00'}","False","CHEM 247 or permission of instructor.","","5","O","20225","","Research","2022"
"0000152638","0.25","0000000200","CHEM","This course is a continuation of CHEM 253. Students gain more experience with techniques used in CHEM 253 and in addition use gas chromatographic/mass spectrometric analyses. Students attend one three-hour laboratory each week. P/N only. Offered annually in the spring semester. Also counts toward environmental studies major (natural science emphasis) and biomolecular science concentration. Prerequisites: CHEM 253 and previous or concurrent registration in CHEM 248.","7","1","2","3","1","","Gittins, Peter J.","{'fsnum': '21144', 'name': 'Gittins, Peter J.'}","200","24","Synthesis Lab II","Course dates are July 18 - August 15","254","{'day': 'Tu', 'end': '12:30', 'location': 'RNS 340', 'start': '20:30'};{'day': 'Th', 'end': '12:30', 'location': 'RNS 340', 'start': '20:30'}","True","Prerequisites: CHEM 253 and previous or concurrent registration in CHEM 248.","","5","O","20225","Synthesis Laboratory II","Lab","2022"
"0000153218","0.25","0000000204","CHEM","","1","0","0","1","0","OEP","Joiner, Cassie M.","{'fsnum': '32114', 'name': 'Joiner, Cassie M.'}","200","0","Academic Internship","","294","","True","","A","5","C","20225","","Research","2022"
"0000153659","0.25","0000000204","CHEM","","1","0","1","0","0","OEP","Beussman, Douglas J.","{'fsnum': '15745', 'name': 'Beussman, Douglas J.'}","200","1","Academic Internship","","294","","True","","B","5","C","20225","","Research","2022"
"0000153819","1.0","0000000374","DANCE","","1","1","0","0","0","OEP","Klopchin, Heather J.","{'fsnum': '10044', 'name': 'Klopchin, Heather J.'}","200","0","Academic Internship","","294","","True","","A","5","C","20225","Internship","Research","2022"
"0000153561","1.0","0000000276","ECON","","1","0","1","0","0","OEP","Jin, Zhenhu","{'fsnum': '34094', 'name': 'Jin, Zhenhu'}","200","1","Academic Internship","","294","","True","","A","5","C","20225","","Research","2022"
"0000153838","0.25","0000000276","ECON","","2","0","0","2","0","OEP","Harris, Colin","{'fsnum': '30113', 'name': 'Harris, Colin'}","200","0","Academic Internship","","294","","True","","B","5","C","20225","","Research","2022"
"0000154512","1.0","0000000276","ECON","","1","0","0","1","0","OEP","Becker, Anthony","{'fsnum': '348', 'name': 'Becker, Anthony'}","200","0","Academic Internship","","294","","True","","C","5","C","20225","","Research","2022"
"0000153004","1.0","0000021510","ENGL","This course examines the relationship between literature as a form of cultural expression and capitalism as a mode of economic production. Understanding literature’s response to capitalism over the last two-and-a-half centuries requires interdisciplinary study. This course thus seeks to contextualize the transformations of literature and capitalism by reading in the fields of political economy, sociology, political theory, critical race studies, advertising and marketing, visual art, and film.","15","1","5","7","2","ALS-L;WRI","Ward, Sean F.","{'fsnum': '28145', 'name': 'Ward, Sean F.'}","200","19","Top: Literature and Capitalism","","260","","False","False","","5","O","20225","Topics in Cross-Disciplinary Literary Study","Topic","2022"
"0000154382","0.25","0000000464","ENVST","","1","0","1","0","0","OEP","Jackson, Paul T.","{'fsnum': '3644', 'name': 'Jackson, Paul T.'}","200","0","Academic Internship","","294","","True","","A","5","C","20225","","Research","2022"
"0000152639","1.0","0000000648","FAMST","Students examine American families through the life cycle in relation to personal and professional life, with the major emphasis on communication and commitment in interpersonal relationships. Students study courtship, marriage, adjustment to parenthood, and aging through engaging evidence-based research, case studies, and theoretical frameworks. They examine stressors that affect families such as family violence, divorce, grief and loss, and socioeconomic challenges. This course takes an interdisciplinary approach; students have opportunity for a broad range of individualized study. Offered each semester. Also counts toward management studies concentration.","0","0","0","0","0","HBS;SCS","Mendez, Melissa A.","{'fsnum': '30132', 'name': 'Mendez, Melissa A.'}","100","20","Intro: Family Studies","Asynchronous with 2 weekly synchronous meetings.","132","","False","False","","5","X","20225","Introduction to Family Studies","Research","2022"
"0000152640","1.0","0000034662","FMS","This course introduces students to film and media production. The course rotates topics to accommodate various modes of production such as documentary, experimental, and narrative filmmaking. Students view and study film, learn the creative and technical skills associated with the course's focus, as well as participate in their own film and media productions. Offered annually. Prerequisites: FMS 101 or FMS 160 recommended.","0","0","0","0","0","ALS-A;CRE","Belgum, Rolf","{'fsnum': '33943', 'name': 'Belgum, Rolf'}","200","16","Film and Media Production","","220","{'day': 'Mo', 'end': '11:30', 'location': 'RML 115', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'RML 115', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'RML 115', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'RML 115', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'RML 115', 'start': '10:00'}","False","Prerequisites: FMS 101 or FMS 160 recommended.","","5","X","20225","","Research","2022"
"0000153739","1.0","0000026170","GSS","","1","0","0","1","0","OEP","Book, Cindy","{'fsnum': '694', 'name': 'Book, Cindy'}","200","0","Academic Internship","","294","","True","","A","5","C","20225","","Research","2022"
"0000153728","1.0","0000000624","HIST","","1","0","0","0","1","OEP","Hahn, Steve C.","{'fsnum': '13148', 'name': 'Hahn, Steve C.'}","200","0","Academic Internship","","294","","True","","A","5","C","20225","","Research","2022"
"0000155142","1.0","0000027057","ID","This interdisciplinary, topics-based course explores contemporary issues in science with emphasis on developing students' understanding of scientific and quantitiative approaches to problem solving. Specific topics, ranging from environmental chemistry and public health to biomechanics and genetics, vary from year to year. Students attend nine hours of lectures or small group discussion sections, two to three hours of quantitative workshops,and four hours of laboratory per week. The course is taught with WRIT 109. Offered annually during the summer. Does not count toward any major. Prerequisite: acceptance into the Summer Bridge Program.","41","0","0","41","0","IST;NTS;SED","Umbanhowar, Charles Jr.;Fruehling, Sara E.","{'fsnum': '8616', 'name': 'Umbanhowar, Charles Jr.'};{'fsnum': '17588', 'name': 'Fruehling, Sara E.'}","100","40","Explorations in Science","For SSS Summer Bridge students only.","150","","False","acceptance into the Summer Bridge Program.","","5","C","20225","","Research","2022"
"0000153413","0.25","0000000707","ID","","14","5","4","3","2","OEP","Howe, Tim R.","{'fsnum': '15815', 'name': 'Howe, Tim R.'}","200","","Academic Internship","","294","","True","","H","5","O","20225","","Research","2022"
"0000152499","0.25","0000029415","ID","This seminar integrates the liberal arts with the experience of work and the search for a vocation or career. Course content is composed of virtual class sessions that connect academic theories/analyses of work with each student's particular internship experience. Students also consider and articulate the value of the liberal arts for their pursuit of a creative, productive, and satisfying professional life. Offered annually during Interim. Prerequisite: Internship applications must be approved through the Piper Center before students will be allowed to enroll.","49","4","21","20","4","OEP","Baumann, Kelsey;Christie, Sian E.","{'fsnum': '34056', 'name': 'Baumann, Kelsey'};{'fsnum': '16804', 'name': 'Christie, Sian E.'}","200","50","Internship and Reflection Seminar","This course meets for 8 weeks and is online. Sign up for this course using the  ;form on Handshake.","295","{'day': 'We', 'end': '20:00', 'location': 'VRTL Online', 'start': '19:00'}","True","Internship applications must be approved through the Piper Center before students will be allowed to enroll.","","5","C","20225","","Research","2022"
"0000153276","1.0","0000000690","IS","Students with individual majors may register for their senior integrative projects in each semester of the senior year. The first semester, which is generally used for research and other preparation in consultation with the student's adviser, receives a P/N evaluation; the second semester, which includes a final presentation of the project, receives a grade. A brief description of the student's major and senior project appears on the transcript.","1","0","1","0","0","WRI","Campbell, Heather","{'fsnum': '903', 'name': 'Campbell, Heather'}","300","1","Senior Project II","","392","","False","False","","5","C","20225","","Research","2022"
"0000152641","0.25","0000001011","KINES","Students learn and apply the basic principles of fitness through a variety of aerobic activities.","8","1","3","2","2","ACB;PHA;SPM","Hauck, Bob","{'fsnum': '3165', 'name': 'Hauck, Bob'}","100","25","Aerobics","","131","{'day': 'Mo', 'end': '16:00', 'location': 'VRTL Online', 'start': '14:30'};{'day': 'Tu', 'end': '16:00', 'location': 'VRTL Online', 'start': '14:30'};{'day': 'We', 'end': '16:00', 'location': 'VRTL Online', 'start': '14:30'};{'day': 'Th', 'end': '16:00', 'location': 'VRTL Online', 'start': '14:30'};{'day': 'Fr', 'end': '16:00', 'location': 'VRTL Online', 'start': '14:30'}","False","False","","5","O","20225","","Research","2022"
"0000153480","1.0","0000001057","KINES","","1","0","1","0","0","OEP","Book, Cindy","{'fsnum': '694', 'name': 'Book, Cindy'}","200","1","Academic Internship","","294","","True","","A","5","C","20225","","Research","2022"
"0000155141","0.25","0000000726","LATIN","","1","0","1","0","0","","Groton, Anne","{'fsnum': '2771', 'name': 'Groton, Anne'}","300","0","IR/Sallust: Bellum Catilinae","","398","","False","","A","5","C","20225","Independent Research","Research","2022"
"0000153112","1.0","0000000784","MGMT","","1","0","1","0","0","OEP","Baumann, Kelsey","{'fsnum': '34056', 'name': 'Baumann, Kelsey'}","200","0","Academic Internship","","294","","True","","A","5","C","20225","","Research","2022"
"0000153918","0.25","0000000784","MGMT","","1","0","0","1","0","OEP","Baumann, Kelsey","{'fsnum': '34056', 'name': 'Baumann, Kelsey'}","200","0","Academic Internship","","294","","True","","B","5","C","20225","","Research","2022"
"0000153465","0.25","0000000942","NURS","Does not count toward the major. Students may choose a 1.00, 0.50, or 0.25 credit option","11","0","11","0","0","OEP","Huehn, Susan","{'fsnum': '17526', 'name': 'Huehn, Susan'}","200","1","Academic Internship","","294","","True","False","A","5","C","20225","","Research","2022"
"0000153989","1.0","0000000942","NURS","Does not count toward the major. Students may choose a 1.00, 0.50, or 0.25 credit option","1","0","1","0","0","OEP","Huehn, Susan","{'fsnum': '17526', 'name': 'Huehn, Susan'}","200","0","Academic Internship","","294","","True","False","B","5","C","20225","","Research","2022"
"0000153591","0.25","0000000961","NURS","Does not count toward the major. Students may choose a 1.00, 0.50, or 0.25 credit option.","0","0","0","0","0","OEP","Huehn, Susan","{'fsnum': '17526', 'name': 'Huehn, Susan'}","300","","Academic Internship","","394","","True","False","A","5","O","20225","","Research","2022"
"0000154408","0.25","0000000985","PHIL","","2","0","2","0","0","OEP","Westler, Brendon","{'fsnum': '31144', 'name': 'Westler, Brendon'}","200","0","Academic Internship","","294","","True","","A","5","C","20225","","Research","2022"
"0000154624","0.25","0000000985","PHIL","","1","0","1","0","0","OEP","Marsh, Jason","{'fsnum': '23586', 'name': 'Marsh, Jason'}","200","0","Academic Internship","","294","","True","","B","5","C","20225","","Research","2022"
"0000153912","1.0","0000001110","PSCI","War and peace, justice and power -- these are age-old topics of the politics among nations. This course examines them by emphasizing certain problem areas in the world and evaluating the principal theories for understanding international politics. Offered annually. Also counts toward international relations concentration.","9","0","0","3","6","HBS;SCS","Lott, Anthony","{'fsnum': '15825', 'name': 'Lott, Anthony'}","100","10","International Relations","For Upward Bound students only.","121","","False","False","","5","C","20225","","Research","2022"
"0000152552","1.0","0000001168","PSYCH","This course helps students better understand human development from the moment of conception and across the life span. The course focuses on biological and environmental factors that shape human development. Major changes in physical, cognitive, personality and social development are discussed. Offered each semester. Also counts toward kinesiology, nursing, social work, and gender and sexuality studies majors and educational studies, family studies, and gender and sexuality studies concentrations. Prerequisite: PSYCH 125.","7","2","1","4","0","HBS;SCS","Gross, Dana","{'fsnum': '2768', 'name': 'Gross, Dana'}","200","15","Developmental Psych","","241","","False","PSYCH 125.","","5","O","20225","Developmental Psychology","Research","2022"
"0000154381","0.25","0000001178","PSYCH","","1","0","0","1","0","OEP","Ausherbauer, Kadie","{'fsnum': '34068', 'name': 'Ausherbauer, Kadie'}","200","0","Academic Internship","","294","","True","","A","5","C","20225","","Research","2022"
