"clbid","credits","crsid","department","description","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","status","term","title","type","year"
"0000121193","1.0","0000017673","ART","This course will center around the Swedish system of manual training known as ""sloyd"" which means ""craft"" or ""hand skills."" The method, developed in the 19th c., encouraged students to systematically develop hand skills (usually woodworking) along with an understanding of tools, materials, processes and a sense of care and commitment to excellence. It teaches the ""whole person"" – the development of character and intellectual capacity as well as skill building. Summer Sloyd students will use the sloyd knife, draw knife, axe, brace, and hand saws (as well as some power tools) to explore the intersection of handwork, woodwork, and creativity. Projects will center around basic woodworking skills, green woodworking, history of functional woodenware in Nordic countries, and natural finishing/surface design techniques.","7","1","5","1","0","","Hawkins, Christie","{'fsnum': '3200', 'name': 'Hawkins, Christie'}","200","8","Top: Summer Sloyd","Material Fee for ART 240 is $80.                                                ;Instructor: Christie Hawkins","240","{'day': 'Mo', 'end': '16:00', 'location': 'TBA', 'start': '14:30'};{'day': 'Tu', 'end': '16:00', 'location': 'TBA', 'start': '14:30'};{'day': 'We', 'end': '16:00', 'location': 'TBA', 'start': '14:30'};{'day': 'Th', 'end': '16:00', 'location': 'TBA', 'start': '14:30'};{'day': 'Fr', 'end': '16:00', 'location': 'TBA', 'start': '14:30'}","False","False","","5","C","20175","Topics in the Fine Arts","Topic","2017"
"0000122232","0.25","0000000068","ART","","1","1","0","0","0","","Saurer, John","{'fsnum': '7064', 'name': 'Saurer, John'}","200","","Academic Internship","","294","","True","","","5","C","20175","","Research","2017"
"0000122515","1.0","0000000069","ART","Prerequisites: (for studio art) four foundation courses and two upper-division courses in area of study.;Prerequisites: (for art history) two upper-division courses in area of study.","1","0","0","0","1","WRI","Kucera, Karil J.","{'fsnum': '14964', 'name': 'Kucera, Karil J.'}","200","1","IS/Mesoamerican Art & Architecture","","298","","False","Prerequisites: (for studio art) four foundation courses and two upper-division courses in area of study.\nPrerequisites: (for art history) two upper-division courses in area of study.","","5","C","20175","Independent Study","Research","2017"
"0000122163","1.0","0000000153","BIO","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Piper Center for Vocation and Career, enlist a faculty supervisor, and complete an internship application. Internships do not count toward the biology major requirements.","1","0","1","0","0","","Fruehling, Sara E.","{'fsnum': '17588', 'name': 'Fruehling, Sara E.'}","200","","Academic Internship","","294","","True","False","","5","C","20175","","Research","2017"
"0000122203","0.25","0000000153","BIO","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Piper Center for Vocation and Career, enlist a faculty supervisor, and complete an internship application. Internships do not count toward the biology major requirements.","1","1","0","0","0","","Listenberger, Laura","{'fsnum': '21061', 'name': 'Listenberger, Laura'}","200","","Academic Internship","","294","","True","False","A","5","C","20175","","Research","2017"
"0000122213","0.25","0000000153","BIO","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Piper Center for Vocation and Career, enlist a faculty supervisor, and complete an internship application. Internships do not count toward the biology major requirements.","2","0","1","1","0","","Bowers, Lisa M.","{'fsnum': '23548', 'name': 'Bowers, Lisa M.'}","200","","Academic Internship","","294","","True","False","B","5","C","20175","","Research","2017"
"0000122230","0.25","0000000153","BIO","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Piper Center for Vocation and Career, enlist a faculty supervisor, and complete an internship application. Internships do not count toward the biology major requirements.","1","0","1","0","0","","Walter, Anne","{'fsnum': '8876', 'name': 'Walter, Anne'}","200","","Academic Internship","","294","","True","False","C","5","C","20175","","Research","2017"
"0000122266","0.25","0000000153","BIO","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Piper Center for Vocation and Career, enlist a faculty supervisor, and complete an internship application. Internships do not count toward the biology major requirements.","1","0","0","1","0","","Pettitt, Beth","{'fsnum': '27204', 'name': 'Pettitt, Beth'}","200","","Academic Internship","","294","","True","False","D","5","C","20175","","Research","2017"
"0000121280","1.0","0000000194","CHEM","This course provides a sequential introduction to physical chemistry. Beginning with an introduction to statistical aspects of chemical equilibria, it explores the relationships between energy, entropy and equilibria (thermodynamics); oxidation-reduction reactions and electrochemistry; transitions between phases; and rates of reactions. Students attend three classes and one three-hour laboratory per week. Offered annually in the spring semester. Counts toward biomolecular science concentration. Prerequisite: CHEM 125, or CHEM 121 and CHEM 123 and MATH 119 or MATH 120 or permission of instructor.","6","3","1","1","1","NSC;NSL;SED","Riley, Patrick N.","{'fsnum': '14194', 'name': 'Riley, Patrick N.'}","100","24","Chemical Reactions","Students in Chemistry 126 must also register for lab Chemistry 126 L.","126","{'day': 'Mo', 'end': '11:30', 'location': 'RNS 310', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'RNS 310', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'RNS 310', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'RNS 310', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'RNS 310', 'start': '10:00'}","False","CHEM 125, or CHEM 121 and CHEM 123 and MATH 119 or MATH 120 or permission of instructor.","","5","O","20175","Energies and Rates of Chemical Reactions","Research","2017"
"0000121281","","0000000195","CHEM","","6","3","1","1","1","","Riley, Patrick N.","{'fsnum': '14194', 'name': 'Riley, Patrick N.'}","100","24","Chemical Reactions Lab","","126","{'day': 'Mo', 'end': '16:00', 'location': 'RNS 355', 'start': '13:00'};{'day': 'We', 'end': '16:00', 'location': 'RNS 355', 'start': '13:00'}","False","","","5","O","20175","","Lab","2017"
