"clbid","credits","crsid","department","description","enrolled","firstyear","groupid","grouptype","halfcredit","instructors","junior","learningmode","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000077185","0.25","0000016220","AS/HI","","5","","","","","Robert Entenmann","","S","200","10","FLC - Chinese","","250","","False","False","","1","","","O","20111","","FLAC","2011"
"0000077187","0.25","0000018886","PSCI","","2","","","","","J. Patrick Dale","","S","200","15","FLC - Russian","","282","","False","False","","1","","","O","20111","","FLAC","2011"
"0000077190","1.0","0000000747","MATH","Algebra is concerned with sets of objects and operations that satisfy a few basic properties. Using the properties we study axiomatic systems such as groups, rings, and fields, covering topics such as homomorphisms, cosets, quotient structures, polynomial rings, and finite fields. Emphasis is on theory and on developing the ability to write proofs. Prerequisite: Mathematics 220. Offered each semester.","13","","","","","Adam H. Berliner","","S","200","22","Abstract Algebra I","","252","{'day': 'Mo', 'end': '10:00', 'location': 'TOH 186', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'TOH 186', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'TOH 186', 'start': '09:05'}","False","Mathematics 220. Offered each semester.","A","1","","","O","20111","","Research","2011"
"0000077191","1.0","0000000747","MATH","Algebra is concerned with sets of objects and operations that satisfy a few basic properties. Using the properties we study axiomatic systems such as groups, rings, and fields, covering topics such as homomorphisms, cosets, quotient structures, polynomial rings, and finite fields. Emphasis is on theory and on developing the ability to write proofs. Prerequisite: Mathematics 220. Offered each semester.","19","","","","","Kay E. Smith","","S","200","22","Abstract Algebra I","","252","{'day': 'Mo', 'end': '13:50', 'location': 'RNS 204', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'RNS 204', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'RNS 204', 'start': '12:55'}","False","Mathematics 220. Offered each semester.","B","1","","","O","20111","","Research","2011"
"0000077192","1.0","0000000011","AMST","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","C","20111","Internship","Research","2011"
"0000077193","1.0","0000000014","AMST","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","C","20111","Internship","Research","2011"
"0000077194","1.0","0000000068","ART","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","C","20111","","Research","2011"
"0000077195","1.0","0000000073","ART","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","C","20111","","Research","2011"
"0000077196","0.5","0000000153","BIO","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Center for Experiential Learning, enlist a faculty supervisor, and complete an internship application. Internships do not count toward the biology major requirements.","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","C","20111","Internship","Research","2011"
"0000077197","1.0","0000000174","BIO","Biology 394 is for students who have completed one internship (Biology 294) and wish to complete a second internship. Students interested in an internship should consult with the Center for Experiential Learning, locate a faculty supervisor, and complete an internship form.","1","","","","","Cindy Book","","S","300","999","Academic Internship","","394","","True","False","","1","","","C","20111","Internship","Research","2011"
"0000077198","1.0","0000000204","CHEM","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","C","20111","Internship","Research","2011"
"0000077199","1.0","0000000222","CHEM","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","C","20111","Internship","Research","2011"
"0000077200","1.0","0000000233","CLASS","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","C","20111","","Research","2011"
"0000077201","1.0","0000000235","CLASS","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","C","20111","","Research","2011"
"0000077202","1.0","0000000248","CHIN","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","C","20111","","Research","2011"
"0000077203","1.0","0000000251","CHIN","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","C","20111","","Research","2011"
"0000077204","1.0","0000000276","ECON","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","C","20111","","Research","2011"
"0000077205","1.0","0000000284","ECON","Academic Internship.","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","C","20111","","Research","2011"
"0000077206","1.0","0000000299","CSCI","This is an intermediate-level version of Computer Science 394.","1","","","","","Olaf A. Hall-Holt","","S","200","999","Academic Internship","","294","","True","False","","1","","","C","20111","Internship","Research","2011"
"0000077207","1.0","0000000306","CSCI","Students gain experience in computer-industry positions. Projects have included contributions to team programming, implementation of solid modeling (NURBS), documentation, business applications of computing, and applications of computer graphics in medical research. Internship experiences (whether for credit or not) are strongly encouraged for anyone considering a career in computing.","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","C","20111","Internship","Research","2011"
"0000077208","0.5","0000000313","EDUC","","1","0/0","","","","Robert W. McClure","","S","200","999","Academic Internship","","294","","True","False","","1","","0/0","C","20111","","Research","2011"
"0000077209","0.5","0000000344","EDUC","","1","0/0","","","","Rosemary A. Pfarr-Baker","","S","300","999","Academic Internship","","394","","True","False","","1","","0/0","C","20111","Internship","Research","2011"
"0000077210","1.0","0000000433","ENGL","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","C","20111","Internship","Research","2011"
"0000077211","1.0","0000000449","ENGL","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","C","20111","Internship","Research","2011"
"0000077212","1.0","0000000464","ENVST","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","C","20111","Internship","Research","2011"
"0000077213","1.0","0000000466","ENVST","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","C","20111","Internship","Research","2011"
"0000077214","1.0","0000000471","IDFA","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","C","20111","","Research","2011"
"0000077215","1.0","0000000474","IDFA","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","C","20111","","Research","2011"
"0000077216","1.0","0000000490","FREN","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","C","20111","","Research","2011"
"0000077217","1.0","0000000494","FREN","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","C","20111","","Research","2011"
"0000077218","1.0","0000000522","GERM","Students spend four weeks during Interim or summer in an individually selected German or Austrian workplace. Opportunities include work in health care, communications, and manufacturing as well as non-profit organizations, libraries, businesses, laboratories, offices, and churches. Assignment of position varies with availability in host institutions. Prerequisite: at least one 250-level course.","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","at least one 250-level course.","","1","","","C","20111","Internship","Research","2011"
"0000077219","1.0","0000000529","GERM","Students spend four weeks during Interim or summer in the German or Austrian workplace. Opportunities include working in health care, communications, and manufacturing as well as non-profit organizations, libraries, businesses, laboratories, offices, and churches. Assignment of position varies with availability of host institutions. Prerequisite: at least one 270-level cou","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","at least one 270-level cou","","1","","","C","20111","Internship","Research","2011"
"0000077220","1.0","0000000543","GREEK","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","C","20111","","Research","2011"
"0000077221","1.0","0000000550","GREEK","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","C","20111","Academic Inernship","Research","2011"
"0000077222","1.0","0000000624","HIST","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","C","20111","Internship","Research","2011"
"0000077223","1.0","0000000640","HIST","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","C","20111","Internship","Research","2011"
"0000077224","1.0","0000000643","HSPST","","0","","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","1","","","C","20111","","Research","2011"
"0000077225","1.0","0000000646","HSPST","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","C","20111","","Research","2011"
"0000077226","0.5","0000000653","FAMST","","1","","","","","Mary Carlsen","","S","200","999","Academic Internship","","294","","True","False","","1","","","C","20111","Internship","Research","2011"
"0000077227","1.0","0000000656","FAMST","","0","","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","1","","","C","20111","","Research","2011"
