"clbid","credits","crsid","department","description","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","status","term","title","type","year"
"0000115724","1.0","0000000029","ART","This course introduces students to analog and digital photographic processes as means for creating works of art. Students learn terminology and critical approaches to photography. The course includes presentations on concepts and photographers' works, discussions of articles, and regular critiques. Students are introduced to the history of the medium through presentations, readings, and hands-on work such as constructing a camera obscura. Students develop critical skills and the ability to analyze and interpret photographic work. Materials fee. Offered each semester. Counts toward media studies concentration.","4","0","1","3","0","ALS-A","Dow, Beth A.","{'fsnum': '28108', 'name': 'Dow, Beth A.'}","200","","Photography","","205","{'day': 'Mo', 'end': '16:00', 'location': 'CAD 122', 'start': '13:00'};{'day': 'Tu', 'end': '16:00', 'location': 'CAD 122', 'start': '13:00'};{'day': 'We', 'end': '16:00', 'location': 'CAD 122', 'start': '13:00'};{'day': 'Th', 'end': '16:00', 'location': 'CAD 122', 'start': '13:00'};{'day': 'Fr', 'end': '16:00', 'location': 'CAD 122', 'start': '13:00'}","False","False","","4","O","20164","","Research","2016"
"0000115591","1.0","0000001496","ART","This course introduces students to the ceramic processes of wheel throwing and hand building as means for creating works of art. Students learn terminology and critical approaches to ceramics. Students develop critical skills and the ability to analyze and interpret ceramic art work. The course emphasizes creative approaches to solving visual problems through ceramic work. Slide presentations on contemporary and historical ceramics provide background for assignments and highlight the role of ceramics in various cultural contexts. Materials fee. Offered each semester.","8","0","4","2","2","ALS-A","Briggs, Paul S.","{'fsnum': '28072', 'name': 'Briggs, Paul S.'}","200","","Ceramics","","207","{'day': 'Mo', 'end': '12:00', 'location': 'CAD 115', 'start': '21:00'};{'day': 'Tu', 'end': '12:00', 'location': 'CAD 115', 'start': '21:00'};{'day': 'We', 'end': '12:00', 'location': 'CAD 115', 'start': '21:00'};{'day': 'Th', 'end': '12:00', 'location': 'CAD 115', 'start': '21:00'};{'day': 'Fr', 'end': '12:00', 'location': 'CAD 115', 'start': '21:00'}","False","False","","4","O","20164","","Research","2016"
"0000111754","1.0","0000000114","BIO","Why do biologists do what they do? How is biology actually done? Students investigate the reasons biological science is done the way it is today. Students have the opportunity to design and perform their own experiments while learning the process of scientific investigation. Designed primarily for non-majors. Offered during Interim.","11","2","5","3","1","IST;NSC;NSL;SED","Giannini, John","{'fsnum': '2593', 'name': 'Giannini, John'}","100","","Thinking & Doing Bio","Term dates for this course: June 5 - 30.","135","{'day': 'Mo', 'end': '12:00', 'location': 'RNS 290', 'start': '21:00'};{'day': 'Tu', 'end': '12:00', 'location': 'RNS 290', 'start': '21:00'};{'day': 'We', 'end': '12:00', 'location': 'RNS 290', 'start': '21:00'};{'day': 'Th', 'end': '12:00', 'location': 'RNS 290', 'start': '21:00'};{'day': 'Fr', 'end': '12:00', 'location': 'RNS 290', 'start': '21:00'}","False","False","","4","O","20164","Thinking and Doing Biology","Research","2016"
"0000111755","","0000000115","BIO","","11","2","5","3","1","","Giannini, John","{'fsnum': '2593', 'name': 'Giannini, John'}","100","","Thinking & Doing Bio Lab","Lab times are integrated into course schedule.","135","","False","","","4","O","20164","","Lab","2016"
"0000115592","1.0","0000000126","BIO","Students journey toward greater understanding of the human body through an integrated study of the structure of the body (anatomy) and how organs such as the brain, heart, and kidney perform their remarkable functions (physiology). The course is designed primarily for students intending careers in the health sciences. Students attend lectures plus one three-hour laboratory per week. Offered each semester. Counts toward exercise science major and neuroscience concentration. Prerequisite: BIO 143, or BIO 150 and BIO 227 or CH/BI 227.","7","0","2","3","2","","Cole, Steven","{'fsnum': '26217', 'name': 'Cole, Steven'}","200","","Human Anatomy & Physiology","Students in BIO 243 must also register for the BIO 243 lab.","243","{'day': 'Mo', 'end': '11:00', 'location': 'RNS 435', 'start': '09:00'};{'day': 'Tu', 'end': '11:00', 'location': 'RNS 435', 'start': '09:00'};{'day': 'We', 'end': '11:00', 'location': 'RNS 435', 'start': '09:00'};{'day': 'Th', 'end': '11:00', 'location': 'RNS 435', 'start': '09:00'}","False","BIO 143, or BIO 150 and BIO 227 or CH/BI 227.","","4","O","20164","Human Anatomy and Physiology: Organs and Organ Systems","Research","2016"
"0000115593","","0000000127","BIO","","7","0","2","3","2","","Cole, Steven","{'fsnum': '26217', 'name': 'Cole, Steven'}","200","","Human Anatomy & Physiology Lab","","243","{'day': 'Mo', 'end': '15:00', 'location': 'RNS 254', 'start': '12:00'};{'day': 'Tu', 'end': '15:00', 'location': 'RNS 254', 'start': '12:00'};{'day': 'We', 'end': '15:00', 'location': 'RNS 254', 'start': '12:00'}","False","","","4","O","20164","","Lab","2016"
"0000116164","0.25","0000000152","BIO","For science majors, learning to read the primary literature and other professional sources is an important transition from classroom learning to post-graduate endeavors. Students read, present, and discuss scientific literature in a field selected by participating faculty. The goal is to garner sufficient expertise to allow critical analysis of the particular field. Requires permission of instructor. May be repeated if topic is different.","1","0","1","0","0","","Crisp, Kevin M.","{'fsnum': '17430', 'name': 'Crisp, Kevin M.'}","200","1","Top: Medical Terminology","This is a special offering.  Permission of the instructor required to register.","291","","False","False","","4","C","20164","Topics in Biological Research","Topic","2016"
"0000116162","1.0","0000000187","CHEM","This course provides a study of chemical stoichiometry and equilibrium at a level and pace appropriate to students with little or no background in chemistry. The combination of this course and CHEM 123 (offered during Interim) provides coverage of topics equivalent to those in CHEM 125. Students planning to continue in chemistry should consider concurrent registration in MATH 119 or MATH 120. Students attend three classes and one three-hour laboratory per week. Offered annually in the fall semester.","1","1","0","0","0","NSC;NSL;SED","Riley, Patrick N.","{'fsnum': '14194', 'name': 'Riley, Patrick N.'}","100","1","General Chemistry","This course is a special offering.","121","","False","False","","4","C","20164","","Research","2016"
"0000116163","","0000000188","CHEM","","1","1","0","0","0","","Riley, Patrick N.","{'fsnum': '14194', 'name': 'Riley, Patrick N.'}","100","1","General Chemistry Lab","This is a special offering.","121","","False","","","4","C","20164","","Lab","2016"
"0000111756","1.0","0000000192","CHEM","This study of chemical stoichiometry, equilibrium, acid-base chemistry, coordination chemistry, and atomic and molecular structure supplies the fundamental background on which all later chemistry courses depend. It includes applications of equilibrium principles to acid-base chemistry. Students attend three classes and one three-hour laboratory each week. Offered annually in the fall semester. Counts toward biomolecular science concentration. Prerequisites: high school chemistry and physics. Students planning to continue in chemistry should consider concurrent registration in MATH 119 or MATH 120. Placement via online placement exam is required. The course cannot be taken in conjunction with or after credit in CHEM 121.","3","1","0","1","1","NSC;NSL;SED","Riley, Patrick N.","{'fsnum': '14194', 'name': 'Riley, Patrick N.'}","100","","Struct Chem & Equilib","","125","{'day': 'Mo', 'end': '11:30', 'location': 'RNS 310', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'RNS 310', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'RNS 310', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'RNS 310', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'RNS 310', 'start': '10:00'}","False","Prerequisites: high school chemistry and physics. Students planning to continue in chemistry should consider concurrent registration in MATH 119 or MATH 120. Placement via online placement exam is required. The course cannot be taken in conjunction with or after credit in CHEM 121.","","4","O","20164","Structural Chemistry and Equilibrium","Research","2016"
