"clbid","credits","crsid","department","description","enrolled","firstyear","gereqs","groupid","grouptype","halfcredit","instructors","junior","learningmode","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000132171","1.0","0000000747","MATH","Algebra is concerned with sets of objects and operations that satisfy a few basic properties. Using the properties we study axiomatic systems such as groups, rings, and fields, covering topics such as homomorphisms, cosets, quotient structures, polynomial rings,and finite fields. Emphasis is on theory and on developing the ability to write proofs. Offered each semester. Also counts toward computer science major. Prerequisite: MATH 220. Permission of instructor required for first-year students.","20","","","","","","Ryota Matsuura","","S","200","15","Abstract Algebra I","","252","{'day': 'Mo', 'end': '13:50', 'location': 'RNS 204', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'RNS 204', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'RNS 204', 'start': '12:55'}","False","MATH 220. Permission of instructor required for first-year students.","A","3","","","C","20203","","Research","2020"
"0000132172","1.0","0000000747","MATH","Algebra is concerned with sets of objects and operations that satisfy a few basic properties. Using the properties we study axiomatic systems such as groups, rings, and fields, covering topics such as homomorphisms, cosets, quotient structures, polynomial rings,and finite fields. Emphasis is on theory and on developing the ability to write proofs. Offered each semester. Also counts toward computer science major. Prerequisite: MATH 220. Permission of instructor required for first-year students.","19","","","","","","Adam H. Berliner","","S","200","15","Abstract Algebra I","","252","{'day': 'Mo', 'end': '14:55', 'location': 'RNS 208', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'RNS 208', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'RNS 208', 'start': '14:00'}","False","MATH 220. Permission of instructor required for first-year students.","B","3","","","C","20203","","Research","2020"
"0000132173","1.0","0000000011","AMST","","0","","","","","","Staff","","S","200","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","3","","","C","20203","","Research","2020"
"0000132174","1.0","0000000068","ART","","0","","","","","","Staff","","S","200","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","3","","","C","20203","","Research","2020"
"0000132175","1.0","0000000073","ART","","0","","","","","","Staff","","S","300","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","3","","","C","20203","","Research","2020"
"0000132176","1.0","0000000093","ASIAN","","0","","","","","","Staff","","S","200","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","3","","","C","20203","","Research","2020"
"0000132177","1.0","0000000096","ASIAN","","0","","","","","","Staff","","S","300","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","3","","","C","20203","","Research","2020"
"0000132178","1.0","0000000153","BIO","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Piper Center for Vocation and Career, enlist a faculty supervisor, and complete an internship application. Internships do not count toward the biology major requirements.","0","","","","","","Staff","","S","200","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","3","","","C","20203","","Research","2020"
"0000132179","1.0","0000000174","BIO","Biology 394 is for students who have completed one internship (BIO 294) and wish to complete a second internship. Students interested in an internship should consult with the Piper Center for Vocation and Career, locate a faculty supervisor, and complete an internship form. Internships do not count toward the biology major requirements.","0","","","","","","Staff","","S","300","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","394","","True","False","","3","","","C","20203","","Research","2020"
"0000132180","1.0","0000000204","CHEM","","0","","","","","","Staff","","S","200","0","Academic Internship","Please see Piper Center's academic internship website to access Handshake to;fill out the necessary information to register for this class.","294","","True","False","","3","","","C","20203","","Research","2020"
